1: 卧槽看着评论我都不敢玩了。
922: 这才是正版啊，果然给人原汁原味的赶脚

923: 这回终于知道正版是什么样子的了吧

924: 之前腾讯说自己是正版，真是太不可思议了

925: 我们的家族很不错呢，有谁要来参加吗

926: 喜欢火影的小伙伴们快来加入我们吧

927: 佐助还是不错的，大家可以试一下呢

928: 都说鸣人前期比较给力，但是我选了佐助呢

929: 我选了佐助啊，大家都选的谁啊

930: 玩游戏现在完全停不下来

931: 大区里面都是壕啊，跪求福利

932: 发现大区的都好厉害啊，打不过啊

933: 游戏虽然好玩，但是大家也不要太沉迷哈

934: 我的工资不知道够不够玩啊，哈哈

935: 两个主角啊，怎么没有小樱呢

936: 难道就两个主角吗

937: 很喜欢里面的人物设定呢

938: 里面的技能真的是超级炫啊

939: 大神们，都加入到哪个家族里面了啊

940: 有没有朋友想跟我一起玩的啊

941: 越了小伙伴们一起来玩新区好了

942: 哇塞，为什么没有三代火影呢，谁来解答一下我

943: 好！

944: 卡片游戏我不太喜欢。。。。

945: 我想知道这游戏什么时候开4区1000已充好

946: 您的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。您的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。

947: 这个游戏最让我不爽的事是人物的羁绊再不斩和白两人啥羁绊都没有还有少年带土和野原琳也没有羁绊还有忍村只能参拜和捐献忍币其他什么都没有

948: 您的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。好蓝

949: 一般般

950: 换区都换不了，真垃圾

951: 尼玛，这游戏怎么换英雄？

952: 安装包老错 在玩我啊！

953: 赞。玩儿了几分钟就有一大堆A级忍者和一个S级忍者。

954: 垃圾

955: 模仿的  不过是火影 没办法 支持  什么时候开4服啊

956: 火影卡牌类游戏，很不错呢，爱火影的肯定会喜欢。

957: 第二天就送卡卡西了啊 ，还是最高品质的紫卡呢啊

958: 火影吧的小伙伴们都来围观起来吧，哈哈

959: 哈哈，我是菜鸟啊，有没有人收我啊

960: 大家都喜欢里面的那些角色呢

961: 听说里面还有好多的美女在玩呢

962: 玩的人越多越有意思的呢

963: 我懵逼啦，好晕呀，我必须加把劲了呢，忍者牛逼

964: 佐助佐助佐助，帅帅哒

965: 我怎么感觉我这么弱呢，不行了

966: 太感谢啦，兄弟们，一起来呀

967: 追了这么久，这么累，终于出了游戏

968: 我的天呀，怎么个个都这么厉害，真是经历旺盛

969: 作者  起名时加个确认键  给礼包复制了没确定怎么领取呢？手机没确认键

970: 好吧，就是把人物，场景换成火影的，其他我就只能呵呵了

971: crazy crazy crazy 速度速度速度，我来啦

972: 正版的就是给力呀，眼来可以这么的屌

973: 真的好棒呀，这下我有追求啦

974: 大卖。。大卖。。大卖呀，崛起吧

975: 耶耶耶。。。。。我要玩啦

976: 哎呦，游戏不错哦，挺你

977: 好想要卡卡西呀，不捉急，慢慢来就好

978: 不知道在《忍者大师》的世界中，会不会有漩涡博人的出现呢?

979: 我要赞赞赞，鸣人给力呀

980: 啧啧啧，我要加油啦，我要努力了啊

981: 我决定了，我要开始浪了

982: 一直在关注呢,期待呀

983: 哈哈哈，我可以说碉堡了吗？

984: 我和我的小伙伴们都惊呆啦，太厉害了

985: 随便玩玩的呢，感觉还不错

986: 非常给力的呀，怎么这么屌呢

987: 好想建个家族呀，咱们大家一起来

988: 我要疯啦，我要立马加入忍者游戏，感觉好带劲的样纸

989: 卧槽，卧槽，卧槽，SO 屌呀

990: 跪求福利呀，一起上吧

991: 大区人好像都满了，真心不想挤进去呢，太豪了

992: 喜欢佐助的形象，真的是吊炸天的节奏呀

993: 卡牌那个会不会比较简单呢

994: 有没有土豪，豪一下，给我点money吧

995: 哦也哦哟哟，哦买噶

996: 不玩都对不起追了那么多年忍者的自己

997: 帅哥美女动起来呀，一起来玩

998: 我想知道有几个主角

999: 鸣人怎么越长越奇怪啊，变了好多呢

1000: 追了好久，终于可以好好的爽一下了，玩起来

1001: 我要大蛇丸，好心人呀

1002: 在网上泡了好久，玩了好久，太给力了啦，加油

1003: 有没有小伙伴加入的，速度呀，和我一起

1004: 我的大鸣人，我爱你。就是你了，绝不选其它的

1005: 感觉我还是去练练手指再来吧

1006: 我感觉很复杂的样子呢？要操作呢

1007: 不用冲钱吧，我不是玩的挺好的么？

1008: 这还有说明？没看懂呢！

1009: 給我給建议吧。。我要鸣人，怎么玩？

1010: 我想选个小时候的角色。可是不能选呢？

1011: 还是小时候的各个角色好看

1012: 我的神啊！我已经被这背景音乐洗脑了

1013: 一区。求大神，給我个好点的师傅吧

1014: 这画质挺好的。給我建议我该怎么玩吧

1015: 没什么意思啊！怎么玩的这么嗨。。只是画面还不错

1016: 这动画效果也是很赞的所

1017: 哇。。鸣人的螺旋丸真是太棒了

1018: 每一次，都在，每一次，都死了

1019: 同志们，撸起来好么？！哈哈

1020: 每天下班必须来看看的手游好么？

1021: 好像是很火爆的游戏诶，想下着玩！！

1022: 感觉最近玩这个手游的人真心很多啊

1023: 表示大神在此，竞技场见！！

1024: 难道大家都拿到紫卡？我不信！

1025: 真心不错的游戏呢，很好玩喔

1026: 所以说呢，玩游戏还是要看人品的～

1027: 最高品质的紫卡已拿到手！！

1028: 强烈建议多来些角色。。每个都給我来点啊

1029: 韩剧都不想看了，只想玩玩游戏啊！

1030: 每次玩的时候女朋友总在旁边，真烦！！！

1031: 来吧，我们大家一起来嗨起来吧

1032: 給我来一个美丽大方的角色吧

1033: 雏田粉大概又要哭晕在厕所了吧？

1034: 鼬粉果断来踩熟地盘啦～

1035: 已选佐助！！不能放弃啊

1036: 之前看别人玩这个，超级手痒的！

1037: 哎，不知道竞技场里面得多厮杀了？

1038: 在开始叶面都进不去

1039: 我等凡人怎么就一直在普通里面待着了？

1040: 萌妹子求高手带，竞技场坐等

1041: 其实我觉得蓝卡还是挺好玩的

1042: 每天玩这个成了必备功课

1043: 火影党果断来支持的好不？！

1044: 哈哈，這个必须得赞的好么？

1045: 我怎么不知道还有送高级货的活动？！

1046: 我会说我每天都玩，根本停不下来？

1047: 还好看见朋友在玩，自己也下了的！！

1048: 很有意思的游戏啊，现在很少了呢

1049: 我已入迷，勿忘，勿念。。

1050: 这样玩下去，我怕是要崩溃了，

1051: 玩了一天了，还是做个防沉迷吧。

1052: 玩了个新区，才发现我之前那可是lo爆了好吗？

1053: 去吧。。鸣人，让我见识见识你的实力吧

1054: 啊！美丽的火焰。給我上吧。。

1055: 啊！为了部落。德莱联盟！！

1056: 有没有什么QQ群之类的，給我来一个啊

1057: 有没有收学徒的，加我一个

1058: 如果我是妹子，那肯定会有大神带是吧？

1059: 欢迎来到火影忍者的世界里

1060: 好呀，让我们出征吧，勇士们

1061: 我已经在新区奋斗几天了好么？

1062: 玩了好久了，已经被攻陷好么？

1063: 让真爱什么的在一起吧！呼唤！！

1064: 雏田也太让人心疼了吧？

1065: 大蛇丸果然不是随意能够拥有的呢～

1066: 哈哈，這个才是我的真爱妥妥的！

1067: 卡牌什么的果然是亲妈好么？

1068: 天哪噜，这个也太让人激动了好么？

1069: 这个已经是我现在玩过最棒的火影了！

1070: 我其实觉得还可以再完善的

1071: 三代火影应该还没出来吧？

1072: 玩新区的时候就已经沦陷了！

1073: 这种手游才能是我的真爱好吗？

1074: 玩鸣人，什么时候才能来一把！

1075: 雏田果然才是我真爱的好么！？

1076: 果断支持，不过鼬真心好帅气

1077: 还行吧

1078: 我觉得这个肯定才是正版的。

1079: 我爱罗的形象要不要这么威武！！

1080: 可是游戏人物怎么這么少呢？？

1081: 我会说这是我最近的真爱么？

1082: 等我考试结束，我就去玩这个。

1083: 好有意思的手游，太好玩啦

1084: 哎，每次都在竞技场里被虐！！

1085: 哎，每次都在竞技场里被虐！！

1086: 我什么时候才能玩精英副本呢？

1087: 鸣人的功能感觉好用些啊

1088: 哇塞，看来这次是下了血本好么？

1089: 哈哈，很有意思的游戏啊

1090: 竞技场里的壕们要不要这么多？

1091: 没意思，就这么轻易地把那些人虐杀了

1092: 让我们来享受那些虐杀的快感吧

1093: 給我200块，就200块，給我买个全套的装备吧！

1094: 要是我有钱，你们谁还能撼动我？

1095: 没什么手游比这个更好玩的了

1096: 給创意点个赞，我要加入这个设计团队

1097: 給我一个支点，我可以撬动忍者联盟

1098: 额。。怎么我这么快就死了。没什么复活石之类的么？我的装备啊

1099: 啊！神奇的手游世界，我爱上了

1100: 没什么其它的角色吗？强烈建议添加角色

1101: 我怎么这么弱，进去就死了

1102: 不对啊。怎么我觉得自己这么厉害的所

1103: 給我个大号让我来拯救世界好吗？

1104: 求互粉，来关注我，給你送q币

1105: 我就喜欢佐助，谁給我一个佐助的装备呢!

1106: 谁給我冲点钱啊。看起来好棒的啊

1107: 我去，又被一个高手給我虐了

1108: 竞技场的人真多，怎么挑战呢？

1109: 我爱罗，我爱罗，怎么没有啊

1110: 这创意真赞。必须来走一个

1111: 为了做这个游戏，看来也是蛮拼的啊！

1112: 为了做这个游戏，看来也是蛮拼的啊！

1113: 为什么连招不会放啊，谁教教我

1114: 哈哈，果断赞一个。马上下一个玩

1115: 我鸣人果然才是最厉害的呢

1116: 这种大型手游才是我的最爱。

1117: 跪求给机会建立家族！！

1118: 其实我觉得蓝卡什么的还是很酷啊

1119: 现在这年头不玩手游简直是out了好么？

1120: 看评论好像很多人都有玩过啦

1121: 看见我大火影，果断进来看看。

1122: 这种手游玩着才有意思的！

1123: 效果這么棒？？简直不敢相信！

1124: 上班途中不用再担心无聊啦

1125: 哈哈，表示已经玩过啦，很有意思

1126: 看着好像有点复杂的样子啊～

1127: 我佐助何在？？不能错过的好吧？

1128: 我还是挺喜欢紫卡的呢，看着很酷啊

1129: 之前就听朋友推荐过的呢！！

1130: 玩法很多样嘛，真心有兴趣呢

1131: 加油啊！給我个很给力的好嘛？

1132: 来个大蛇丸啊！这么酷炫的英雄

1133: 我太喜欢这个游戏了，天天都要看看才过得

1134: 哦多克。爱上这个游戏了，爱上鸣人了

1135: 据说这个是正版，不支持这个支持什么？

1136: 电脑的话就是究极风暴3，手游就选这个

1137: 我是火迷，这游戏还是真不错

1138: 强力建议添加更多的主角，給我四代目

1139: 为什么没有更多的主角！！

1140: 全寝室的都在玩这个游戏，好酷炫

1141: 为什么我感觉鸣人那么厉害，不行重新建个角色

1142: 选了我爱罗，就是那个连招怎么都放不出来啊

1143: 这是叫我们追忆火影么？出个3D的！！

1144: 什么时候开四区

1145: 火影完结了，但游戏还是很多的，不错

1146: 太棒了，手机也可以玩玩火影了，真好。

1147: 也给我来一个鼬的角色啊~~。超帅的

1148: 果断下载，不知道有哪些人物啊！

1149: 必须为我威武鸣人来一个的好么？

1150: 手游什么的当然得这样才行

1151: 赞一个先，妥妥的哪～

1152: 看起来界面好像挺有意思的啊

1153: 现在就在新区等着哪

1154: 这个果断要推荐给我盆友看的！

1155: 哈哈，这么有意思的游戏怎么能错过？？

1156: 我喜欢鸣人耶，感觉他比较厉害耶

1157: 好喜欢佐助呀，我果断选择了他

1158: 据说游戏中，或许会加入《火影忍者》最新的剧情内容，与原著保持剧情同步，期待

1159: 什么鬼？？？wifi都连不上！！！！！完全不能玩orz

1160: 艹，模仿忍者百分百

1161: 好玩

1162: 一点创新也没有，五分钟结束，删掉

1163: 不错

1164: 这制作商真的是太废了！想钱想疯了，麻痹的，以前的忍者百分百不好好做了，骗了老子钱，倒闭了，现在推出个模仿盗版，什么都比不上

1165: 好玩么

1166: 我觉得还好玩，怎么会那么多差评，我也是无语了

1167: 不错

1168: 两个字，垃圾。

1169: 这制作商真的是太废了！想钱想疯了，麻痹的，以前的忍者百分百不好好做了，现在推出个模仿盗版，什么都比不上

1170: 玩了一天半，确实没之前玩的那么带劲，好失望

1171: 这是怎么到推荐第一的？

1172: 这游戏里角色放技能连个台词都没有差评。实在不行喊两嗓子也行啊

1173: 好玩是好玩，为啥维护前买的绝都是不能使用的?放在道具栏里面干嘛?

1174: 安卓5.0系统玩不了。

1175: 我去你妹的手机助手，点开来自动跳出这游戏广告，碰到后广告消失，然后就在那自动给我下载了，90m4g一下没了，别逼我卸载手机助手

1176: 各种抄袭。。

1177: 游戏还可以，但是这都啥年代了。放个技能没官方cv怎么可能带劲

1178: 新激活码被用了  怎么回事

1179: 没有忍者百分百好玩啊！  可惜被迫关游戏了

1180: 你妈的游戏维护了，

1181: 好评的都他吗的是托

1182: 玛壁怎么用不了无线网坑爹！！！

1183: 没更新完呢，你们不看公告么？

1184: 妈蛋，猜猜我看到了什么！！一张张卡牌在蠕动

1185: 怎么连接不上了

1186: 真傻逼，到后面会成长的，我去，自己垃圾还说游戏垃圾，傻逼啊！

1187: 我擦，大家千万别充钱。老子刚冲完钱就登不上了，一直在页面转圈圈，擦他妈

1188: 出来了，休想再插进去了！

1189: 这种游戏真是够了。。垃圾中的战斗机！

1190: 什么鸡巴游戏！充值点个半天一点反应都没有！

1191: 能不能改一下普攻，都是打一个人

1192: 礼包领了游戏里兑换不了你是在逗我吗？

1193: 话说这是模仿忍着百分百吗？还有，为毛鸣人的技能成什么鸣人连弹了！擦，傻瓜都知道是螺旋丸啊！一星都不想给

1194: 好玩

1195: 和忍者百分百一样啊，还是抄袭，差评!

1196: 为嘛退了之后再进就进不去了！显示英文字母！服了

1197: 呀呀呀，这绝对是正版，快来呀快来呀，好厉害

1198: 在游戏中可以说装备系统是非常的完善的，我可以将装备进行强洗升星。

1199: 我可以在游戏中和我的队友一起在游戏中战斗哦，爽

1200: 虽然没有看过这个动漫，但还是被这个游戏吸引了呢

1201: 有些的节奏非常的具有带入的感觉，好棒

1202: 哈哈，让我在游戏中体会到一种技能的打击之类的快感哦

1203: 对呀，每个人物的金恩带给我最爽快的体验

1204: 火影忍者忍者大师中采用的风格是绘画的，他的人物非常的精致，我喜欢

1205: 赶快的啊叫上好基友们一起来玩吧

1206: 为鼬而赞，鼬粉也来报道来了哈

1207: 支持正版，好游戏就在这里

1208: 这个才是正版呢，支持一下

1209: 有没有家族收我一个的啊

1210: 为什么雏田不是14资质紫卡啊，

1211: 这款游戏确实我的菜哦

1212: 这个游戏的画风确实是我喜欢的呢

1213: 还是原汁原味的正版比较好呢

1214: 腾讯之前还敢说自己是正版，这才是正版好不好

1215: 垃圾游戏，画风一般，而且很多忍者不能招募，估计全得活动用钱，就一坑钱游戏，跟忍者百分百一样，但是各方面都差远了

1216: 一款好玩的游戏就是不一样呢

1217: 就两个主角么？小樱我最爱的小樱呢

1218: 求送大蛇丸，粉丝在这呢

1219: 这和腾 讯哪个正版啊，我都分不清楚了

1220: 鸣人还是小时候可爱，我是这么觉得的

1221: 完全沉迷了，必须的 好游戏

1222: 玩新区，还有哪些朋友愿意跟我们一起来么

1223: 大家都说鸣人前期给力

1224: 陪我一起玩，给冲点钱，必须的

1225: 为何没有三代火影，我都有点失望了

1226: 躺在床上玩火影，一起嗨起来！！

1227: 德玛西亚！站起来撸啊撸

1228: 第二天就送卡卡西，我要去浪了

1229: 竞技场真心打不过了，都是壕，跪求福利

1230: 喜欢我爱罗的形象，好看，帅爆！

1231: 效果太棒了！鸣人是我喜欢的火影人物

1232: 火影吧发来贺电，一起玩耍吧！！！

1233: 据说这个是正版，这个才是最好的

1234: 谁来建个家族，敢不敢收我

1235: 鼬粉我来了，我就是来打酱油的

1236: 正版？！这才是正版，原汁原味，碉堡！

1237: 现在寝室的小伙伴们都玩起来了

1238: 呵呵，忍不住要去玩游戏了

1239: 神秘商店里面的东西真的很不错的说

1240: 我要在这个游戏中建立一个强大的家族，嘿嘿

1241: 感觉里面的道具都非常的给力

1242: 第一关一直加载什么个意思？

1243: 我想加入家族呢，有没有要收我的啊

1244: 快进来啊，我们在游戏里面聊天啦

1245: 好游戏大家一起支持起来哦

1246: 啥也不说了，想去体验一下游戏去了

1247: 还没有下载的小伙伴们还不抓紧了

1248: 看大家都说的这么热闹，我也想玩一下呢

1249: 好的游戏我们真是相当的期待

1250: 感觉这款游戏不想火都不行了

1251: 火影迷们真是太多了，游戏要火啊

1252: 好喜欢鸣人做我的主角啊

1253: 我是女生，超爱这款游戏

1254: 我在游戏里面发现了一个美女玩家，哈哈

1255: 我也玩游戏了，现在在寻找组织呢

1256: 大家都加入家族了吗

1257: 其实每次玩游戏我最喜欢就是在里面聊天了，呵呵

1258: 做的不错，细节都很到位的说

1259: 有了邮件功能，就能跟小伙伴们一起好好的交流了

1260: 已经玩了几天了，还没有发现什么破绽嘛

1261: 感觉里面的邮件功能非常的贴心

1262: 玩过的小伙伴们我们一起来交流一下啊

1263: 大家都比较喜欢里面的哪些人物呢

1264: 这就去玩了，别的不多说了

1265: 大家一起来练装备吧

1266: 我可是手游的爱好者，怎么能错过呢

1267: 看来我也要好好的研究一下游戏了

1268: 不错，卡牌还有这么多的功能啊

1269: 好游戏不解释，大家体验一下就知道了

1270: 我是刚玩的，有没有带我一下的大神啊，呵呵

1271: 看来玩这款游戏的小伙伴们挺多呢

1272: 超级喜欢火影这部动漫，当然要玩游戏了

1273: 里面的人物我都好喜欢啊

1274: 真的很好玩，现在都和我男朋友一起玩呢

1275: 用的是wifi，为什么加载时卡

1276: 看着简单，但是还是非常考验技巧的

1277: 挺喜欢里面的战斗模式的，不错

1278: 手游里面很少有这么好玩的游戏了呢

1279: 整个寝室都在玩这款呢

1280: 大量资源都刻画在了忍者身上，让人家很怀念的

1281: 给玩家留下了深刻的印象的

1282: 相信看过火影忍者的朋友对这些内容印象都比较深刻。

1283: 这个公司创造的新手游确实是不错

1284: 这个坎可以有的，支持你们的新手游

1285: 爱不释手的重要条件哇

1286: 再加上原汁原味的剧情故事，完美的演绎了大家热爱的火影世界。

1287: 我觉得作为一个火影迷不玩这样的游戏就是错过了

1288: 玩起来吧，确实是挺不错的

1289: 配了一个牛逼阵容，不服你来

1290: 有玩过的吗？觉得如何的呢

1291: 相信不少主机党已经去游戏中体验了一番

1292: 等待游戏的到来，一起来看看吧

1293: 受到玩家跟媒体的一致好评。

1294: 如果这款游戏做的像韩国的圣灵勇士那样，必火！但这种类型，很失望！

1295: 打起来很爽，一不小心玩过头了

1296: 火影忍者做成游戏还是不错哒

1297: 我可以玩杀生丸吗？只有鸣人的吗

1298: 请问有什么角色可以选择的呢

1299: 游戏画面清新感人

1300: 绝为啥没法给角色加经验  一直放在背包里可以解释一下吗

1301: 加经验的绝怎么在背包没法用啊

1302: 好玩。还可以提升等级获vip还不坑

1303: 支持正版！！！

1304: 很好玩，就是没有人物音效

1305: 佷好的游戏

1306: 强化时有绝也强化不了是怎么回事？bug?

1307: 操他妈的，臭屁游戏。老是闪退。推荐千万别下

1308: 无聊的游戏... 至少弄个配音也好

1309: 新游戏存在问题很多，像我的问题是进不去啊，搞什么，手机配置差？那就别让我下啊，坑流量？希望问题尽快解决，388那么礼包是什么？

1310: 糟蹋我心目中的火影

1311: 超垃圾，用WiFi玩都是掉，玩其他网游没事，

1312: 太卡了

1313: 游戏不稳定，存在很多问题，打到的装备悄悄地就没了

1314: 破玩意，都进不去。。。

1315: 什么烂游戏嘛，无线网不能进。无语了。太烂了

1316: 进都进不去

1317: 很好

1318: 垃圾中的垃圾一星我都不想给

1319: 什么玩意啊，礼包根本不能用

1320: 应该是忍者百分百第二部  我的忍者百分百72区第二  可是游戏没了  刚觉这个不错

1321: 什么玩意啊，礼包怎么领不了

1322: 什么时候开三区

1323: 不知道你们玩没玩过一个游戏叫'忍者百分百

1324: 除了火影主题吸人眼球，玩法，内容和大多数卡牌相同。没啥可玩性

1325: 什么破游戏啊！！！无线网跟本进不去…………

1326: 不能领礼包，不能充值，纯属个半成品，干啥呢？

1327: 诚实人说诚实话，垃圾游戏，都进不去，失望

1328: 礼包不能兑换

1329: 名字都没法自己改，这能玩？

1330: 垃圾一个，鉴定完毕！

1331: 游戏里的等级礼包送的经验卡全部不能用。坑人吧，？求解决

1332: 为什么等级奖励的经验卡用不了。有那么肯吗？快点解决吧

1333: 为什么我礼包用不了

1334: 为什么我礼包用不了?

1335: 什么年代了？还出这么垃圾的卡牌游戏，简直浪费表情，糟蹋火影，

1336: 还是怀念忍者百分百~

1337: 快点把礼包兑换开启啊，SB

1338: 你大爷的教程第二关完了就闪退

1339: 以前的火影2区怎么没有了

1340: 真是艹了，尼玛的，夺宝绿色宝物而已，一百多精力一个完整宝物都抢不到，只有被别人抢了，才能抢到，真尼玛的垃圾，跟你爹忍者百分百差远了，果断卸载

1341: 跟以前玩过的 忍着百分百 如出一辙，毫无新意，竖版卡牌实在无语。玩了一会就卸了，有点失望。

1342: 忍者百分百一模一样了游戏

1343: 骗人的，礼包用不了

1344: 爱玩游戏的也同样爱玩我名字提到的，刺激！

1345: 用找乐去领能用的吧

1346: 礼包无法用，半成品就拿出来卖，毫无创意，欺骗用户

1347: 这么多刷好评的，我也是醉了

1348: (⊙o⊙)(⊙o⊙)哇，这游戏真不错运行流畅画面独特，玩着超爽，那些差评的都是傻叉啊

1349: 我去   卡爆了   一玩就掉线

1350: 来来来你们自己查 所有给了好评的 都好评了斗鱼tv 有缘网 投资理财网那几个b玩意 你们这么做对得起良心吗 这特么就是款翻新的渣游戏！

1351: 半成品就拿出来卖，毫无创意，垃圾

1352: 垃圾中的拖拉机，麻痹的，卡牌游戏来的。点草你个傻逼

1353: 烂透了

1354: 礼包根本用不了的。都是骗人的。

1355: 20兆宽带，玩这个游戏，尽然玩不起来，你逗我呐！！！果断差评

1356: 又是款翻皮的竖版卡牌……一堆的拖……

1357: 这游戏毫无新意

1358: 各位玩家请不要为了一点利益就刷好评可以么？说句良心话，这游戏真的不怎么样，技能特效跟画面都很次，比不上以前的忍百，而且刚开服，现在服务器也不稳定，夺宝几率更是低得可怕，有很大的提升空间

1359: 我觉得这个游戏很多人都想玩的吧

1360: 虽然火影结束了，但它的回忆游戏还是在这的

1361: 刚进游戏为什么一直在读取，没反应了啊

1362: 国内第一款正版授权的“火影”手游终于来了

1363: 火爆大热，玩家多多，好评如潮

1364: 如此重量级的制作实力，这款游戏绝不含糊。

1365: 相信初老的一代人，对火影十分熟悉哇

1366: 请问苹果的用户可以下载的吗

1367: 我看到很多的火影迷都在玩这样的手游的呢

1368: 身边火影迷也比比皆是大家都玩了

1369: 这款火影手游采取了中日合作的模式的

1370: 游戏中引入多种忍者角色。虽然是一款常见的卡牌类型手游

1371: 火影授权手游，好像还不错！

1372: 这个游戏我反正很喜欢的呢

1373: 为题材卡牌类手游巨作不错哈

1374: 选一款火影的游戏，重温经典瞬间

1375: 火影陪着我们一起挥洒青春。结局并不等于结束

1376: 找一款好玩的火影手游，在去怀念下

1377: 目前只有玩玩的说，但是真心好玩

1378: 希望花钱的地方能少点！！！！！！！！！！！！！！！！

1379: 可以说是玩过这么多火影题材手游里最好

1380: 挺好玩的，画面也很精致，喜欢

1381: 你们都看看咯，火影的背景确实是不错

1382: 一个手游好像有那么点好玩了

1383: 回归结果还是感觉挺好玩的..有同好可以加个好友给我个大腿抱抱

1384: 很久没遇到这么好玩的手游了

1385: 手游挺好玩的！你们也来玩吧

1386: 好不好玩现在还不好说，看起来倒是蛮好

1387: 手游还蛮好玩的，大家都去试试吧

1388: 火影忍者是我们这代人的集体回忆哈

1389: 这个手游原来是火影的背景的哈

1390: 有没有一起玩的～我带你啊

1391: 好玩的手游来推荐个啊

1392: 大家有什么好玩的手游可以介绍的吗？

1393: 为大家推荐最好玩最有趣的手机游戏

1394: 非常好玩，快来试试

1395: 这么刷评论真的有用？

1396: 火影迷一定不会错过这么好的东西的

1397: 原来是火影忍者作为蓝图的游戏呀

1398: 是不是今年新出的手游的啦，期待的

1399: 这是开发团队带给玩家最好玩的手游。

1400: 酣畅淋漓的打斗动作给你好看的

1401: 最high游戏玩法，打造出史上最好玩忍者手游

1402: 礼包领不了，提示服务器为开启校验

1403: 我看到有鸣人的角色啦，不错哦

1404: 作为火影迷不玩这样游戏就亏了

1405: 手游什么才是最好玩的当然是这样火影的

1406: 哇哦，这么好玩的手游

1407: 介绍一个你们都在玩的网游？我也想玩！

1408: 剧情模式，快和好伙伴一起战斗拯救世界~

1409: 天天乱斗！好玩到停不下来的

1410: 出品必属精品啊！！你们快来看啊啊

1411: 还有手游也很好玩啊！！快点来入教！！

1412: 是一款经典的动作游戏手游我还是比较喜欢的

1413: 小忍者的训练，成为一个真正的忍者大师。

1414: 想开发大脑，还是得好好玩儿游戏

1415: 玩家要做的就是扮演一名忍者，遵循忍者大师的教诲

1416: 一款火影游戏，面向国内的火影迷发布国服版，各位火影迷们可以一试~

1417: 希望尽快玩到中手游的正版忍者大师

1418: 我也想玩鸣人这样的角色的哇

1419: 你们都玩了这个手游吗？我觉得体验是不错的

1420: 我觉得这游戏确实是比较好玩的呢。

1421: 还能与不在线的玩家交战，不错

1422: 发现里面总有不一样的惊喜

1423: 每次战斗胜利以后都有额外的奖励，更加耐玩了

1424: 果然停不下来的节奏啊，哈哈

1425: 喜欢火影的小伙伴们不要错过啊

1426: 正好无聊呢，打算下载来玩一下

1427: 副本的难度还能够选择呢，真的是比较贴心

1428: 系统简洁，这也是我喜欢的原因

1429: 谁说之后男生喜欢玩手游，我是女生照相喜欢玩

1430: 不好玩，跟其他卡牌游戏一样，没特色

1431: 貌似很多美女也有玩这款游戏呢

1432: 哈哈，玩的太过瘾了，大家一起来试试吧

1433: 里面还有很多副本啊，场面也都很好

1434: 真的太有创意了，简直停不下来

1435: 很好上手啊，跟同学玩的不亦乐乎啊

1436: 呵呵，不错，操作起来很简洁

1437: 这么热的天，玩什么火之意志，这不让人作死吗？！

1438: 这是我玩手游里面最好玩的游戏了

1439: 一看就是比较牛掰的团队呢

1440: 游戏做的真的挺好的，画面很精良

1441: 我现在用的就是鸣人哦

1442: 看我朋友都在玩呢，我也试试

1443: 一直都爱这部动漫，这次有了游戏更好了

1444: 非常喜欢这款游戏里面的人物设定啊

1445: 跟里面的小伙伴们一起聊天，太有意思了

1446: 朋友间还能赠送精力，非常贴心哦

1447: 在火影游戏里面一起畅游吧

1448: 在游戏里面已经认识了很多朋友呢

1449: 之前看朋友玩，我也忍不住下载了哈

1450: 里面还有什么人物啊，谁能告诉我一下呢

1451: 很多属性都非常的棒哦

1452: 慢慢升级吧，大家不要着急

1453: 大家现在都有几张卡了啊

1454: 游戏的内容还要好好的探究一下

1455: 还有很多要好好研究的，我先去玩游戏去了

1456: 里面的内容很丰富，很耐玩的说

1457: 卡牌的功能还是很强悍的嘛

1458: 看来确实应该下载一下了

1459: 好游戏就要大力的推广一下嘛

1460: 正好想要加入家族呢，有没有收我的啊，嘿嘿

1461: 有什么不明白的大家可以来问我嘛

1462: 现在玩的我是热血沸腾的说

1463: 每次胜利之后真的好兴奋的说

1464: 有时候还有中毒米还有灼烧，很丰富呢

1465: 角色释放怒气技能的时候，真的太帅了

