1: 人有人的玩法，狗有狗的玩法。狗玩游戏就是让富豪遛的。不想被遛狗就不要玩
687: 对于登录排队的问题换个靠后的区一下子就可以成功，无需排队

688: 勿选人之类的角色，他们的技能太差根本没啥用。建议选鬼或仙

689: 卡的跟狗一样，内容也不过如此，不知道好玩在哪里

690: 登陆还要排队。我已经从早上排到现在了

691: 很好玩！！！首先表示不是拖！！！针对闪退的玩家，我表示也有这个情况，出现这个情况我是为有几点需要注意一下：1  网络卡的带不动〈我在家信号太差，老是登不上〉2   手机运行内存小的老是掉线，3  手机配置差的没法玩。。。。等等！！！

692: 我为什么老是闪退   还让不让玩游戏了

693: 米4秒退，我也是醉了

694: 今天有新区么

695: 搞什么鬼，一直排队！过一会就提示连接失败！等半小时又重新排队！

696: 大话玩了好多年，任务除了灵兽丹好像没有别的东西，好失望

697: 其实我更喜欢梦幻西游

698: 游戏有人才有意思，跟别的游戏比起来能让我感觉是在玩网游。就是有点卡，希望服务器越来越好，活动越来越丰富。还有这是手游不要跟电脑上的比。

699: 一生有你什么时候开的，求大家告知

700: 您好，请问下什么时间有新区。

701: 能再卡点吗，圈钱的游戏，服务器渣成狗，操，还我冲的钱

702: 除了画面好看，没任何特点。

703: 其实真的不是特别好玩  人物也少

704: 一直提醒排队进不去

705: 我宁愿不出…排队什么鬼？玩了5年大话的我很失望

706: 和梦幻西游差不多

707: 我不是大话老玩家，游戏里有些地方没有什么说明，我都不知道是怎么回事，还要一点点摸索，也许那个问题在老玩家眼里只是个常识，这点希望改进，四星吧

708: 坑钱又花时间

709: 加帮派好几天了，都没帮派愿意加的！连帮派任务都做不了，网易…你说该如何解决？

710: 严重的职业不平衡，仙很弱！三个技能都一样没特点没杀伤力

711: 地图不太富裕啊。宠物也少  但是好玩。还可以

712: 我就想问活动能不能多点？每天就那么几件事，做完就没事做了。

713: 还不错，慢慢地更新出了一些副本。

714: 高逼格的游戏啊登录还要排队

715: WQNMLGB,登录还要排队，首次见过的奇葩游戏。给好评的肯定是托！请无视我给的这一颗星！

716: 首先表示不是拖，满怀期待的进入游戏，发现游戏真的没什么新意，除了把人物技能重新设定了下，场景和任务和梦幻都差不多，最无语的是人族辅助职业连个攻击技能都没有，所有职业就那么3个技能，很多npc和怪物造型都一样，换个名字儿子，总之太失望了。

717: 还想找款游戏打发时间，结果下载玩了注册好了上午玩了一下睡着了，今晚睡不着想起了它，结果还要排队登录，排了一个钟的队还没进去，大伙们说说还继续玩吗？

718: 跟梦幻西游差不多，法师蓝用二个群技能就没有了，都50多级了，身上还是1级的装备跟系统送的宠物，没意思，玩不下去了，果断卸载

719: 全世界最卡的游戏

720: 有角色上不去要排队刚建的小号就进去了咋回事

721: 这卡牌游戏过时了，不好玩了
，利用游戏名字博人眼球的公司，日子长不了！！！败坏《大话西游》的名声！！！进游戏看一眼立马卸载！！

722: 很好，比起大笑江湖好多了，不对，就算没有那个烂游戏，大话西游也很棒，(≧▽≦)/赞，给个五星

723: 我去啊怎么老是闪退，我就没见过基本上1分钟一次啊，让人怎么玩啊::>_<::

724: 哪里好玩了  ？？

725: 登录也要排队，，醉了

726: 很差，一塌糊涂

727: 跟电脑的差太远了。这尼玛根本就是人民币玩家的游戏。挣银子难死。花银子不花都不行。垃圾

728: 客服姐姐！！为什么我一进游戏网速这么慢？我的是4G！而且每次玩大话4G网络很不稳定又成2G，不要跟我说我所处的环境问题！我可是打过移动客服问过，并没有什么问题，我是试过才说出来的！我试了其他游戏，4G网络稳定，很明显的我又打开大话，一会2G，一会4G！！

729: 垃圾游戏，进都进不去

730: 一直闪退 玩得闹心  求解决

731: 我玩任何游戏斗没卡过，不知道为什么那么卡，网络也绝对没问题，一点大话的感觉没找到，还这么卡。。

732: 什么东东，怎么登陆不上

733: 挺好的m2都不闪退

734: 就一傻逼游戏！

735: 你妹的，老子什么时候用辅助了，往里面投钱不说了，还不让我上了

736: 不好玩，进不去

737: 不错，很好玩

738: 垃圾，一点新意也没有。。。有一点可玩性吗？ 坑爹又骗钱

739: 不是说今天开新区了吗？

740: 激活码怎么找

741: 好就看好你的游戏，给你充1000万亿，立马让你成为地府第一游戏公司！！！

742: 很好玩，赞一个

743: 请问什么时候开新区？还行，希望优惠多些，不要太花钱。

744: 怎么登陆不上了

745: 什么破服务器，闪退，还卡的要死，一个区的人都卡，垃圾！

746: 我的下载不了 怎么回事？

747: #大话西游#好游戏。

748: 大家去官服玩吧，360这里面的服务器和官服的不一样，官服发的福利360领不到，360和官服的服务器都不一样。还没福利。玩毛线

749: 今天怎么又进不去啦？

750: 有木有妹纸玩吗？哪个区妹纸多

751: 不好玩

752: 拓展包下载不了，为什么？？

753: #大话西游#画面很好，自动寻路，玩的不费劲。

754: 海纳百川服务器怎么没了！吭啊

755: 什么垃圾游戏
还封号说违规，正常游戏怎么违规了？？？不给说明。不给解释。
不玩也好省钱了

756: 什么东西啊，刚开始进一次，往后都卡13，回主屏，再回游戏就黑屏，坑爹么，，，，，没法玩，闪退！闪退！

757: 扩展包总是提示网络异常，我用的是wifi，这是为什么

758: 狗游戏，不想说什么？0星

759: 为什么安装不了啊啊啊啊啊啊啊啊啊啊啊啊啊

760: 闪退啊！！！！两天了，今天晚上开始闪退！！！

761: 现在游戏刚刚出来  喷子也不想想  那个游戏不是经过一段时间才慢慢完善的  难道你一出生就会跑？别逗了

762: 为什么我从晚上11点抓鬼到早上8点多都没事  而且还不是用wifi   完美运行  那些一推问题的  是不是拖啊   我用的Mi4

763: 玩一玩提示我违规，封号3个小时为什么

764: 要求显示对方血量得，我只能呵呵了，不过暗雷遇怪这事确实挺郁闷，希望可以开放个人交易，

765: 你TNND老是进不去不知道人怎么那么多还要排队

766: mate7玩的我一卡一卡，果断差评，一星都嫌多

767: 还是跑不完的地图,烧不完的钱

768: 差评代表你根本就不会玩！~

769: 和问道一样给力喜欢回合制游戏的玩家可以试试

770: 游戏感觉卡了，不是手机问题！希望工程师可以优化

771: 这游戏我也是醉了，真心不符合我的胃口，在战斗的时候，能在呆萌一点吗

772: 说好的代金券呢？提前约的不给代金券

773: 能出运镖跑商吗？？？？？？？？

774: 还行

775: (๑•ั็ω•็ั๑)可能不是太喜欢这种游戏

776: 召唤兽交易技能太苛刻了，天资狗就完了，还要求什么技能要高级技能，还要开多个技能栏，本身就是系统做主交易，也不让咱俩自己交易，夺得玩家游戏自主权！

777: 360浮窗在哪里

778: 一般

779: 开服时间在哪看，下一个服几点啊大神们

780: 都说闪退，为毛昨天我玩了六小时，中间多次登陆也没遇到，游戏也不算卡，以前的大话没影了，无聊时候打发一下时间也是可以的

781: 我就想知道360浮窗在哪，那代金卷怎么用

782: 一登上去然后玩个几时分钟就退出来了

783: 请问和梦幻西游有区别吗

784: 客服阿姨，为什么拓展包总显示网络异常

785: 说游戏垃圾的，我就笑了，大话是中国原创写实回合制网游的巅峰制作，历史同时在线人数突破126W，创造中国原创网游的神话，你们在这BB游戏垃圾？？？？玩蛋去吧你们，不想玩就别他吗玩，网易没强制让你们玩吧！！艹！没经历过大话2最辉煌时刻的人，就是这么肤浅的评论一款游戏！！这是中国国产游戏！！妈个逼的

786: 我的评论怎么看啊

787: 进不去了怎么回事早上还能玩来着

788: 说卡屏，闪退的都是手机问题，我两个手机试过，就他吗别BB了，还有那些抱怨游戏这怎么不好，那怎么不好的，我只想说一句，玩蛋去吧你！！你们他吗以为这是在玩那些脑残卡牌游戏呢？还有就是，这游戏就是拼个几率，我相信大话老玩家都明白的！

789: 一个账号只能有用2次礼包，换区就不能用了，真恶心

790: 谁来给我解释一下免流量安装是怎么回事

791: 喜欢这类型手游的都来玩神武2吧，超级好玩不卡，本人98级盘丝妹妹，呼风唤雨服务器等你们来战！！！！

792: 什么时候开新区

793: 客服！一定要改改杀星的问题！两天了一个也没杀到！时间短点！多出点！不然会有很多玩家！都玩不下去的

794: 杀星太难啦！任务做完！就没事干了！杀一天也杀不到一个星！希望能改改！希望越来越好

795: 还没玩但是客服会回答的还是第一次见

796: 用无线网可以进，为什么用手机4G网就进不去，

797: 还是玩官方区吧

798: 喷子们别喷了，大神F2手机完美运行，没有你们说的闪退，手机不好别说好吗，你们的手机连1099的都比不了，扔了吧

799: 糟蹋经典，玩法太少了

800: 说有什么福利号，不过是百度下载的，有这一说吗？是不是骗子啊？

801: 早上把活动做完了，下午没事干了，打怪不给经验和奖励。还让人玩吗

802: 为啥老是卡屏。打怪有声音，画面却不动！一抖一抖的。。而且我用了五小时把活动做完了，没事了，打怪也不给经验和东西。叫我干嘛去啊？？？？

803: 垃圾❗绝对的垃圾❗都别下载了❗你会后悔的❗

804: 是不是过段时间公测还是什么的又得重新玩？

805: 希望越大，失望也越大。就这样

806: 又登陆不上去

807: 为什么老是安装失败？？？

808: 看到好多差评我就放心了，游戏卡的半死，玩个蛋。。垃圾服务器以前玩梦幻都没卡过，这游戏卡出翔，还有一个手游你让人排几个小时的队，这游戏就是梦幻西游人气过了坑玩一波换个马甲改个名继续坑，我对这游戏只能呵呵，秒删。

809: 界面太酷了尤其是开始的时候

810: 老是闪退，完全影响心情，一星都不想给

811: 为什么下载好了安装老师失败？

812: 为什么我下载好安装失败呢，都安装20次了。

813: 耗电。其他挺好的

814: 垃圾游戏脑残制作人杀星就是个傻逼想法杀一星才给杀2星3星尼玛我要是杀不到一星永远不给杀星你不会1星30到40级的玩家杀2星50到60级的杀就这样循环老子都70级了还没杀过星你怕仙器泛滥你不会把星弄多点爆率弄低点煞笔

815: 靠为什么老闪退

816: 第二章没语音乐吗？

817: 怎么老是 闪退呀

818: 不能屏蔽其他玩家。耗流量又耗电，太烂了这游戏，估计手机带不起太烧手机了。

819: 怎么总是闪退，垃圾

820: 总会觉得缺星爷的一张电影票！你们觉得了？

821: 怎么又进不去了，我算服了。

822: 经典你奶奶个腿啊，一点不好玩，没新颖的玩法，超无聊，骗玩家钱都不会骗。好玩自然冲谁差那几百块钱。0星不能再多了

823: 大话西游可以用找乐领礼包

824: 每个区都那么卡，怎么玩啊

825: 怎么安装不了啊！什么垃圾玩意啊

826: 我擦跟我开玩笑呢吧！只能用无线网玩！用流量的时候就是网络连接异常！尼玛什么玩意啊

827: ，感觉还不错，支持经典游戏，

828: 垃圾服务器，卡得要死！趁早关了吧！狗东西

829: 太垃圾，果断卸载，战斗慢死了，

830: 今天几点有新区

831: 我为什么进都进不去啊

832: 啥破游戏，老是闪退，卸了

833: 还行，挺好玩的

834: 卡到爆，几分钟就卡死了

835: 垃圾

836: 怎么一直闪退啊，这还怎么玩

837: 垃圾服务器！趁早关了吧！

838: 这怎么像梦幻复制版

839: 大话西游2是我以前玩过最久的游戏，可是这手游才玩到二十几级就让我睡着了，然后就删游戏了。

840: 为什么流量上不去？

841: 为什么下载了安装不上去，客服，能给个解释吗？

842: 没有出鬼族时的大话那才叫经典！

843: 秒卸

844: 坑人啊

845: 有种情怀我们都懂，有种游戏我们都等……

846: 画质不错

847: 经典游戏，值得称道，快快加入…

848: 太卡了

849: 怎么进不去了  进去提示网络连接失败请重新连接  点了就黑屏了  刚开始还能玩来

850: 经典游戏，画面唯美，音质美美！我同学说游戏还是大话经典！必须五星！

851: 闪。老是闪退。。气人

852: 没玩出跟大话西游有什么关系，晕死。。。标题党。。。。。

853: 草什么几把游戏连安装都不能

854: 安装不上浪费时间浪费感情浪费流量

855: 老是连接不上

856: 玩了一下午。现在51级。。游戏一般。。看不到敌方的血量。。还有就是卡得蛋疼。。经典就是这么被糟蹋的

857: 我以为是02年那时的大话，结果不是，没有意思，现在就是土豪天下，如果你是业余玩家，请放弃，任务做得你想吐，都想追求快时代，神的时代

858: 又卡又不好玩，还不如梦幻西游

859: 我刚下载完的怎么没有红颜知己这个区呀

860: 最好是可以屏蔽其他玩家

861: 太卡

862: 为什么我的安装不了

863: 和梦幻有什么区别？聊天系统垃圾。操作不方便。果断卸载不玩了。

864: 8元代金券怎么用啊

865: 鬼怎么加点

866: 希望在战斗中能显示敌方血量

867: 闪退,闪退,还是闪退,怎么搞的还让不让玩了啊!

868: 根本就进不去什么破游戏一星都嫌多

869: 手机好，一点也不卡，就是游戏无聊，没有激情

870: 为什么？提示？连接服务器失败？怎么回事？我的是无线啊？

871: 为什么！提示  连接服务器失败？

872: 什么时间段开新服？下一个新服什么时候开

873: 玩了8个小时，57级，退了，好花时间玩，游戏不错，截图留回忆，
     ←_←

874: 手机不行的人别说

875: 游戏不错，但实在太卡，卡的让人崩溃

876: 玩了算是任务没意思～每日任务绝对是重早到玩没休息时间，太累了玩这游戏

877: 女鬼怎么加点啊

878: 老闪退，玩你吗，吗逼

879: 尼玛卡个半死，玩个蛋。我玩了那么多游戏都没卡过，尼玛玩你个回合制的都能卡成这样。

880: 老是闪退，啥意思，一分钟一闪退，毛线啊！

881: 怎么进不去

882: 挺不错的一款游戏，值得推荐

883: 尼玛，你这是玩人啊？要够三十元才可以用的代金卷…而且过了今晚就用不了。卧槽

884: 找不到以前大话的影子，超垃圾的游戏，一点也不好玩

885: 我都53了

886: 代金券领不了，，，艹

887: 总算等到安卓版的了

888: 都是人来疯！等几天就洗白的节奏！

889: 闪退，过到剧情三就闪退搞什么？

890: 卡死 进去基本动不了 老是闪退 悲哀 白期待这么久

891: 敢出魔兽世界手游么？

892: 不是有什么8元代金卷么？怎么现在没有这个页面了？

893: 没意思

894: 没有礼包？

895: 玩着还可以，玩了一下午35了。

896: 老是闪退啊怎么回事

897: 大话西游出手游，藏宝阁会被挤破。

898: 哪有代金卷？

899: 我直接进去了，没有排队，刚选好宠物，秒退了，你好再见

900: 进不去啊！我怎么连排队都不显示

901: 怎么还进不去

902: 激活码在你激活

903: 老闪退，求解释

904: 我去。。。进不去

905: 为什么我还没进去手机就卡死了！是我手机问题么。。。

906: 怎么可以领首充礼包

907: 都说欠大话（星爷）一张门票，同意的举手！！！！！！

908: 没玩出来什意思，卡的要死

909: 看到那么多人说垃圾，我还不相信非下来玩玩，看着乱斗西游那么好玩，才想着这个也不错，结婚下完了安上就是近不去，别说什么开了8个服务器，你哪个也进不去啊。真失败

910: 这是大话？除了剧情整个一梦幻翻版

911: 进去了，挺好玩的，也不用排队啊。就是不知道女仙怎么加点？

912: 卡死了快，是手机的事，还是服务器的事？给4星吧，

913: 说话好的首充了 去那了

914: 礼包哪去了，激活码领完了，还没等兑换，礼包没了，，，，，我们能不能一起玩耍了？

915: 礼包呢？

916: 游戏礼包都到哪去了？

917: 妥妥的卸载，一分钟一卡，两分钟一掉，受不了

918: 不要下，垃圾游戏，坑钱游戏，谁下谁后悔，如果你是土豪就下吧

919: 真尼玛逼的打发时间的好东西，排队了2个半小时真长，不过游戏很不错，值得等，反正时间多手机在放歌听30首就好了。

920: 客服你说什么小信封里面什么都没有？承诺的送首充哪里去了？这是一个基本的信誉问题！！！

921: 说好的代金券呢，艹。老子等了一个多星期了

922: 我去，老子领了五六天的首充怎么就找不到…

923: 说好的代金卷竟然没有，也没在360钱包，实在不能忍，这不是骗人吗？严重欺骗，太过分了！！！

924: 这预约首充骗人的？不是说17号手机短信发的？

925: 求鬼加点

926: 那个服是新开的，

927: 为什么总闪退出来？

928: 上去黑屏，2分钟自动重启怎回事？？？？

929: 马上就要进去啦。好期待。

930: 谁能告诉我，这游戏除了剧情其他的和梦幻西游有什么不同？

931: 尼玛卖老B的 这种游戏都能玩屎都能吃  白白让老子等了一个小时 垃圾 麻痹的

932: 早上到现在就只给我选人物然而没进过去一次第一次进游戏进的这么心淡

933: 下课午休打算玩玩，你告诉我等2小时。那我还能不能上课了。

934: 也太火爆了吧

935: 心已淡。该卸了

936: 进那个都排队。。。

937: 怎么和梦幻西游差不多啊？

938: 关注那个不是给带金卷吗？怎么领的是游戏礼包啊？而且还不知道在哪兑换。

939: 什么情况

940: 我三星的手机，老是一大半都是黑屏，点都点不进去，梦幻西游也是，网易的游戏太坑了。

941: 同是网易游戏，梦幻从测试到公测，服务器不知道好过大话(吹牛b2)多少，那时候梦幻也要排队，人家排队一下子就ok了，(吹牛b2)排队排n久，想不通了，同个公司出的游戏，服务器应该都不会差多少，这次怎么就那么大的反差？？网易和各平台应该检讨一下，技术员对服务器的乘载能力应该再评估一下，这次的不删档开放测试有点败笔了！

942: 新服怎么又没了，擦，

943: 哪有新开的服务器

944: 根本看不到新服是什么鬼啊重装了几次还是4个服务器。真是无语了

945: 凤舞九天，这个服，一会有，一会没有，什么意思

946: 闪退，3G的运行内存，不知道是什么鬼！

947: 根本进不去呀，排队要五个小时搞什么

948: 受不了   一共四个区每个都排队几小时  真有这么火？   玩都玩不了还火爆？

949: 官方排队可能快一些，一个小时。。。

950: 排队这么久，谁还会去玩？

951: 怎么领之前的首冲

952: 安卓版的和ios的服务器不一样吗？安卓版为什么没有ios的服务器！

953: 排队？在学腾讯？去尼玛的！玩个锤子玩！

954: 卧槽，啥垃圾游戏啊，还没玩呢，就爆满了，这不是操蛋么，今天开服，满心来玩了，谁知道打开没一点反应，操什么垃圾，差评，超级差评。

955: 需排队四小时……╮(╯▽╰)╭

956: 游戏火爆，火爆个几把，满打满算有多少人，连刚开服都这样，排队5个小时，以后知道的人多了，排到啥时候，饥饿营销日你满比

957: 排队，竟然要3个小时，醉了醉了

958: 卧槽，登不上去，差评

959: 验证出错，什么情况。出来说一下

960: 黑屏都不行，手机得一直亮着，也不能看其它的，不然过一会就断开要重新连接了。。怎么搞

961: 代金劵哪？？为什么没有。小信封里也没有。。签到好几天哪。。

962: 什么时候能玩，给个答复

963: 进不去啊！

964: MD,排了2个小时的队都进不去，这是什么游戏啦

965: 玩起来好卡啊，究竟能解决吗？

966: 代金卷激活码的网页呢！我天天签到还没有领呢。求答复

967: 等了半个钟才显示开服，然后排队，几千人要4个多小时，吃个饭等了半个小时，他奶奶的切去看看微信不到20秒切回游戏要我重连然后连不回又要我重新排4个小时！！！！玩个游戏还让我空着手机4个小时等你？？等你JB

968: 郁闷了，玩个游戏要排3个小时的队伍，还让不让人玩了呀

969: ………要排队～

970: 排队一千三。得等俩小时。慢心等待吧。

971: 我去，排队要两个小时！

972: 手游还要排队两三个小时？这期间还不能干别的，要不然就得重新排队，这样的服务器太坑了吧！

973: 进不去，什么情况

974: 排队能排到1800后去，我艹，尼玛的买香蕉6呢

975: 游戏登进去后，玩起来好卡啊，那个人物走路都不会动？为什么？

976: 哈哈，，排队要等四个小时，能不能别这么逗，

977: 期待了好几天结果  太失望了

978: 一个服务器就能容纳100个玩家在线吧这是？

979: 又是要排队，手游也给我搞这个？排1000多名，预计2小时后轮到我，断个网啥的得重新排，怎么玩？

980: 都等了他妈的一个小时了，能不能行了还？没那么技术就别来服务器

981: 我进去了

982: 让我排五个小时，尼妈

983: 才第一炮就是个亚蛋，网易你是再逗我们吗？送点杂货就补偿了？认真点行吗？

984: 垃圾服务器要等3小时？醉了，玩鸟？

985: 尼马，，，，玩个几把手游要我排五个多小时的队，，去年买个表，，。。

986: 搞毛，闹眼子，忽悠人

987: 我只想说～你大爷的！排毛队咋！

988: 真火爆，一直一千多开外，果断卸了

989: 网易不行啊，等了那么久，到说好11点公测，现在几点了？看来要换管理人了

990: 我进了等了1分钟

991: 进不去不多开几个区排队都2000多怎么玩

992: 太火爆了。这得什么时候拍进去

993: 现在等五个小时排队，逗我呢？客服，真的佩服你们

994: 排队。。。永远不动的进度条，马上增开新区不行么

995: 我擦，还要排队？三千多名呢，能不能行了？

996: 太扯了( •ิ_• ิ)

997: 手游排队是什么鬼，玩个手游你要我排队5个小时？

998: 刚开服就爆…排队3000+ 大把的托儿吗？

999: 怎么没人吐槽了，难道你们都进去了？

1000: 代金卷怎么用啊

1001: 玩个游戏要老子排队2个多小时。疯了吗

1002: 我有点烦的节奏

1003: 第一次遇见下个游戏不能玩，排队都4个小时，谁等谁傻  逼啊。扯淡玩意儿。

1004: 客服呢，出来给个说法，为毛还要我等三个多小时才轮的到我进游戏

1005: 排队要4个多小时这是做死的节奏？

1006: 头一个小时进不去，现在能排队，排6个多小时，玩个毛

1007: 刚发完去看，我重新连接了，现在排5小时多点，你们慢慢玩。

1008: 要排五个多小时的队，呵呵呵呵哒

1009: 妈的排个对要2个半小时搞毛啊

1010: 日了狗了，要排队三个小时才能进去

1011: 尼玛，进都进不了，前期还就别叫人预约撒，坑游戏

1012: 一直排队，人多，多弄几个服务器不行么？

1013: 亲爱的们，我进入到排队界面了，2806排队2小时10分钟。威震八方 
月夜听风雨

1014: 搞个毛线，又等了一个小时还是进不去，他娘的！

1015: 超赞终于进去了，你们也要加油啊

1016: 咋又进不去

1017: 我也最近   1小时51分    这游戏真火啊！

1018: 排队四个多小时，我都可以下班回家了

1019: 排队3000，预估时间4小时，擦你大爷

1020: 哎，进不去啊，这都12点了

1021: 排队中，3小时30分能进

1022: 什么时候可以上，给老子一个准确时间，别TMD把你呢复制粘贴的官方话来糊弄我，艹了，

1023: 没进去，昨天还能就去看看的今天花了一G流量没进去，下了几遍

1024: 可以玩了

1025: 排队。排的心好累。。。。。。。。。。。。。。

1026: 为什么安装不了

1027: 这j8游戏是搞点击虑的么？草！mmp没搞好就别打广告！哈p小编！你妈逼的脑残？还是你妈脑子进水乐！真的是找骂！

1028: 能进了，不过要排2个半小时才能进先去充电吧............

1029: 尼玛啊，太伤心了，期待那么久的游戏第一天公测就这样，进不去不说了，好不容易进去了还要排队，2个多小时，你排你妹啊，360没这么垃圾过吧

1030: 去你大爷的，坑货

1031: 多久能进入？给个时间好不好～别在这里空口说白话～让玩家在这里盲目的等待～给一个时间行不行

1032: 心塞，等待是痛苦的

1033: 就这客服回答问题都是敷衍我们，就复制和粘贴了，把我们就打发了

1034: 登陆不上怎么回事？

1035: 真是的

1036: 大话西游简直就是说大话，进了一个钟进不去。我也是醉了！

1037: 终于有排队提示了！！希望别掉线

1038: 谁和我一起打12315举报这个公司，欺诈消费者。说好的11点开服现在确开不了，充钱的时候倒是喜欢多多益善，举报强烈举报。

1039: 后续工作都没做好，出个毛线游戏。想赚钱想疯了吧。对玩家这么不负责任，我想以后这游戏也不咋滴。果断卸载

1040: 安装不了，你妹

1041: 什么时候开服啊

1042: 尼玛 进不去啊

1043: 你们公司的每个游戏都这样！不要不承认！

1044: 吃烤鱼去了，

1045: 瞎搞 都进不去 大家散了吧 不弄好就特妈宣传 玩你妹啊

1046: 擦了，排队一个多小时

1047: 根本就进不去

1048: 尼玛，做好了再出行不，进不去玩毛丫，满怀期待的下了却玩不了

1049: 什么时候能玩啊破游戏

1050: 几点能进去啊！说说

1051: 11.50分。。。。。

1052: 评论比游戏好看，坐看评论

1053: 360的东西就是有意思妈蛋昨天显示老子签到五天今天成一天了你们在耍我们这些玩家吗

1054: 大家说两句都禁了

1055: 卸载!  浪费时间

1056: 怎么快一个小时了还登不了？？？什么情况

1057: 进不去一个小时了

1058: 什么时候能玩了。回复提醒一下我好吗？谢谢！

1059: 一个小时呀，还进不去，怎么回事

1060: 就是尼马进不去啊

1061: 无语O__O"…给点力行不

1062: 哈哈，都进不去

1063: 预约定毛用

1064: 天天打广告。打完也不让进 ，几个意思。预约有个鸟用

1065: 能给个时间不！！傻傻的等很不好玩！！

1066: 代金券领了不见了，现在游戏也进不去，

1067: 垃圾

1068: 进不去啊？

1069: 次奥，垃圾游戏，都进不去，玩啥子嘛

1070: 还能进去吗！怒了！！

1071: 进不去，提示验证出错，有进去的吗？

1072: 草进了这么久进不去，给个说法。

1073: 垃圾

1074: 一直处在链接服务器，就是进不去，让一个大话10几年的老玩家情何以堪(⊙o⊙)

1075: 妈的垃圾。没那个本事做尼玛的什么游戏。从来没有见过这样的

1076: 果断卸载！！！！！

1077: 进不去呀

1078: 登陆都登陆不进去  玩你妹啊！

1079: 真心不能忍。一直等到现在，我以为手机的原因，卸载了三次，下了4次。搞什么呢！到底几点。能说话算话不？对的起我们吗。。

1080: 进毛，进去

1081: 进不去 什么

1082: 玩不了

1083: 坑就是坑

1084: 妈的，进去了一下，升到2级掉线，又进不去

1085: 进不去啊！卸了

1086: 版本更新1.10-1.1.3更不上去，也进不去，怎么会事？

1087: 能不能行，游戏做好了在出，闹心，

1088: 都几十分钟了呢？？
还打算冲钱呢？
可是网络后台太棒了，不给咱机会！
果断好评！

1089: 傻逼东西代金券他妈领不了进游戏进不去玩你大爷

1090: 多久才能进去？

1091: 客服到底给个准确的时间，不要让我傻傻的一直登录上去，这样很好玩吗，喷努

1092: 干脆去搞成单机游戏算了。

1093: 进半小时了扯淡吧

1094: 为什么进不去给个说法。垃圾

1095: 妈蛋还是进不去，就不会多开几个客户端口啊

1096: 真不赖别人骂你！骂你还证明玩家给你脸呢，这脸你要不要？

1097: 360尼玛就是垃圾，别的平台能玩了，就你这不能，还有那些瞎BB骂游戏的，是脑残？

1098: 上不去，更新了，100%，然后版本还是1.10（1.13）试过很多次，浪费了流量。

1099: 什么玩意，不是说好了11点就公测了吗？这么现在一点动静都没有

1100: 我的天，特意请假冲级的，这下好了，造毛线！

1101: 尼玛我醉了居然要我排队在1个小时后进

1102: 怎么进不去

1103: 11点45了，表示我还没进去，有人进去没？

1104: 真是让人失望啊，水平太凹了吧，开区第一天就这样，对得起提前好几天预约的骨灰吗，pc平常出问题补偿就补偿了，今天第一天开区就要用补偿来息事宁人吗

1105: 进不去呢

1106: 一直进不去。。。

1107: 几点能开区？说句话

1108: 玩了这么多年手游，从来没评论过。这个真感觉不说点什么我都对不起自己了。现在网游变手游是热潮，除了端游资深玩家还有就是手游党们，发现一款游戏感兴趣时候，兴奋期待。你这半小时保守估计得打掉多少人的耐心？别的游戏都是这个点开始准备活动什么的，就没个心数么？现在说爆满，这问题那问题。预约时候多几个区又怕鬼？端游都站街等你手游，这么搞还有什么搞头。

1109: 进不去

1110: 能告诉什么时候能上么

1111: 11:43进不去。呵呵哒

1112: 根本进不去

1113: 一星  都不想给

1114: 有谁进去过吗？出来走两步

1115: 进不去

1116: 进都进不去玩个毛

1117: 烂服务器

1118: 打几天广告，吸引我们来，一进游戏全是假把式，说什么服务器有问题，爆了，都没弄好那何必开服了，我也是醉了！！！！！！

1119: 大家进去了没，我进不去啊

1120: 进不去，我草，什么情况

1121: 尼玛加开服务器啊

1122: 技术员都是吃饲料的吧

1123: 为啥连不上，无语，真垃圾

1124: 是不是游戏托先进去  在让我们进去？

1125: 我去搞什么东东.红色是什么意思.就是进不去，坑上帝呢

1126: 到底要什么时候才能进去?你可以继续敷衍我们

1127: 坐等，我看什么时候能进去

1128: 我还以为手机内存不足运行不了，一边清理，又卸载些东西，还卸载重下，还重启手机。然并卵

1129: 坑爹，饭煮好，菜做好，还没得！什么意思

1130: 进不去@_@

1131: 给个准确时间，不要让玩家一直无期限的等行不行

1132: 到底这游戏开发商怎么了？都不能进的游戏，到能进的时候人家级别不知到哪了，还怎么玩？

1133: 要等多久啊

1134: 卡出来进不去了

1135: 尼玛就是进不去

