1: 进不去，几个意思。
1113: 我手机玩着游戏开3G还是有点小卡，不过还能接受，不过这个游戏在打斗时不能跑，只能走，这点不好。

1114: 要求手机配置太高

1115: 老是闪退╮(╯_╰)╭╮(╯_╰)╭

1116: 四核一G运行内存玩这游戏一进关卡卡的不能玩，想不通到要多大的才能玩

1117: 人物太丑。搞些别的样的都比这强，就这么喜欢武侠？

1118: 卡，闪退频繁啊

1119: 笑，人物丑也就算了，要冲钱也无语了，还是无限做任务，最重要的是技能。。。。。tm还3d，还下地图包。。。草，真的一⭐也不想给

1120: 很好玩啊，画质很好，操作都好呀，估计你们手机垃圾了玩不了。

1121: 游戏进不去求解释

1122: 精力都花在画面背景的垃圾秒卸！

1123: 好，就是要很久才能进入，不会卡，不会退闪

1124: 升级慢，不花钱玩不动

1125: 知情人士出来说下，这款游戏对手机的运行内存要求多大？才能完美运行这款游戏。谢谢！

1126: 四核U  1G内存的板竟然安装不上

1127: 刚玩了一会。来评论下，比起天龙八部画面好很多，打击感比较真实，没有闪退。但是感觉花钱比较厉害。

1128: 卡   闪退

1129: 画面流畅，真实。哪些人说不好的是自己手机配置太低，建议买个好手机再玩。

1130: 老闪退？

1131: 这游戏没出来时听传言说多好多好，这不一出来我就屁颠屁颠的下载进入，然后屁颠屁颠的卸载。他吗这是神马玩意。顺便问下排行前五的这几款哪个真正好玩

1132: 人物太花了，希望改下

1133: 垃圾游戏

1134: 感觉比较垃圾，人物在里面就是个慢动作，跑动起来很不给力，技能衔接很迟缓，操作系统不敢恭维，还有就是白瞎了我一个半小时的试玩时间。

1135: 对特么闪啊

1136: 画风太差，玩过天龙八部的肯定接受不了。人物和服装也丑到没法说

1137: 垃圾游戏    鉴定完毕

1138: 垃圾游戏  做啥都要钱   游戏币又不好赚经常连做个日常任务买个道具都没钱完美你真的完美

1139: 果断卸载

1140: 除啦太极熊猫就笑傲江湖啦这两款游戏非常好玩

1141: 我双核手机512m运存有点小卡，20分钟左右闪退一次，开3G网能进去，感觉游戏还不错

1142: 不是很好使

1143: 好玩，就是服务器太卡了，玩的人多呀。

1144: 给个一般吧，没有自动吃药系统的手游没法玩 秀艹作 动作又那么延迟的 游戏画面不错有3D的效果 打怪什么技能动作看起来都不错 下副本既然有自动打怪就该有自动吃药系统 药没见到 只看到了复活币 学人家地下城你也学的有道理点么。。。自动打怪不会自动吃药 不给力 评价只给个一般吧 不如人家天龙八部呢

1145: 获得更好方法杨贵妃

1146: 545454

1147: 垃圾，一直处在更新状态，老子高通1g运行都玩不了

1148: 无限闪退…这给我闪的…真心不是水军…牛逼吹得那么好…这他妈怎么玩儿啊

1149: 呵呵，又是一个吸金游戏

1150: 有人说玩起来不卡，我不相信，不知你们用的什么手机，我换了四部手机都一样有点卡，开始用的一般化的手机卡的没法玩，后来换了S4结果一样有点卡，然后又换了5S，原来苹果版的一样卡，最后又试着换个内存大的NOTE3尼玛有些场景一样卡的不忍心玩，果断卸载再也不玩了

1151: 妈的总是闪退服了我去

1152: 连接服务器失败，更新都不行。什么坑爹玩意

1153: 好玩，画面太好了。和站桩式手游真不一样，有端游的感觉

1154: 游戏很不错，手机运行内存没2G玩不起来。

1155: 不错，不错，2G网完美运行。

1156: 充话费送的htc稍微卡点，这游戏手动操作有点难，总是打不到

1157: 千万别下联想4核1G运行内存闪退最低一个星我靠我一个都不想给

1158: 这游戏挺不错的，和原来站桩式游戏不一样。这个打算长玩一下

1159: 4G网都没法玩，我服了

1160: 手机这么好！玩疯传吧！

1161: 我不相信只有我一个人卡    服务器是被偷了还是怎么了？

1162: 老是闪退，其他还可以

1163: 差得很 卡死

1164: 喜欢无锁定类的动作游戏

1165: 超级卡

1166: 閃退

1167: vivox3t闪退，没法玩

1168: 卡死了，大家注意

1169: 哎，失望大于希望啊！

1170: 果断卸载！！！垃圾

1171: 垃圾，卡死了

1172: 根本就服务器都没有开

1173: 玩了10分钟就维护了！

1174: 麻痹，一直进不去，为毛

1175: 我想问哪些维护这逼游戏的人，完美给了你多少钱让你来这里BB？？有个逗比说900的手机完美运行，我去你妈个逼，你是不是900买了个爱疯10？我现在只想说：托逼们，去吃屎吧！

1176: 简单点评下，打起来会有点卡，如果太卡目测是玩家自己手机的问题！玩了一天，感觉最让人无力吐槽的是侠客的美工！虽然只是手游，麻烦也用点心好嘛？林平之弄的跟慕容复一样，杨莲亭竟然双手那些半人高的玫瑰……美工真心要死！除了战斗有点新意外，三星，卸载

1177: 草TMB!!!!!!!!!!无限闪退，退的我都想吐了，垃圾中的战斗机！！！！！！！！草TMB草TMB！！！！！！！草TMB！！！草TMB！！！草TMB！！！

1178: 说卡的自己手机不行，我这破机子玩的都不卡。

1179: 游戏垃圾：1、游戏前期4星紫色物品泛滥，想充钱拿4星紫色物品都是傻X，因为后面还有7星！  2、每小时在线游戏至少耗费6～20兆流量，我流量包才500兆，玩个游戏不做其他的，都得超流量。  最后说下这游戏真把玩家当豆比！

1180: 游戏垃圾：1、还是和其他垃圾手游一样坑钱，游戏前期4星紫色太多，泛滥了，想充钱拿4星紫色物品都是傻叉，因为后面还有7星！  2、每小时在线游戏至少耗费6～20兆流量，我流量包才500兆，玩个游戏不做其他的，都得超流量。  最后说下这游戏真把玩家当豆比！

1181: 你特么，在侮辱金庸

1182: 太垃圾了！垃圾到爆！！！！！！要是看了评论还要固执的下载我只能说你醉了！！！

1183: 果断删了，不能说是3d吧，画面质量看起来太低档了。没有天龙八部画面简洁，操作也复杂一些。天龙八部好玩，鉴定完毕，白期待了。

1184: 卡得要死……

1185: 太卡了。。。根本玩不了。手机不行地就不要浪费时间了。

1186: 真尼玛的卡呀！谁说给差评的是水军谁他妈死全家！垃圾！果断卸载！

1187: 不好玩的游戏，跑路和蚂蚁一样，总之这游戏垃圾。

1188: 果断卸载  不解释 自己下载玩玩试试^_^

1189: 不好玩

1190: 这个少林派的招数直接抄袭洛奇英雄传里面的战柱卡鲁的啊，闪避是利斯塔的滑步→_→能再直接点么，我说一进去那么熟悉呢⊙▽⊙

1191: 有好多的bug啊

1192: 一到360登陆就卡死是咋回事，卡死以后还总是重启又是咋回事？！！

1193: 操，进去游戏老是网络超时

1194: 非常好玩，别人玩不了是手机问题吧！

1195: 特么的地图在哪

1196: 怎么换礼包的？？？？

1197: 卸载，不解释

1198: 用钱的方式满多的

1199: 尼玛的网络超时~！明明什么精力和字幕都出来了还尼玛的网络超时！！

1200: 不喜欢这种风格，出点类似神魔大陆的手游吧，现在的神魔是废了，快出个新的啊

1201: 找老半天找不到激活码在哪使用。。谁能告诉我啊

1202: 游戏很好，招数跟我想象的一样华丽，就是手机玩会就烫，不敢玩了。

1203: 真心没有神雕侠侣好玩

1204: 挺好的游戏，就是卡，能解决吗

1205: 第一次可以登，cnm第二次跟老子说网络超时，是你头脑有问题，还是你是故意的？

1206: 相当好，我在风云际会，我叫剑灵。

1207: 真差的游戏。果断卸载。

1208: 烂，浪费钱

1209: 就是卡卡卡卡卡卡  别的还行

1210: 脑残游戏，浪费老子感情，下载个搞了一天还没搞好，就是卡，无限连接，操你妈，老子用着8G的WiFi！狗日的，浪费感情，跟征途一个德行，浪费老子钱

1211: 没天龙八部好玩

1212: 昨天下了 没你们说的那么差   不是全3D   比天龙好点  比卧虎藏龙差点 4个角色    三星G8509S  不知道你们怎么说不能玩 可能不瞎弄内存低  可能是要无线网玩

1213: 不是说是888元的大礼包吗？？？为什么就只是一件10级的衣服呢？？？

1214: 进不去

1215: 网络超时，登不上去

1216: 尼玛，啥游戏进都进不去

1217: 能负星吗太垃圾了，请问游戏是怎么回事，尼吗散退家死机，一直重启

1218: 闪退闪退闪退。手机发热的厉害。玩别的游戏手机不热。

1219: 用HTC玩，界面选项点不了

1220: 能不能负⭐星！不是网络超时就闪退！亏还是推荐游戏呢！

1221: 我想知道激活码～在那里填～有码不知道在填～礼包怎么领

1222: 直接卸载，老是无网络，好不容易进去，玩一会自动退出，烂啊

1223: 完美闪退   完美卸载  哈哈

1224: 卡死了，我去......

1225: 登陆不上，卡的要死

1226: 好玩不卡，真动作，打死怪时竟然还有慢动作可以的

1227: 好玩，不错的

1228: 垃圾！有bug！秒删！17级点任务秒退！！！

1229: 不就是天龙八部改个名字吗。都是坑爹的

1230: 一般网速带不起来，太卡了，我玩天龙，熊猫，猴子都不卡，这个老一顿一顿的，还老提示网络延迟太高，尼玛！空碟呢！

1231: 卡成翔了！

1232: 我觉得还不错阿，oppo R850完美运行，就是不知道什么时候开新区，第一次没玩好想重新练个。

1233: 什么游戏呀,！登陆不了的，一直网络超时，90多kb/s还登陆不上，

1234: 哎，不让我进去就算了嘛！还让我手机报废><≧﹏≦╯﹏╰╯▂╰(╯3╰)555~

1235: 画面没天龙八部好

1236: NOTE3完美运行，手机也没发烫也不卡，那些差评的都是其他游戏厂家的水军吧！

1237: 对战怎么打，为什么我谁都打不过，战斗力也没我高，自动打，还是不行

1238: 对战怎么打啊，我怎么一个都打不赢，自动也不行，而且战斗力没我高！！！

1239: 玩了就知道

1240: 我不知道说什么好，连进都进不去，我手机是三星盖3呵了个呵就是个骗流量的

1241: 这也叫3D，看看人家卧虎藏龙3D做的多好

1242: 升级好慢。。不充钱  升级就是慢！ 差3级  跟不上   福利好少

1243: ？！！！

1244: 建模粗糙，基本上都是耗时间的对话，技能单一，怒删。

1245: 好好和呵呵呵

1246: 有没其他人跟我一样 昨天上午下了这游戏，什么卡 延迟，闪退就不说了，主要是手机开始重启，十多分钟就自动重启一次 我以为是游戏原因，就卸载了 但没用，昨天到现在为止，不断的重启，手机什么都玩不了了

1247: 哎……网络老是延迟……没法玩！

1248: 洗礼...............

1249: 不想说什么！！！游戏还不错！！！流量被骗了不少！！一开始就该听大家的！！这就是个坑

1250: 不错呀

1251: 妈的！！！草了！！完全就是来骗我流量的！！垃圾中的战斗力

1252: 这个游戏不可避免的会和天龙八部比较，纯3D的会有些吃亏，建模有些粗糙，群众基础也差些，只是我只进去过一回以后就不让进了，一直是网络超时，这要充值玩游戏的不亏死了，差评

1253: 卡得路都没见

1254: 激活码找福利管理员，我不知道有没有小地图，我在里面找了一圈才找到

1255: 就是就是，老是网络超时，什么吗，服务器怎么这么烂的

1256: 可笑！闪退，延时，卡，手机发烫，费流量，带不动，占内存等等，这些都是个人问题，不要嫁接到游戏上OK？？你问说这些话的人脑子秀逗了？？个人问题和游戏分不开？？还有那些秀手机的，爱疯6带不动？你这么秀逗家里人知道麽？？
老子900的手机带着无压力，用的4M的WiFi，也不卡，不会用手机的不要逼得得，自己的无知还要大家都知道，可笑呵呵！

1257: 我的为什么进去老是无法连接网络，我玩别的游戏都很正常

1258: buhaowan

1259: 不错，仅仅从游戏方面评价，说流量伤不起，带不动，那都是你们自己的问题，不要嫁接到游戏上，完美做了这么多款手游，经验上很丰富，这款游戏个人很有感觉，很少评价，游戏不好玩就直接删了，懒得评价。不足之处目前只发现当怪物打死之后不能很快的锁定到另一只怪物，一套连招下来都发在一个死怪身上了，其他还没发现什么。

1260: 一般般。。。选日月就是为了跟着教主，希望有朝一日能够见他一面……结果丫竟然管向问天叫义父←_←我觉得我和教主无缘了。

1261: 小米1S完美运行

1262: 两个字  垃圾    三个字  真垃圾

1263: 代理问题还是怎么了？老是网络超时，也不解决，离wifi不到三米也能超时，你是想告诉我，我的wifi垃圾吗？

1264: 网络超时，超你妈的。

1265: 激活码在哪里用？

1266: 三星kzoom测试完毕，能玩哦~

1267: 画面很差  根本没天龙八部好玩

1268: 画面太土，不够精沾，不好玩

1269: 各种卡，垃圾！

1270: 笑傲江湖··能不能别坑大家了··做个任务前面剧情或者废话·就好几分钟··我是穷人·耗不起流量

1271: 网络超时你md

1272: 这个游戏我觉得比天龙八部好玩，打击感，声效，地图大小，都比天龙好，但因为是完美的，可能烧钱吧。我是7106完美进入，还有这个可是也有自动的。

1273: 游戏是不错，不过延时，卡顿，太厉害，果断卸载。三星note3系列无语。

1274: 闪退怎么办啊。玩不了啊

1275: 开最高画质，轻松运行，SONY Z1说不好的，请设置里面把画质降低！或者换好点手机！！

1276: 进不去，老是网络超时

1277: 闪退，不好玩。

1278: 妈蛋  一直闪退  真是闪退无极限  老子  无线网还说什么网络连接超时  搞笑

1279: 闪退的很。简直无语，先不卸载。等等再说！

1280: 很好

1281: 网络超时加闪退

1282: 玩天龙八部一点也不卡，进去玩不长时间就闪退什么游戏啊

1283: 闪退，说好的都是托

1284: 我用的联通3G网络，玩其他游戏网络都很流畅，延迟也比较低，为毛我登陆游戏好好的，用角色进入游戏场景时总提示“网络超时”？求解释！

1285: 我也

1286: 卡啊，玩卧虎藏龙都不卡，这游戏卡死了

1287: 你们手机垃圾就不要说软件不行，OPPO  Find7飘过。。。

1288: 这个游戏还算可以

1289: 看来是你们人品问题不好才会闪退的吧？

1290: 进去就闪退，无一例外，第一次碰到。小米四手机

1291: 你们怎么都玩不了呢？我一切顺利

1292: 超好玩，无锁定的，这是考技术的游戏

1293: 游戏不错，但闪退的我都快崩溃了，vivo x3，

1294: 刚开始还好    完了一会儿每次进游戏2分钟内绝对闪退

1295: 闪退

1296: 小米平板完美运行，就是游戏太过单调，互动太少

1297: 还可以啊，OPPO完美运行啊

1298: 不错就是有点卡

1299: 登陆不上，要不就是老掉线，

1300: 刚刚下载。。。就提示无法连接服务器，神马意思？强力10m无线就在身边居然会是这结果。

1301: 为什么我第二次进入游戏就说网络超时，两个角色都这样，本来想冲500好好玩玩的。

1302: 看着不习惯！感觉不像古风！还是比较喜欢天龙八部3D,各有所爱吧！反正我是果断卸载！

1303: 就在刚进去的福州市城 靠帐篷边有个福利活动员 礼包可以换

1304: 还没见过那么卡的

1305: 太卡了

1306: 闪退，再进，五分钟再退，再进，进不去了

1307: 老是服务超是！玩着玩着就不行了

1308: 一直闪退，卡顿，玩得真累人，无语了，oppo823t手机

1309: 进不去网络超时，搞毛

1310: 为什么角色换装备一直是刚开始出来的样子，没变化啊

1311: 下载之前都没看哪个公司出得，下载完才注意到是完美的，游戏都不用进了，果断卸载，完美的游戏农民还是别碰了

1312: 刚下载安装好，完美的游戏满怀期待，希望不要太坑钱！！！

1313: 垃圾游戏 没做好就不要拿出来丢人 MD刚玩 那个发送信息的界面就一直弹出来

1314: 卓普c2完美运行

1315: 完全抄袭天龙八部，有意思嘛！！画质那么差，打个怪还得自己手动找方向，地图简直无语！！
没公测就这么糟糕，公测还依然没变化，坚决差到底！！

1316: 好水的游戏！比天龙八部的体验还差。

1317: 画质一般，最无语的就是关卡，不能直接自动打怪，要第四次玩关卡才能，简直变态。人物不能放大缩小，跟网游比差远了！！
升个等级还必须教学，简直没意思！内存还占那么多！
说实话，根本不是什么3D，上次就玩了，以为公测会改进，结果还是没变化，真心坑爹！

1318: 游戏画面还行  就是尼玛总闪退 毁了这个游戏 太恶心

1319: 作为完美世界，完美国际，诛仙，三国的老玩家，完美公司的产品不得不顶

1320: 太卡了，根本动不了

1321: 作为完美世界，完美国际，诛仙，三国的老玩家，期待此公司已久的手游不得不顶

1322: 别下玩不了

1323: 登不上去，网络超时。

1324: 可玩性比較大。就是激活碼哪裡輸。找不到地方。還有就是比較浪費電。人物好醜的

1325: 为什么老是闪退，我手机四核的

1326: 更新不了

1327: 为什么老是网络超时

1328: 不错比天龙八部征途好玩

1329: 尼玛的玩不了，闪退啊

1330: 楼下的一群不知道是什么游戏的托  还闪退登陆不上   唉  安宽带送的手机 完美运行

1331: 垃圾，一星都不愿给

1332: 不知道你们哪里来的这么多的问题，新出来个游戏看评论满满的都是吐槽！我下载一个玩起来感觉不错啊，值得体验啊这个游戏，刚出来的新游戏肯定会有问题，有问题你就好好说，不要让后面的玩家看着心寒不敢玩！

1333: 更新不了。尼玛什么东西

1334: 你爷爷的进入后20秒内闪退

1335: 更新不了！登不上去！

1336: 都他妈差评？不喜欢玩就别打击喜欢玩的玩家，人家出款游戏也是费尽心思，不可能把最差的现世给你玩。都他妈的没素质！

1337: 有和我一样的吗？进去就闪退的吗............

1338: 一个小时下载不下来
没搞错吧

1339: 游戏很好玩，画面效果很赞，就是老掉线，还有就是礼包怎么用啊？哪里能输入兑换码啊？

1340: 玩起来我感觉比其他的同类型网游要更有趣，也许是我本人非常喜欢这本书，所以有一点爱屋及乌，很大的问题就是卡、闪退、重开机，闪退我都能忍了，莫名其妙重新开机是要闹哪样？！

1341: 游戏很不错。htc  m8运行无压力。就是礼包在哪里兑换呢。

1342: 不卡啊，感觉还行吧，但是那个礼包在哪对兑？

1343: 最后一次说一句，游戏体验太差，登陆问题，任务问题，打怪问题，全部都是问题

1344: 一直闪退……

1345: 非常好  力顶

1346: 玩2个小时还没升到10级，高级游戏

1347: 这游戏真好，登陆显示用户多，等待，好不容易进去，9级左右的体力关挂机居然能死，然后收集5个青城，尼玛50多个玩家抢一次刷出不到5个怪，不是杀不到就是卡死，还能愉快的玩耍吗？

1348: 游戏整体还可以，应该在增加结婚系统，还有就是，首充送的东西有点太坑啦，体力老是不够用，玩一会体力没啦，希望能多多该进一下！

1349: 太卡了，反应太慢，快了就好了

1350: 刚才看楼上评论，我都觉得好笑，苹果6卡的要命，你那是六个苹果吧，我1000的联想s8都不卡，你愁死我得了。

1351: 怎么说，完美的游戏真的让人又爱又恨，爱的是她的细致，细致的都不像手游了。恨的也是这份细致，比较烧钱。

1352: 下载了，进到更新界面就不动了，玩不了，安卓5.0系统飘过。

1353: 为什么我之前的角色不见了

1354: 苹果的能玩儿吗

1355: 卡的一逼啊啊啊

1356: 一打开就提示有新版本要花流量350m下载（可笑的是从网上下载的就是最新版本！），不下载的话就玩不了，会自动退出！

1357: 什么鸟不拉屎的游戏啊！更新不起来啊！

1358: 什么jb游戏  登陆不进去   有说能登陆进去的   那个人就是托   果断卸载

1359: 下载了总是闪退无奈

1360: 坑啊，游戏做的不错很好，但是太坑流量了，下个地图还要下载地图资源包，艹，手机流量用户就不要玩了，电脑玩的还可以，哪j8是手游了艹

1361: 玩了一下午整体感觉还行吧！note3游戏效果还可以。望提高游戏趣味性和任务多样化，老是打怪很无聊的说……

1362: 登陆不上，网络问题，我擦

1363: 闪退！

1364: 看着介绍不错，想要玩玩，可是……为什么都登都登不上，好伤心……

1365: 这游戏好花钱吗

1366: 三星S5 运行好卡 ，， 现在卡死机了。。。。。效果都不敢开

1367: 还要激活码 ！玩个 屁！

1368: 艹！总是网络超时！！wlan和4G都他妈的不行！！！差差差差！！！

1369: 魅族MX3运行无压力！说要不了的！估计你们手机问题

1370: 一个字:差

1371: 不知是我手机问题还是这游戏问题一个字＃卡＃

1372: 没有客户端的好玩。。

1373: 我用苹果6加4G网速卡得要命，老是显示网络链接错误，请问开发人员要用什么手机几G网络才能不卡、不链接错误，等了5天等到这个垃圾游戏。

1374: 我用苹果6加4G网速卡得要命，老是显示网络链接错误，请问开发人员要用什么手机几G网络才能不卡、不链接错误，等了5天等到这个垃圾游戏。 我用苹果6加4G网速卡得要命，老是显示网络链接错误，请问开发人员要用什么手机几G网络才能不卡、不链接错误，等了5天等到这个垃圾游戏。

1375: 我用的是苹果6，网络用4G,玩的都想摔手机。请问你们用什么款号手机，几G网速才能不卡、本人没有遇到闪退现象！！

1376: 为毛要读取联系人？隐私权哪去了？大家可以去系统盘DATAdatacom.wanmei.xom.qh360databasescom.qihoo.gamecenter.sdk这个SQL文件内有你的通信录所有人电话号信息等...（用PC SQLite Expert软件可以打开此文件）

1377: 离婚后，，，，，，，

1378: 一直是验证中，进不去，怎么回事

1379: fjih

1380: 垃圾游戏，就是天龙八部的翻版

1381: 一个字形容“卡”两个字形容“超卡”三个字形容“无敌卡”四个字形容“卡的要命”

1382: 觉得不错滴都是托b，游戏绝对真心垃圾，还是玩天龙八部吧！可惜把笑傲江湖招牌砸了！！！！

1383: 卡，加闪退，好烂！

1384: 游戏还不错，就是超级耗配置。我的红米note4G都开不了全效果。建议厂商好好优化这款游戏吧。要不没人会玩，太耗资源了，还费电。

1385: 这个东方不败好帅！

1386: 我操你妈的，下载开始到玩的时间不到20分钟，重进游戏20几次，一直闪退玩你妈啊，草泥马的，老子还想充钱的

1387: 赞！

1388: 闪退闪退再闪退？。。。。。。。

1389: 垃圾游戏，太失望了，还不如天龙八部好玩，画面太差了

1390: 托比横行，什么破游戏

1391: 若不卡不闪退的话就太棒了！希望重新优化改良好，不然没法玩！

1392: 要是不卡，不闪退，决绝对好玩！希望重新优化好，不然没法玩！

1393: 超卡不解释'

1394: 这个游戏做的最失败的地方就是单机冲关都卡，而且单机地图都觉得是衔接的不是无缝地图每次换个场景都要卡

1395: 脑残游戏！！！

1396: 优化太差，卡。界面差，5.9寸的屏幕都觉得挤，乱哄哄。没怎么玩下去，主要还是卡的原因，完全没有想玩下去的想法。

1397: 一直闪退！还能不能愉快的玩耍了！

1398: 什么破玩意！！！卡爆了！！！画面还丑得要死！！！脑残GM！！！占那么大内存，竟然就这画面感，还特卡！！！

1399: 老是自动退出，什么玩意

1400: 游戏不错，就是闪退。三星9260

1401: 卡出来就进不去了，垃圾

1402: 卡！還會閃退！

1403: 垃圾游戏

1404: 真坑！下载好了进不去 魅族2！完美世界的又一坑爹游戏！比不败战神还坑！！重启也不管用！

1405: 怎么领礼包啊

1406: 什么鬼啊，根本不能玩

1407: 能不能出个屏蔽所有玩家？

1408: 擦，找了半天没看见游戏里领礼包的地方……那位大神看见了分享下位置啊，要不然礼包领了没鸡巴用啊……

1409: 礼包在哪里兑换啊？知道的告诉一下？

1410: 说实话你们没玩就别吓嚷嚷、这游戏可玩性很高的、、我公测我玩到36、开服继续玩、、

1411: 相当卡，而且这类游戏相当耗流量，我无论3G或者WIFI，总是登不进去，一直卡人物。完全是没有优化好，就直接上市

1412: 还行吧！，有点进入武侠感觉。

1413: 网速太卡了，没法玩，真是太垃圾了。

1414: 这才叫游戏

1415: 我去他妈，礼包在那领啊？

1416: 什么渣游戏。打击感这么水。追求华丽技能效果的各位玩家大大。请绕路吧！

1417: 以后再不在360下网游了。尼玛自动清理太恶心了。

1418: 差劲，浪费我流量

1419: 卡死了   垃圾白等好几天了

1420: 不好玩

1421: 哈哈一点都不卡！！！！不错

1422: 不卡啊，note2不卡，就是这类型游戏不喜欢玩

1423: 打不开

1424: 看到十几级的VIP果断卸载

1425: 很好，如果再流畅些更好，机子不行别怨游戏。

1426: 闪退，还让不让人愉快的玩耍了…

1427: 进不去啊

1428: 非常精美的画面。太棒了游戏能做到这样已经不错了

1429: 垃圾，卡的要死用无线逗卡

1430: 老闪退，进去就闪退，大家都别下载玩啊，骗子人游戏

1431: 这个什么破游戏，全屏广告。。果断卸载了

1432: 打击感好差

1433: 好卡...网咯又不行。。垃圾。。本人红米

1434: 做几个任务就卡掉了

1435: 想玩就下，只有下了才知道好不好！看评论来决定的，只能说你太容易受别人影响了！可怜啊！这游戏大建议别用付费流量下载！已下，可以玩，正在摸索那个职业给力！

1436: 太卡了。进去就是卡个不停

1437: 卡成笔样了`果断泄了

1438: 到底还让人玩不，尼玛我重复进了10多次。到现在还只有3级，果断卸载

1439: 卡到死

1440: 为啥登录都登录不了

1441: 礼包在那里兑换

1442: 太卡了啊！

1443: 少林寺的造型霸气哈哈，确实有点卡，网游差不多都这样吧，游戏网速机子，其他待玩

1444: 只想问问为什么怎么卡？

1445: 玩这游戏得有个好手机！我的华为荣耀2卡到画面都不能动，玩过这么多游戏这个是最卡的！

1446: 太卡了，能不能不卡还网络超时

1447: 一更新，为什么人物就没有了……

1448: 大家都不要玩 垃圾游戏 没优化好 就拿出来坑钱 我家十兆光纤无线卡的要死 玩了十分钟 七十多MB没有了

1449: 一直进不去

1450: 还是玩天龙八部吧！这游戏纯属垃圾！无线网说网络延迟过大！真垃圾！真心别下载！坏手机！

1451: 什么游戏啊，操，总是一卡一卡的，

1452: 游戏真不错就是配置要求高啊 好卡！！！

1453: 进不去呀！哪位大神解释下？

1454: 逗比吗？下载两次进不去，还让从新下载！

1455: 真是卡过傻不拉叽，其他的一两g的都没有你卡靠

1456: 卡死了，进去就闪退，要不就重启

1457: 晕，一进游戏不到一分钟就闪退，再进还是闪退，怎么玩……

1458: 进不去

1459: 都十一点二十了，还让我等十一点那，无语了

1460: 5星

1461: 妈蛋进不去

1462: 进不去！不给力！差！

1463: 过完教程就一直没进去过了…要卸载的节奏？？？

1464: 为毛一进去手机就重启啊？带不动的话应该是直接进不去啊？

1465: 真垃圾好几把卡！！

1466: 怎么进不去了？？？？？？

1467: 安装包已损坏啊，死产，360代理就是垃圾，游戏公测就拍拍屁股就走，一点责任心都无，大家别在这下载，都去官网吧

1468: 刚打完就卡死了

1469: 一个个鬼叫啥啊，网站不会看啊，今天公测  还需要你个大爷的激活码。傻X  不会就别玩，免得丢你全家的脸

1470: 三星手机玩这些游戏特别烦，我个人比较喜欢网游版，手机版不抱太大期望，尽管下载试试

1471: 静候11点，好期待啊

1472: 很好

1473: 评论都是小学生？不看标题的？

1474: 下载了！等开服试试看！  不抱太大希望

1475: 这个游戏角色好少，最重要没有逍遥。。。。??最喜欢的就是逍遥了

1476: 12月5号 11点 也不开服咋

1477: 5号才公测 现在肯定进不去

1478: 力顶，你麻辣隔壁的，

1479: 草你大爷的激活码

1480: 垃圾，大家都别下载，需要激活码，玩不了

1481: 坑人的游戏，下起没法玩

1482: 垃圾游戏坑爹

1483: 领的都用过了

1484: 淘宝买了个

1485: 激活码呢？你大爷的，不给就别在这糊弄人

1486: 激活码哪领？

1487: 不能玩就别让别人下。勾太阳的

1488: 激活码去哪弄

1489: 激活码！！！！！！！

1490: 什么破游戏，激活码呢

1491: 吗隔壁，要什么乱激活码。

1492: 激活码

1493: 怎么还要激活码啊，什么时候可以不要啊

1494: 麻痹的，没激活码玩个毛毛…

1495: 激活码？能出个新噱头么？艹！

1496: 傻逼了吧。人家天龙和征途都不要码。

1497: 要猫激活码

1498: 下载了不可以玩，要激活码，我日你家妈哟

1499: 尼玛的，激活码呢，没激活码让下下来看啊

1500: 能进去的应该是托

1501: 破游戏！

1502: 激活尼玛B

1503: 激活码什么？

1504: 下完后没有激活码！！！！！

1505: 玩什么噱头不好，你玩激活码，这下死翘翘了

1506: 求激活码

1507: 谁来帮我搞个激活码，谢谢！

1508: 激活码，谁能帮我搞个激活码谢谢!不要钱的哦！

1509: 激活码，谁能帮我搞个激活码谢谢

1510: 没人气了看完美还要激活码不，给你们收费还不如玩单机去

1511: 每天一星，直到公测

1512: 尼玛，什么吗，这破游戏还要激活码，郁闷死了。

1513: 有谁激活过

1514: 尼玛，这游戏还收费啊

1515: 傻逼完美最垃圾搞个游戏还怕人完，进游戏还要排队，想着法挣钱

1516: 为什么要设置激活码进入游戏  要走多少人 唉 都比 还怕让人玩啊

1517: 什么玩意啊，破游戏，

1518: 激活码，没有玩傻

1519: 去你妈逼，还要他妈的激活码？

1520: 激活码怎么弄

1521: 激活码 F

1522: 没有激活码怎么玩

1523: 艹还要激活码

1524: 还要啥激活码在那搞啊

1525: 在哪要激活码

