1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的

7945: 这下好了，在家玩电脑版天龙。出门就在手机玩，爽歪歪！！

7946: 怎么老是连接丢失，登不上，我们几个都是这样，求解释

7947: 卧槽！！！天龙手游都来了，下载来看好不好玩。与电脑版的比一比。

7948: 天龙手游都来了，下载来看好不好玩。与电脑版的比一比。

7949: 好吧，游戏上头条了，这是全民手游的节奏吗。

7950: 玩了5年的高玩飘过。

7951: 不行了，老了，玩不动喽，上有老婆，下有女朋友的，哪有时间玩。

7952: 玩，玩，玩。。。

7953: 呵呵，想当年，我玩这个游戏，一直在泡网吧。后来上课的时候，总算去上了一堂财务管理，老师很惊奇，以为我是外班来的，哎，年少不懂事啊。

7954: 考，这个游戏当时是在电脑上的时候，我男朋友天天泡网吧。。。挂了4科。

7955: 只能无线登陆。求解释

7956: 建议地图大点,500M都可以

7957: 玩天龙是好几年前的事情了。

7958: 从来都没玩过游戏，听他们说玩游戏老花钱了，是这样吗？

7959: 这个游戏不是去年就有吗，怎么今天又出一个，求解释。

7960: 这个游戏想逆天么？

7961: 我不会玩游戏，但我表示关注了。

7962: 这个游戏还可以。

7963: 在哪里可以下载？

7964: 我是高玩，飘过。

7965: 哇，游戏新闻上焦点了。

7966: 上学的时候在网吧玩过这个游戏。

7967: 高中时候看过电视剧，还没玩过这个手游

7968: 别宣传了，我儿子玩游戏，占个卫生间不出来，能教点好么。

7969: 畅游你们这么任性，我去告诉陶教授。

7970: 人太多，进去需要排队。

7971: 我是高玩。

7972: 很好玩的游戏，给力

7973: 怎么用手机流量不能进。只能用wifi求解决。。。

7974: 这个手游很好玩

7975: 4g网络更新不了，非要用wifi才可以玩

7976: 我日，耍不起

7977: tm皮的为什么登不进了

7978: 很好玩，你值得拥有

7979: 不错 画风很美 角色很好 是我十分喜欢的款 我一个女生第一次觉得这种手游很好玩

7980: 你们都是拉鸡

7981: 可以交易的，只是感觉有点太自动化了，杀人蛮爽的

7982: 支持这款手游哦·确实做的很好看·画面好·内容好·不像很多市面那种粗枝烂叶的·用心了

7983: 这是我玩过最爽的游戏，也是第一个评价的游戏哦

7984: 支持支持支持支持支持支持支持支持

7985: 我们公司的人都受我的影响都开始玩这个游戏了，互相加了好友，天天不亦乐乎啊！

7986: :游戏很好玩，剧情和效果都不错，运行也流畅，看看安卓的运行怎么样吧。

7987: 手游版的天龙八部终于来到了我们玩家的眼前。终于让我们等到了。

7988: 游戏中的活动时间安排的很合理，国内很少厂商会注意着点，值得给个五星。

7989: 要玩就玩大理 少林??，逍遥也许，用谁别用天山，后悔死了，装备爆率小的可怜，爆装备都是大理 少林 ，没天山的橙装。

7990: 这款游戏，曾有我一生最好的哥们 ，一群懂我的兄弟，一个伴随我左右的姑娘，只是现在大家老老了，回不去那种简单的日子，但是回忆却一直在这、

7991: 树大招风呀，游戏好玩了，喷子们也就随之而来了，那些无故喷人的人，也不怕天打五雷轰吗。

7992: 我很喜欢，我第一款花了钱玩得游戏

7993: 昨天玩了一天，饭都不顾上，今天起不来了。

7994: 算是近段时间比较良心的了，各类玩家都可以玩得很high

7995: 卧槽，他们升级好快，怎么弄的。

7996: 很有电脑版游戏的感觉，特别是那声音。

7997: 支持这游戏，华为手机能完美运行。

7998: 一直在玩，可是总是没有其它玩家玩的好，有时间找一个高手，好好学一学。看能不能在游戏里牛起来。

7999: 敢说他不好的人我揍他 O(∩_∩)O哈哈~ 真的很好 太怀念了

8000: 4g网络无法更新，快解决啊

8001: 游戏不错，唯一不好的就是不能跟人物交易，装备也没什么特效。

8002: 怎么登不上?

8003: 求更新，3g网络也能玩呀~

8004: 34区  v4  老更新失败……草   从下载也更新失败…… 泥玛   坑我100块钱   ……艹

8005: 妹的，我的老是登不上！

8006: 手机不行闪开。游戏里那么多人都能玩就你们特殊？建议4g，wifi。3g就算了！！！

8007: 这个真好玩啊，这个游戏的体验很好。游戏很流畅，玩的上瘾

8008: 和金庸挂上了啊，一直读他小说毕业的。当然游戏炫酷的技能，精美细腻的画面，也很不错，改进就是多多活动福利吧。畅游的游戏一贯做的很精致我很喜欢，画面流畅，很给力 "

8009: 从开始能玩一下玩到现在，停不了，喜欢呀@！

8010: 这个游戏不错！值得推荐！好玩！

8011: 很好操作，就是新手也能很快适应这款游戏。

8012: 刚玩了下，感觉还不错，象端游的天龙八部游戏，这游戏能不能组队竞技的？

8013: 手游 最重要的就是画面，天龙八部这点做的很好，里面的人物造型都很精美 ，让人想一直看着。技能也很华丽。战斗模式不错。

8014: 我玩过最好玩的游戏了。其他那游戏都是垃圾。真心的

8015: 爱生活，爱天龙一直在电脑上玩天龙，有了手游当然要接着玩了。

8016: PK超爽，是我玩过的RPG中最好的。

8017: 天龙八部是金庸的力作，对于那些金庸迷们又可以在游戏里找到金庸小说的感觉。

8018: 感觉天龙八部3D的玩法太多了，我估计每天没有那么多时间去完成这么多任务和活动

8019: 就不明白为什么那么多黑子，乱喷

8020: 太牛逼了 就是有点难 好玩 顶 五星 不解释

8021: 第一次看见手游还要排队进的，第一次看见新区不停的开的！这游戏说实话确实不错！

8022: :好玩哇，这么简单的游戏，这么好玩，非常赞

8023: 很经典，绝对值得玩，不会玩不要瞎说。

8024: 玩网端玩了八载有余，至今仍是怀念，爱人，兄弟，，，一起帮战。还记得～犯我兄弟者，虽远必诛，好多回忆。

8025: 特别好玩，我和老公两个人比着玩，看谁过的关多，很好玩很温馨的一款游戏……

8026: 有些人心理就是有问题，不能说游戏好，凡是说好的，在他心就成了托了，

8027: 爱死了，每天不玩几把就无法入睡

8028: 只能说画面和技能效果都很好 这游戏可以

8029: 很好玩的游戏，精美的人物设定，精采的战斗画面，精绝的游戏剧情

8030: 这样的游戏根本不需要打广告，最好的手游。

8031: 画面很好，一般的手机都能玩，运行起来也不卡，不错。

8032: 我和男朋友比了一个晚上这游戏，真是太虐心了

8033: 麻痹，不再无线网登不上去

8034: 新版本怎么安装不了

8035: 连接不上，检测失败，坑爹的玩意，都不想玩了，这样怎么升级怎么飞

8036: 一样检测失败呀~_~~_~^ω^

8037: 老是检测失败啊，无线信号很好好，怎么回事？？？？

8038: 检测失败

8039: 我也是显示检测版本失败网络不可用，为什么求解

8040: 只能无线玩。尼玛的坑我啊！

8041: 我进不了游戏了     说检测版本失败   网络有问题      可是别的游戏可以玩    怎么回事？

8042: 好玩啊

8043: 更新后3G网上不了，无线网闪退，跟本玩不了

8044: 95的伙伴变成90行么

8045: 妈的  土豪游戏  没钱的别玩  升级太慢了  一天就忙着挂机升级了  艹

8046: 360版本怎么无线网络有时能上有时上不了。 求速度改进

8047: 无线周期性登不上

8048: 无线网络上不了。 求改进

8049: 好玩好玩啊

8050: 为什么3G网络不能玩的  破游戏

8051: 老是卡掉线囧rz

8052: 我操，神马垃圾游戏啊？升了一级不见了一万多战力

8053: 更新后，不用wifi上不去，搞毛线啊

8054: 不错   我都40级了

8055: 六脉神剑大区还让不让我们玩，手机网络登不上去，尼玛，坑死

8056: 哇，预感这个游戏肯定要火，真心好玩。

8057: 还不错，刚下了感觉很好玩，场面很刺激，推荐试试。。。

8058: 尼玛！不用Wife就上不了

8059: 场景画面都还好   就是觉得没有交易功能  而且打架有点渣  就那个模式只有两种太少了

8060: 怎么现在登录不了

8061: 好玩，真好玩，特别好玩，不是一般的好玩。

8062: 很久没有热衷于一个游戏，现在全家人都在玩，而且个个都很上瘾

8063: 刚开始我玩疯了，早起第一件事就是打开天龙八部，老婆还为此跟我吵架，现在好了，她也迷上了，哈哈

8064: 游戏画面很不错……魅族MX4运行无障碍………可是体力实在是不够用啊！！！！…其他的都还不错……团队副本相当考验技巧

8065: 好玩，真好玩，特别好玩，不是一般的好玩。

8066: 客观点说，场景、内容、战斗都没的说。

8067: 刚进入游戏，开头的音乐还不错，之后开始游戏，发现不管是游戏情节设定还是人物设定，都很给力，最后让我最赞叹的还是战斗画面，网游能做到此，真让人佩服。总结：游戏总体上很不错，值得引荐。

8068: 我玩的就挺我玩的就挺好，这游戏真的还可以好，这游戏真的还可以

8069: 游戏神奇，说不好的滚蛋，实话就是土豪多了点

8070: 还可以吧，手游都差不多，不过画面不错，

8071: 这个游戏挺好玩的，玩的有点累了

8072: 今天开始玩的，类似的游戏有很多，但是这个是我玩的最有趣的！现在我都动员我们全家一起玩啦！加油！

8073: 畅游公司做过网游的天龙八部，再做手游，那更是小菜一碟。

8074: 好玩！爽死了！从上午一直玩到现在了。

8075: 很好玩的一款游戏，平时无聊的时候玩这个不错，还可以闯关，最喜欢这样的

8076: 老少咸宜哇，都爱上啦，小表弟老是霸者我手机

8077: 一直做任务很单调，这游戏增加了好多小趣味，感觉很好哟。

8078: 游戏挺不错，很好玩，室友都在玩

8079: 刚下载完，感觉不错！手机网游中最棒的

8080: 相当不错，祝福下，多添加些互动玩法！

8081: 几关打下来还是不错的，留着啦。

8082: 炫酷的技能，精美细腻的游戏画面，生动的人物形象强烈的打击感及金庸爷爷带来的羁绊感，使游戏变得更加吸引玩家，这是我认为天龙八部最吸引人的地方

8083: 好评，我的大神能完美运行，不错的画面！

8084: 真好玩，不给五星对不起这游戏呀！

8085: 我是新手，呵不知道到时候好不好操作。

8086: 树大招风呀，游戏好玩了，喷子们也就随之而来了，那些无故喷人的人，也不怕天打五雷轰吗。

8087: 在我看来这个游戏还是不错的，值得下载，。。。。。。。。。。。。。。。。。。。。。。。。。。 。。

8088: 游戏玩的好刺激～尤其是玩PK～玩的就是热血！

8089: 这款手游继承的天龙八部的精髓，在各方面做的都很出色。

8090: 一个好游戏先在于他的画面和配音，这点觉得还可以！然后个人觉得游戏里的系统玩法好！

8091: 宿舍姐妹都在玩，上课还偷偷玩，哈哈

8092: 由最开始同事一人玩，发展成我三个个表姐，表姐朋友，男朋友，一大群人玩这个了。。。

8093: 跟电脑天龙很象，哈哈，觉得挺不错

8094: 画面做的很好，特别是细节地方都做的很到位。

8095: 就是好卡吧

8096: 真的换个接人点就就可以了，设置，更多网络，移动网络，移动接入点

8097: 人物与建筑模型的刻画非常的生动

8098: 赶快更个新版本吧，1.85.0.0这个版本我咋不能用呀，老是闪退，望尽快解决！！！！

8099: 很新之后咋不能玩了，老是闪退！！

8100: 无线网络一会可以进一会进不来速度改进

8101: 更新过后手机流量就不能正常游戏了！如果都用wifi上游戏，跟电脑版没什么分别了！

8102: 游戏根本就进不去啊，用无线根本就要闪退呀，流量也不行。

8103: 流量不让玩，好评狗全去树上取个妈

8104: 朋友们进不去么，改下手机设置里的移动接入点就可以啦。

8105: 畅游你们这么任性，我去告诉陶教授。

8106: 从更新后就不能用移动网上，只能用无线网络上呀，赶紧处理下嘛。

8107: 我的也登不了

8108: 我是高玩。

8109: 自从玩上天龙再也不感觉到无聊了，每天上午一直忙到下行，感觉日子也过的充实了。上午做一做日常，把单人副本清完，下午那就是进雪景等世界　boss了接就下来说是组队副本了。当然这里的燕子坞与珍珑棋局也不能放过，当然第二次世界boss也不能错过，最后当然是以挂机结束一天的游戏生活！！

8110: 游戏里的一天

8111: 我想象中的江湖就是一个快意恩仇的世界，十步杀一人，千里不留行。现实生活中是无法做到的，可是在天龙我就可以与帮会的朋友们一起闯江湖！享受手刃仇人的快感，与朋友们一起酒楼喝酒，还有美人时时伴我左右！遇到心仪的女子我还可以与她在游戏里相依相伴。天龙圆了我的武侠梦！

8112: 做英雄的感觉真好

8113: 一款游戏好不好一要看画风，二要看技能，再就是看玩法，再就是福利给不给力了，这最喜欢这款游戏的技能。超爆了，发大招的感觉好爽，很有带入感　，六脉神剑发招时的感觉是我最喜欢的。所我我选了大理。这款游戏的玩法有特点，美人系统，酒楼系统都是这款游戏的一大亮点！

8114: 玩武侠游戏，不玩一玩少林那是玩什么武侠游戏呢。你可以去冲锋陷阵。你可以实现你的英雄梦，所以我一进游戏就选择了少林。不过有一点我在纠结，我是选择了和尚的职业。可我要游戏里看上一个ＭＭ　，不知道和尚能不能结婚？嘿嘿。

8115: 少林好玩!!!!

8116: 不愧是专业团队做出来的游戏，这游戏一看就很成熟，与端游有好好像，玩这游戏有一种玩电脑天龙的感觉，操控性不错，玩法也很相似，现在又有了轻功系统，这样玩起来就更带劲了。好喜欢那些小情趣，让这游戏玩起来不单调。再就坐骑也是一般手游没有的，我好喜欢那个熊猫，萌萌哒！！

8117: 这个游戏可以有。

8118: 我感觉现在有的玩家就是有点变态，唯恐天下不乱，自己没有整明白就乱喷，游戏好玩了没有问题他什么也不说，在那玩的起劲着了，有一点不如意的地方，不管是他手机出问题了，还是他网络出问题了，就开始大骂，说三道四，如果你游戏有问题，先看看你手机好不好？

8119: 我一直保持在?ios的前名，感觉自己好有魅力呀，　不过这与哥勤快，肯动脑子有关的。每日在线我必上，每次活动我都必参加，帮派之战也少不了我，世界boss我是绝对不会放过了，偶尔还利用寄售系统小赚一把，用游戏来养游戏，感谢大家，感谢这游戏，感谢搜狐，我才有了今天的成就！！

8120: 经典的游戏。

8121: 总体来说这款游戏还是相当不错的，游戏的画面很好唯美。每一个场景的转换就会在我们面前展开一幅妙曼的画卷，浓浓的水墨风让你陶醉！！人物也可以。有网页版霸气，但没那么费钱，冲个v才用十万，盆友们想想，玩网页十万能干嘛？我本人强烈支持天龙八部手游D！爱爱爱。

8122: 玩后感来评价

8123: 现在手游卡牌的多，看宣传的一花乱坠的，玩起来一点意思也没有，好多都是假Ｄ，　不过天龙可是真正的Ｄ，从游戏的画面就能看得出来。从封测我就玩这个游戏，第一次活动我都参加，勤劳的鸟儿有饭吃，我没有花过钱，可也相当的牛了，好多装备ＲＭＢ玩爱都羡慕我有。以后还会玩下去的。

8124: 　我这个人做什么都没有一个长性，特别是玩游戏，手游在我玩天龙之前，几乎是一天一换，没有玩超过一天的，后来朋友们推荐天龙，当时没有鸟他，实在找不到好玩的游戏，就抱着试试看的态度下载来看，打开游戏感觉眼前一亮，不知不觉就玩了一天，后来朋友又把我拉到帮派里，我就更不想从游戏里出来了。玩这游戏是朋友推荐的，把我留在这个游戏里的超炫的技能与超美的画面，还有多样的玩法！！

8125: 进入这游戏才是真正进入到了武侠世界。里有里快意恩仇，有恩的报恩，我们可以成为好友，有仇的报仇，你可以找仇人去寻仇。想与朋友推杯换盏。这里有酒楼系统，想去去温柔乡里去寻欢，这里有美人系统，不但可以陪你创江湖，还可以让你任意调戏。想结婚了这里有萌妹纸。江湖上有的，这里都有，快来玩吧！！

8126: 真正的武侠世界！！

8127: 躺在被窝里玩手机天龙。累了就挂机，可是时间长了手机发烫，后来就在电脑上挂机，下载一个案桌模拟器，哈哈，ios的可是没有的哟。安装天龙八部d手游客户端软件，（我没找到过）在模拟器上挂机，又不发烫。也不用担心掉线。还能长经验，主要是手机不省电！！

8128: 艹尼玛，流量登不上还玩尼玛的鸡巴毛啊，说游戏好的都tmd傻逼

8129: 对手来了罗汉棍，我随手一扬来了个一阳指，接下来双来了一个六脉神剑把取对方首级与马下。我越杀越勇。秒杀，一杀，三杀，我正杀的起兴，突然中了敌人的暗算，只好一个无处循形，赶紧去药店弄点金创药。接来又回来拼杀！在天龙里我就是英雄。　

8130: 玩的太高兴了。

8131: 记得我小时候正是金庸的武侠小说最流行的时候，那时候对金庸的小说是很入迷的，为个看天龙八部上课被老师抓到。罚我站了一天。后来有了电脑，我又开始玩在电脑上玩天龙。后来越来越忙，玩的也渐渐少了，不过近来又出了手游的天龙。我又可以接着玩了。从封测开始一直玩到现在了，我一直玩下去的。

8132: 我的天龙之路

8133: 双十一过了好久，劳资还是单着哩，在现实中找不到老婆，不过我还是在游戏里找到了个老婆，这老婆贤惠，听话，而且乖巧，是我的忠实粉比，从此在天龙的路上，有有了个一个伴，我们两个会永远，相随相依。不说了去找老婆了。

8134: 我结婚了，快来恭喜我。

8135: 一直喜欢段誉。乔峰高大上了，感觉有点不食人间烟火的感觉，而虚竹又有点傻傻的，感觉段誉还算是个正常人，有正常人的七情六欲，还那么英俊潇洒，于就选了大理这个职业。当我发六脉神剑的时候，那种感觉爽极了。嘿嘿，我要一直追随我的段誉。我要成为游戏中的王语嫣。

8136: 大理的萌妹纸最多！

8137: 看评论的时候，好多人说没有交易系统，感觉有点失望，下载以后才知道天龙里有个寄售系统。凭着我的商人的天分，马上找到了一个赚钱的途径　。每天登录游戏第一个就是看寄售系统里有什么便宜的东东可以搜罗。然后低价买下，在合适的时候再以高价出售，能狠狠赚一笔了。呵呵，不久我就会象传说中说的那样，当上总经理，出任ＣＥＯ，迎娶白富美。

8138: 哈哈，游戏里也能挣钱。你造么？

8139: 赞！！力挺，本人蹲厕所之神器！！

8140: 天山输出高，暴击高pk流弊，都快60级了

8141: 一直保持在IOS前20，果断是有魅力啊！

8142: 找到电脑天龙的感觉了。赞！！

8143: "玩的都有点停不下来了～oh my god!!!
"

8144: 游戏里的老婆每天陪我玩，一玩就一天！

8145: "力荐！我一分钱没冲，现在40多级，许多rmb玩家都没我厉害！
"

8146: 麻了个痹的。昨天上班玩。老板抓到，唉。

8147: 尼玛！这游戏这么好玩，你造吗？

8148: 游戏还行，不错，没事撸两盘。

8149: 我玩游戏没耐心，总是没两个小时就卸载。 这游戏是我唯一留下的。

8150: 我不说粗话，只说一句，TMD这也太好玩了。

8151: 冲着天龙这两个字来的。还行，真没有让哥失望！

8152: 哥玩手游可是没有排过队。这游戏太火了，还要排队，不过进去后，发现排队也相当值了，好在现在不用排队了！

8153: 端游经常通宵玩，怀念啊，手游也要下载来玩，我就不信了，我还能搞这个手游！

8154: 支持天龙八部！老子是壮志凌云的！啥时候和服啊！老开新服！多给店福利啊！

8155: 真心是很好玩的，越玩越有意思哦，早上起来第一件事就是天龙

8156: 搜狐真牛逼。出手游天龙了。他妈的，我们一起玩的早就玩了，都不跟我说，去看看去。

8157: 这下好了，在家玩电脑版天龙。出门就在手机玩，爽歪歪！！

8158: 卧槽！！！天龙手游都来了，下载来看好不好玩。与电脑版的比一比。

8159: 手机电池玩坏了

8160: 用流量上不去啊谁给我说说是咋回事

8161: 还不错，游戏都是探索出来的，有意思。

8162: 看到这么多评论，我来说说我的感受，流量玩无压力，就是有点费流量，也很费电，不到两个小时就没电了，我用的是小米手机

8163: 怎么我一登就停止运行！

8164: 不爽昨天刚买的橙色武器,今天自己打到绑定的擦擦擦

8165: 为什么更新后用流量上不去？？？

8166: 真好玩

8167: 怎么还没搞好啊，还让人玩不

8168: 在哪里结婚哪位大侠告诉我！！！！！！！！！！

8169: 轻功在那找

8170: 对呀 郁闷啊

8171: 更新两天了，用数据流量上不了，只有wifi能玩，求解释

8172: 我也是登不上，太怪了

8173: 我操，更新后玩不了啊，浪费老子流量

8174: 根本上不了，多久可以玩啊

8175: 打开了进不去啊求解释

8176: 登陆不上去……求解释

8177: 进不了游戏的朋友注意了  设置（切换）下你的移动网络接入点试试  解决问题的41区（如日中天）加好友  毛蓉香

8178: 登不上。。。姐转笑傲江湖。记住莪萧清。。此处不留姐。自有留姐处

8179: 我草。。。花了流量更新就登不上？？？

8180: 用流量死都登不上去

8181: 组队后退不了

8182: 怎么老是闪退啊

8183: 这是要闹那样啊，4兆宽带还不能登陆，到底要多少的宽带才能上线呀

8184: 是不是移动的网络真的不能玩？wifi在手机边上连着都进不去……

8185: 现实生活中找不到的强者的感觉在这里可以找到，我当然爱个游戏了。

8186: 我玩的时候服务器一登就上来了，游戏画面和打击感非常强！你们手机不好网络不好就别来喷游戏！

8187: 清新的画面，以及不错的打击感，特别是逍遥这个职业，我特别喜欢，作为一个萝莉控，感觉不玩这游戏。简直对不起我大叔这个称号

8188: 那个职业最厉害。我想玩最厉害的那个。

8189: 欧拉，欧拉，不错呦，没事时候就玩玩呗不错呦，没事时候就玩玩呗

8190: 真正真正的平民游戏，很好?。基本不要花钱就能玩的很爽的平民游戏，很好?。基本不要花钱就能玩的很爽

8191: 首先是故事情节！受小说影响，比较喜欢！然后是画面，内容等各个方面！首先是故事情节！受小说影响，比较喜欢！然后是画面，内容等各个方面！

8192: 朋友介绍我来玩这游戏的，没让我失望

8193: 赞的的，挺好玩，但是在难度简单一点就好了

8194: 为什么我可以玩呢？ 我也没有闪退啊，闯关，对战都没问题 我就普通红米

8195: 大家的选择是正确的，你值得拥有，哈哈，好

8196: 确实不错！顶，人物形象设计的很好。

8197: 说真心话，这确实是我玩过的一款比较好玩的游戏，

8198: 真3D，轻操控，多段连击！天龙五星必须的！

8199: 做为一个大牌的游戏公司，很重视游戏的版权，

8200: 游戏很好玩，很给力。期待越办越好！

8201: 我重来没有这么爱玩一个游戏?、我离不开它的生活

8202: 我只是因为诗诗代言才来的，后来发现还不错，给力

8203: 一不小心下载了天龙八部后就根本停不下来，太好玩了，

8204: 游戏里有丰富的玩法，和方便快捷的系统帮助，有代入感强烈的主线剧情，也有激情无线的玩家争斗，所以不要再犹豫了，赶快进游戏好好体验一番吧！！

8205: 好，前面我手机的问题不能登录，我就差评了，现在就来补个好评

8206: 挺好上手的，跟着主线就行了，不错

8207: 畅游的游戏我一直看好，这次也没有让我失望。

8208: 经典游戏真好玩，一天不玩愁要玩。

8209: 几天了，用移动网络登不上,360的工作人员都死了吗

8210: 建议积分兑换侠客多点,我段誉慕容博逍遥子都有了积分能干嘛

8211: 游戏不错,但有点耗钱充到V6战力前100都没有.尤其喜欢雪景苏州,美,但轻功不能在苏州城飞,唉

8212: 为什么登陆不上去？

8213: 还不错

8214: 你妈，移动的进不去，没人管吗。

8215: 用移动网络登陆不上，提醒没有可用网络。

8216: 连接不上到底什么情况？天龙给个话，

8217: 很好玩！第一次找到自己真心喜欢玩的游戏！

8218: 赞的的，挺好玩，但是在难度简单一点就好了

8219: 好玩，真好玩，特别好玩，不是一般的好玩。

8220: 很久没有热衷于一个游戏，现在全家人都在玩，而且个个都很上瘾

8221: 刚开始我玩疯了，早起第一件事就是打开天龙八部，老婆还为此跟我吵架，现在好了，她也迷上了，哈哈

8222: 游戏画面很不错……魅族MX4运行无障碍………可是体力实在是不够用啊！！！！…其他的都还不错……团队副本相当考验技巧

8223: 好玩，真好玩，特别好玩，不是一般的好玩。

8224: 上不去

8225: 好玩好哇好哇

8226: 更新后只有WiFi能进去  天龙 赶紧更新吧

8227: 移动无线怎么进不去

8228: 很好玩 可是怎么更新后用流量登不上去 必须用wifi 求修复啊

8229: 相当不错，祝福下，多添加些互动玩法！

8230: 几关打下来还是不错的，留着啦。

8231: 炫酷的技能，精美细腻的游戏画面，生动的人物形象强烈的打击感及金庸爷爷带来的羁绊感，使游戏变得更加吸引玩家，这是我认为天龙八部最吸引人的地方

8232: 好评，我的大神能完美运行，不错的画面！

8233: 真好玩，不给五星对不起这游戏呀！

8234: 我是新手，呵不知道到时候好不好操作。

8235: 支持支持这么好的游戏，我当然要支持了

8236: 树大招风呀，游戏好玩了，喷子们也就随之而来了，那些无故喷人的人，也不怕天打五雷轰吗。

8237: 在我看来这个游戏还是不错的，值得下载，。。。。。。。。。。。。。。。。。。。。。。。。。。 。。

8238: 游戏玩的好刺激～尤其是玩PK～玩的就是热血！

8239: 这款手游继承的天龙八部的精髓，在各方面做的都很出色。

8240: 一个好游戏先在于他的画面和配音，这点觉得还可以！然后个人觉得游戏里的系统玩法好！

8241: 宿舍姐妹都在玩，上课还偷偷玩，哈哈

8242: 由最开始同事一人玩，发展成我三个个表姐，表姐朋友，男朋友，一大群人玩这个了。。。

8243: 跟电脑天龙很象，哈哈，觉得挺不错

8244: 画面做的很好，特别是细节地方都做的很到位。

8245: 人物与建筑模型的刻画非常的生动

8246: 说实话，这说实话，这游戏在这呢么多手游里是难得的良心之作，我玩了二天没花一分钱，也玩的挺欢乐的游戏在这呢么多手游里是难得的良心之作，我玩了二天没花一分钱，也玩的挺欢乐的

8247: 这是我玩过最吸引我的游戏，很多功能，礼包，我会坚持一直玩到老的游戏，大家一起来玩吧，希望这个游戏越来越好，越来越火，我希望出来个交易功能，请采纳，谢谢，五星。。。。。

8248: 游戏真心的不错，玩过都知道，操作性很简洁，画面很大气！

8249: 朋友推荐的，感觉还不错，玩着玩着就上瘾了

8250: 任务多种多样，给玩家带来了不同的乐趣。

8251: 不错不错 终于知道为什么我姐喜欢玩了

8252: 昨天玩了会，有好多特色的玩法，好吸引人。

8253: 今天开始玩的，类似的游戏有很多，但是这个是我玩的最有趣的！现在我都动员我们全家一起玩啦！加油！

8254: 炫酷的技能，精美细腻的画面，还有那强烈的打击感

8255: 迫不及待的下载。安装，打开游戏，扑面而来的就是原著的金庸风格，仿佛我就是乔峰，我就是剑士。

8256: 妈吃饭玩这个，睡觉玩这个，看电视还玩这个，我看着要疯了。不过这游戏很好

8257: 支持这款手游哦·确实做的很好看·画面好·内容好·不像很多市面那种粗枝烂叶的·用心了

8258: 支持支持支持支持支持支持支持支持

8259: 我们公司的人都受我的影响都开始玩这个游戏了，互相加了好友，天天不亦乐乎啊！

8260: :游戏很好玩，剧情和效果都不错，运行也流畅，看看安卓的运行怎么样吧。

8261: 手游版的天龙八部终于来到了我们玩家的眼前。终于让我们等到了。

8262: 游戏中的活动时间安排的很合理，国内很少厂商会注意着点，值得给个五星。

8263: 要玩就玩大理 少林??，逍遥也许，用谁别用天山，后悔死了，装备爆率小的可怜，爆装备都是大理 少林 ，没天山的橙装。

8264: 这款游戏，曾有我一生最好的哥们 ，一群懂我的兄弟，一个伴随我左右的姑娘，只是现在大家老老了，回不去那种简单的日子，但是回忆却一直在这、

8265: 树大招风呀，游戏好玩了，喷子们也就随之而来了，那些无故喷人的人，也不怕天打五雷轰吗。

8266: 我很喜欢，我第一款花了钱玩得游戏

8267: 昨天玩了一天，饭都不顾上，今天起不来了。

8268: 自从更新就一直连接丢失，其他区都能上去二十区怎么上不去。我郁闷啊！谁知道怎哦回事

8269: 为什么登不上了，已经三天了

8270: 怎么登不上去啊

8271: 360币为毛不能用

8272: 为什么我的角色没有了？

8273: 给个说法！为什么我首充没有武器

8274: 我要气死了，才买的手机，才冲了钱，才玩这游戏几天，都几天上不了游戏了，老更新失败，新版本都不知道下了几次了，等待后提示网络连接不上，老子看电视，听歌都秒进，还说我网络问题，我那v8号啊，咋办吧，还说冲个v10,游戏都进不去，冲她  ，妹啊

8275: 移动网进不了，

8276: 这更新了，数据流量怎么进不去了呢，这游戏是不是没交费哦

8277: 好撚卡呀，這是甚麼爛服務器

8278: 闪退次数太频繁了，感觉要崩溃了。

8279: 打不开啊！

8280: 天龙端游玩了7、8年，现在改玩手游了，哈哈

8281: 尼玛！坑爹…登录不了！

8282: 更新后怎么老是闪退

8283: 很好玩

8284: 怎么更新后移动网络进不了。无线网络才能进。

8285: 轻功是咋用的

8286: 好玩,比那些要数据包的烂游戏好多了,三星mini完美运行。

8287: 游戏画面很好 打击感也很强烈 小说也好看

8288: 现在有多少手游是这种堪比PC游戏的？

8289: 这比其他游戏好多了，大爱，希望越做越好。

8290: 很好的游戏 找了好久 只有这款最合我心意

8291: 别听那些喷游戏的煞笔的，好不好自己玩了才知道，反正我很喜欢

8292: 刚开测，好多礼包，今天发了。哈哈，

8293: 哥们喜欢＼(^o^)／礼包太给力了

