1: 哈哈  一直用找乐在领礼包玩

2: 卡死在邓超、BABY跑的界面！动不了！无提示！
1226: 游戏的开门红，跑男就是不一样的

1227: 我靠！！！2000金币很值钱的

1228: RMB直接解锁，哈哈 我是土豪

1229: 100个名牌才能解锁一个人物

1230: 我觉得游戏更讲究游戏策略性

1231: 《奔跑吧兄弟2》太好玩了！！粉末登场。

1232: 哈哈，超爱的游戏，“撕名牌”太刺激了

1233: 跑男游戏中是关键角色就是邓超欧巴

1234: 游戏里‘撕名牌’等环节超赞的

1235: 最喜欢邓超了，超级跑鞋很帅！

1236: 老是闪退

1237: 不错

1238: 跑高分真难，有血条限制

1239: 闪退是什么鬼

1240: 本来模仿什么的就不说了，我升到9级，主线任务就没有了，这游戏没有主线任务是无法升级的。然后别人都升到20多级了，我还是9级。问题反馈给客服5天了，一点反应都没有。

1241: 怎么进不去呀！

1242: 很好

1243: 表示玩过天天风之旅之后对其他的跑酷就没有兴趣了。

1244: 玩不了

1245: 为什么我今天登不进去了？？？总是在缓冲！！！

1246: 出一个四五连跳的就好了

1247: 邓超太难得了，我得了一个安琪儿，邓超就剩一个名牌，怎么得也得不到

1248: 跑男出了第二季了，我期期都看了。

1249: 还行，和天天酷跑一样，已经不玩酷跑了，玩跑男呵呵。怎么没赫赫？纠结。。。。

1250: 用找乐玩有大礼包 真心不错

1251: 老是闪退，闪退

1252: 打开咋是黑屏？！

1253: 无尽模式还有大量的障碍、陷阱

1254: 宝蓝逗比组合也会加入到跑男团当中了

1255: 哈哈，超级赞的体验，喜欢的游戏

1256: 现在就和跑男一起跑起来吧~

1257: 在奔跑吧兄弟手游当中，肯定也会有不错的实力

1258: 宝宝还有不错的身手

1259: 宝宝是一位偶像实力派跑男

1260: 各种逗比的搞怪，让人常常捧腹大笑哦

1261: 若是解锁宝宝、超哥、baby这些高级角色，很开心的

1262: 无尽模式，需要有较好的操作技巧。

1263: 超哥被赋予哪些超能力了

1264: 奔跑吧兄弟团里面的宝蓝组合，太搞笑了

1265: 可得到限时的高级角色

1266: 在一定时间内没有撕下对手名牌，则会挑战失败。

1267: 让角色掉落大量道具物品

1268: 还是得在成就奖励界面来找。

1269: 达到指定签到天数时可领取签到奖励

1270: 超哥怎么获得？

1271: 领取到的成就点，这个成就点有什么用呢？

1272: 无尽模式是非常综合的挑战呢！

1273: 每天登陆签到，还不错的

1274: 一起走进奔跑吧兄弟跑男来了手游当中

1275: 原汁原味的展现了节目精彩环节

1276: 节目里面重磅人物超哥在手游里面肯定也是少不了的

1277: 各位小伙伴多多努力~

1278: 王宝强也是一个非常不错的角色。

1279: 幸运寻宝技巧很简单的

1280: 金币可通过各种方式得到

1281: 邓超常常让观众捧腹大笑。

1282: 当出现撕名牌时，系统会给大家提示

1283: 金币寻宝对大家来说就比较容易了

1284: 奔跑吧兄弟手游进入到游戏主界面

1285: 各种搞怪、各种爆笑、各种奇思妙想

1286: 都设置了各种任务和奖励选项。

1287: 追上也会比较容易，加油吧

1288: 撕名牌环节会在关卡模式、无尽模式、pk模式等出现。

1289: 刚开始遇到的撕名牌，很刺激

1290: 不要迟疑，撕下就对了。

1291: 真是散发各种奇思妙想。

1292: 让明星兄弟们常常是脑洞大开

1293: 超哥，奔跑吧兄弟跑男团队长

1294: 购买道具后也可在游戏结束后及时补充体力，继续奔跑。

1295: 大家有足够金币的话，建议可以升级下道具。

1296: 道具升级可以提升道具辅助效果

1297: 有条件的小伙伴可以解锁AB，和女神拘谨的奔跑。

1298: 同名手游，自然也少不了撕名牌这样刺激好玩的事情了。

1299: 钻石可在游戏内直接得到哦！

1300: Baby是最强悍的角色了

1301: 及时完成奔跑过程遇到的各种任务，比较爽

1302: 游戏内的多数辅助道具都可使用金币升级

1303: 目前已开启的几个角色呢？

1304: 不同角色会有不同的属性和技能效果

1305: 角色是硬性条件，我最喜欢超哥

1306: 无尽模式可以一直奔跑直到体力消耗完的

1307: 怎么在无尽模式当中跑得更快更远呢

1308: 每位玩家都可尽情的享受当跑男的乐趣。

1309: 撕名牌是奔跑吧兄弟节目最经典最刺激的环节了

1310: 作为游戏精髓，游戏还将继续上演撕名牌大战。

1311: 千万别忘记，在游戏里撕足够的名牌才能兑换相应的明星角色。

1312: 展现自己撕名牌的能力!

1313: 快来下载，和百万玩家一起共同奔跑~~

1314: 还有海量金币、钻石等奖励拿到手软!

1315: PVP排行榜酷炫来袭哦

1316: 真是一款让你欲罢不能的游戏!

1317: 神秘的探险之旅从这里开始。

1318: “大黑牛”一如既往的强势

1319: 还会一如既往的支持哦

1320: 他们“穿越”到游戏中，真心喜欢

1321: 受到无数粉丝的喜爱。

1322: 跑男团中最强和最萌的存在

1323: 最令人瞩目的莫过于全新跑男明星人物的登场、

1324: 赶紧来看看吧，说不定下个跑男就是你！

1325: 还有全新地图，都不错哦

1326: benpaoba

1327: 还可以和明星兄弟们一起体验奔跑的快感

1328: 跑男来了游戏中每位玩家都能体验真人撕名牌的决战快感

1329: 奔跑吧兄弟，真心喜欢的游戏

1330: 目前玩起来还行。这种游戏就是如此，有钱买装备自然牛逼，没钱就得艰苦奋斗、以此为乐了。别太较真

1331: 累积奔跑距离经常错误

1332: 大家好我是托

1333: 奔跑起来肯定是十分带劲

1334: 终于等到大黑牛和郑恺了

1335: 快来和我们一起重温跑男的精彩

1336: 游戏的画面还是比较新颖的。

1337: 只是主角换成了受大家喜爱的跑男

1338: 喜欢跑男的一定不要错过

1339: 让我们像明星一样奔跑吧!

1340: 包含的关卡都不错，很好玩

1341: 超哥1技能15级开启，效果每局免费复活1次。

1342: 宝宝名牌只需要签到满28天即可得到150个

1343: 无敌旋风，每30秒获得无敌旋风，5级开启

1344: 累计下就有了，实力也是比较相当的

1345: AB时装淑女夏日  好美

1346: 邓超25元就能得到哦。

1347: 想要获得，玩家必须集齐300个超哥名牌哦

1348: 奔跑吧兄弟2手游中跑男队长超级英雄超哥。

1349: baby专属技能：滑翔

1350: 真正的女神会让他的斗士像打了鸡血一样为她奉献一切。

1351: 宝宝可使用150个宝宝名牌兑换得到

1352: 两个角色进行pk的话，那是很有看头的

1353: 恺恺什么时候解锁

1354: 我的怎么只有宝宝，超哥，和贝比啊？？

1355: 怎么进去哦？

1356: 为什么要跑就是闪退啊！

1357: 为什么老是要跑就闪退啊！

1358: 两个角色进行pk的话，那是很有看头的

1359: 反正选择挺多的，解锁哪个都是可以的！

1360: 怎么能获得更高的通关分数。

1361: 大家的反应能力和左右脑配合。

1362: 2015和跑男一起全民狂欢

1363: 特色玩法在游戏中完美还原。

1364: 喜欢的朋友千万别错过。

1365: 典型的跑酷类游戏！

1366: baby的初始属性，体力：100

1367: 作为女神即使伪装的再淑女，她还是一个女神。

1368: 角色的价格相差不大，游戏内赠送的钻石也不少

1369: 求baby的属性介绍。

1370: 游戏中的角色和节目中的有什么不同呢

1371: 对于游戏中的Q版角色玩家也是再熟悉不过的了。

1372: 对此款游戏也是热情四溢呢，备受玩家欢迎。

1373: 好玩

1374: 小猎豹专属技能：撕名牌箭头减2

1375: 宝宝也有很厉害的武功绝学

1376: 小猎豹恺恺来了。快来看看吧。

1377: 萌萌哒，为了让大家尽快适应游戏！

1378: 我觉得大黑牛更适合新手玩家们

1379: 对于游戏中的Q版角色，我也是很喜欢的

1380: 比前面一款有什么变化呢，很好奇呢。

1381: 官方首发的,很喜欢的跑酷游戏

1382: 我最期待大黑牛了。哈哈哈

1383: 直接购买得到郑恺，一定！

1384: 和你的兄弟一起“奔跑”起来吧！

1385: 好好

1386: 还是有经典撕名牌环节不错

1387: 画面都处理的非常棒。

1388: 喜欢当奔跑吧兄弟跑男团队长

1389: 恺恺怎么还没有啊，啥时开启

1390: 恺恺怎么获得啊，是还没开启吗，

1391: 好玩

1392: 郑凯怎么解锁？

1393: 画面上采用了小清新的风格

1394: 完成躲避关卡障碍、撕名牌 很赞

1395: 还是期待李晨，角色是初始体力增加50%

1396: 超哥有哪些超能力，李晨很厉害

1397: 奔跑吧兄弟，喜欢的游戏

1398: 有综艺元素在其中，赞

1399: 是诚意十足的游戏

1400: 我就喜欢玩跑酷类的游戏啊

1401: 每周五都早早就在电视前等呢

1402: 大黑牛强壮的体格是相当显眼的

1403: 手游巨棒巨有趣，真心给你们100分

1404: 下面的评论怎么像加载时该说的话？

1405: 星矢超哥更偏向于跑跑分

1406: 有游戏感觉更喜欢这节目了

1407: 化身为大黑牛！！果然是大爆发

1408: 喜欢跑男的一定不要错过

1409: 奔跑吧兄弟！跑男。我来了

1410: 最喜欢用超哥，你呢？

1411: 奔跑吧兄弟跑男了手游宝宝和晨哥哪个更好呢?

1412: 超哥要更容易获得，星矢超哥只需要480钻石

1413: 终于集齐名牌兑换得到李晨啦

1414: 化身李晨，拥有小宇宙的力量。

1415: 加入了四位圣斗士兄弟，爆发小宇宙后的新角

1416: 看看你是否能敌得过大黑牛的进攻。

1417: 在游戏过程中，通过集齐相应道具即可获得并珍藏。

1418: 貌似还有一些取自于栏目中的经典形象。

1419: 有些取自于经典影视作品

1420: 拥有特殊的时装造型供玩家选择。

1421: 每位角色取自于节目中经典形象

1422: 让各个跑男兄弟各有特长，逗比卖萌尽显神通。

1423: 专属技能以及逗比时装加成，超级好玩

1424: 每位嘉宾配备了萌萌造型

1425: 还会加入嘉宾明星。最喜欢范冰冰了

1426: 多种地图任君选择，男女皆宜，轻松欢乐。

1427: 还真实还原了节目中的经典场景美丽的西湖、迷人的济州岛

1428: 星矢超哥和猎豹恺的技能是一样的

1429: 星矢超哥每局得分+20%，1级开启

1430: 跳跃、下滑、滑翔等操作都很简单。

1431: 小伙伴们赶紧加入进来吧

1432: 奔跑吧兄弟2跑男兄弟团成员都会悉数加入哦

1433: 好不好玩的？

1434: 玩家通过2个屏幕按钮操作即可实现角色多个动作

1435: 《奔跑吧兄弟2》采用了简单轻松的操作设定

1436: 轻松跑酷，精彩又刺激

1437: 畅享撕名牌环节带来的紧张与刺激感。

1438: 痛撕对手、路人名牌，感觉很爽

1439: 选择喜爱的跑男明星，一起玩

1440: 让每位玩家都能跻身欢乐的跑男大军

1441: 很赞，撕名牌有意思

1442: 通过再现节目中每期高潮版块——撕名牌

1443: 进不去

1444: 深度结合节目亮点，是我喜欢的

1445: 游戏首创撕名牌全新玩法，很有趣

1446: 搞笑无节操的撕名牌大战！

1447: 必须尽量避开这些会掉体力的障碍物，保存体力。

1448: 如果碰到怪物或障碍物会导致体力流失变快

1449: 增加了体力限制，体力会随着玩家奔跑而稳定流失

1450: 《奔跑吧兄弟2》不同于传统无尽跑酷游戏

1451: 为什么我套装都强化完了还是未激活

1452: 李晨、郑恺跑男明星邀你一起畅快“撕奔”!

1453: 真的是还原奔跑和撕名牌等节目亮点

1454: 开撕吧，你就是跑男!

1455: 想和李晨、郑恺一起撕名牌

1456: 尝试不一样的撕名牌跑酷

1457: 想让角色跑得更远，就努力通过养成玩法来提升体力上限吧!

1458: 不同的装备、宠物、道具也会影响开局的初始体力

1459: 这些角色的体力会根据等级的提升而增加

1460: 《奔跑吧兄弟2》植入了多位明星角色 很喜欢

1461: 这个也更考验玩家的大局意识和操作水平。

1462: 游戏更加紧张刺激了

1463: 需要在跑酷的同时关注自己的体力流失情况并进行适时补给

1464: 拾取血瓶或者撕名牌都能回升体力的

1465: 体力是可以进行补给的

1466: 能不能有点创新，天天酷跑已经玩腻了

1467: 为何人家打不开？？？

1468: 有谁知道客服群是多少吗？

1469: 我的手机坏了~

1470: 好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好

1471: 李晨很厉害，看看晨哥在节目里的表现，大家就知道了！

1472: 奔跑吧兄弟手游铃铛获取方法很多种的

1473: 我好喜欢baby

1474: 有条件的小伙伴们可以跟随超哥一起奔跑哦~

1475: 接触跑酷游戏不少，游戏上手都比较容易

1476: 可以看到小贤的两项技能也是比较给力的

1477: 超哥作为队长果然被赋予了很多常人不具备的超能力

1478: 我觉得玩游戏，还是以避开障碍为主。

1479: 金币多的地方往往会有比较多障碍陷阱

1480: 可以和跑男团成员一对一pk对抗哦！

1481: 邓超技能:三段跳

1482: 还得有比较好的操作技巧哦~

1483: 用皮糙肉厚、耐力十足来形容晨哥是相当恰当的

1484: 当然要领取到更多的成就奖励

1485: 游戏内不定期会有各种活动哦

1486: 各种活动礼包获取，这种途径很方便的

1487: 钻石寻宝机会比较大

1488: 幸运寻宝，钻石、金币、积分寻宝都有机会得到

1489: 为什么我的挑战很快就会失败。

1490: 签到奖励，还不错的

1491: 直接花了25RMB解锁得到邓超

1492: 无尽模式还有大量的障碍、陷阱

1493: 邓超是50个超哥名牌

1494: 宝蓝逗比组合也会加入到跑男团当中了

1495: 哈哈，超级赞的体验，喜欢的游戏

1496: 现在就和跑男一起跑起来吧~

1497: 在奔跑吧兄弟手游当中，肯定也会有不错的实力

1498: 宝宝还有不错的身手

1499: 宝宝是一位偶像实力派跑男

1500: 各种逗比的搞怪，让人常常捧腹大笑哦

1501: 若是解锁宝宝、超哥、baby这些高级角色，很开心的

1502: 无尽模式，需要有较好的操作技巧。

1503: 超哥被赋予哪些超能力了

1504: 可得到限时的高级角色

1505: 在一定时间内没有撕下对手名牌，则会挑战失败。

1506: 让角色掉落大量道具物品

1507: 还是得在成就奖励界面来找。

1508: 达到指定签到天数时可领取签到奖励

1509: 超哥怎么获得？

1510: 领取到的成就点，这个成就点有什么用呢？

1511: 无尽模式是非常综合的挑战呢！

1512: 每天登陆签到，还不错的

1513: 一起走进奔跑吧兄弟跑男来了手游当中

1514: 原汁原味的展现了节目精彩环节

1515: 饮料、能量、各个角色的名牌都会有点

1516: 节目里面重磅人物超哥在手游里面肯定也是少不了的

1517: 各位小伙伴多多努力~

1518: 王宝强也是一个非常不错的角色。

1519: 幸运寻宝技巧很简单的

1520: 金币可通过各种方式得到

1521: 邓超常常让观众捧腹大笑。

1522: 当出现撕名牌时，系统会给大家提示

1523: 金币寻宝对大家来说就比较容易了

1524: 奔跑吧兄弟手游进入到游戏主界面

1525: 各种搞怪、各种爆笑、各种奇思妙想

1526: 都设置了各种任务和奖励选项。

1527: 追上也会比较容易，加油吧

1528: 撕名牌环节会在关卡模式、无尽模式、pk模式等出现。

1529: 刚开始遇到的撕名牌，很刺激

1530: 不要迟疑，撕下就对了。

1531: 真是散发各种奇思妙想。

1532: 让明星兄弟们常常是脑洞大开

1533: 超哥，奔跑吧兄弟跑男团队长

1534: 购买道具后也可在游戏结束后及时补充体力，继续奔跑。

1535: 大家有足够金币的话，建议可以升级下道具。

1536: 道具升级可以提升道具辅助效果

1537: 有条件的小伙伴可以解锁AB，和女神拘谨的奔跑。

1538: 每次都闪退，狗屁不是！

1539: 同名手游，自然也少不了撕名牌这样刺激好玩的事情了。

1540: 钻石可在游戏内直接得到哦！

1541: 每次都闪退，狗屁不是

1542: Baby是最强悍的角色了

1543: 及时完成奔跑过程遇到的各种任务，比较爽

1544: 游戏内的多数辅助道具都可使用金币升级

1545: 目前已开启的几个角色呢？

1546: 不同角色会有不同的属性和技能效果

1547: 角色是硬性条件，我最喜欢超哥

1548: 无尽模式可以一直奔跑直到体力消耗完的

1549: 怎么在无尽模式当中跑得更快更远呢

1550: 每位玩家都可尽情的享受当跑男的乐趣。

1551: 撕名牌是奔跑吧兄弟节目最经典最刺激的环节了

1552: 作为游戏精髓，游戏还将继续上演撕名牌大战。

1553: 千万别忘记，在游戏里撕足够的名牌才能兑换相应的明星角色。

1554: 展现自己撕名牌的能力!

1555: 卡的不得了

1556: 还有海量金币、钻石等奖励拿到手软!

1557: PVP排行榜酷炫来袭哦

1558: 真是一款让你欲罢不能的游戏!

1559: 神秘的探险之旅从这里开始。

1560: “大黑牛”一如既往的强势

1561: 还会一如既往的支持哦

1562: 他们“穿越”到游戏中，真心喜欢

1563: xihuan

1564: 受到无数粉丝的喜爱。

1565: 跑男团中最强和最萌的存在

1566: 最令人瞩目的莫过于全新跑男明星人物的登场、

1567: 赶紧来看看吧，说不定下个跑男就是你！

1568: 还有全新地图，都不错哦

1569: 这款游戏推出后一直很受玩家们喜欢。

1570: 还可以和明星兄弟们一起体验奔跑的快感

1571: 跑男来了游戏中每位玩家都能体验真人撕名牌的决战快感

1572: 奔跑吧兄弟，真心喜欢的游戏

1573: 为什么一直出现叫我升级角色怎么退出a

1574: 好烂，不但奔跑时超卡，而且还容易闪退。完全抄袭天天酷跑，就是多加了个撕名牌。

1575: 还行，就是用wifi就进不去，要用流量才可以玩，这点有些坑

1576: 踏马得，根本进不去

1577: 怎么点角色 宠物 装备都提示我断开，但玩又没事。我等着升级人物

1578: 太渣了，闪退

1579: 诶，我的账号莫名其妙没了，今天恢复数据了，但是也没心情玩，任务变成初级，比如升至5级，我宝宝都27了，生成32才完成任务，而且万一号再没了呢，麻烦

1580: 联想手机也不行啊！100
0

1581: 手机助手里说好的大厅专属礼包呢QAQ～～～

1582: 听说赞点击两下就会取消

1583: 凯凯怎么获得？

1584: 漏洞太多 。  加载失败。加载游戏的时候闪退。

1585: 闪退，玩不了，开始游戏就退出来了

1586: 为什么我卡在了任务里

1587: 很好玩啊，说不好的是自己手机不行吧

1588: 为什么我卡在任务里了，卸了重安装也是这样，

1589: 很好玩的

1590: 很好玩，但是有时闪退

1591: 什么游戏啊，根本就打不开。

1592: 忒好玩了，喜欢跑男的给一个赞

1593: 不好玩不好玩不好玩不好玩

1594: 好是挺好，可是有时会打不开和闪退

1595: 打不开

1596: ben

1597: 抽奖巨坑！抽了3000钻石都没出四星宠物

1598: 能不能优化一下，卡死了，还闪退，我可以告诉你不是手机问题。

1599: 自己手机垃圾不要怪游戏不行，游戏不行你就别下载别玩啊！

1600: 游戏玩着忘记时间，累了就玩PP语音调戏下妹子，愉快的渡过闲暇时光！

1601: 昨天玩得，今天不得建议卸载了

1602: 好玩

1603: 什么啊。总是闪退这是浪费时间，浪费体力。速卸

1604: 玩的玩退了。

1605: 呜呜，为毛要联网

1606: haowan

1607: 一点开始游戏就退

1608: 不咋地

1609: 进去老好自动退出

1610: 怎么我进入游戏，角色看不到，叫我重新连接，重新连接也看不到我的角色。

1611: 绝对好玩的游戏，关键是送了很多金币和钻石，上手完全没问题！

1612: 非常不错的游戏！很有意思！！

1613: 这游戏真好玩，我最爱看跑男

1614: 进不去啊，什么意思。

1615: 哇瑟，小伙伴们都用找乐玩吧 有道具不用花钱了啊

1616: 我推荐大家不要下载这个游戏，老特么闪退！T^T

1617: 总闪退，画面不好看，一般

1618: and docked on

1619: 不好玩，打不开。跟天天跑一样。

1620: 晚上12点不开服的

1621: 服务器关闭几个意思？！TMD逗我玩吗？

1622: 完蛋玩意儿，服务器关闭了，上不去了

1623: 服务器怎么关了？

1624: 为什么我一上去就说服务器关闭啊

1625: 前两天还能玩，今天打开就说什么服务器关闭！什么意思？在维护？

1626: 服务器关闭！！！

1627: 好玩

1628: 服務器關閉幾個意思

1629: 上不去

1630: 撒破玩意噢，进都进不去，浪费我表情，

1631: 怎么玩两天玩不成了？
尼玛！！！

1632: 怎么突然用不了了呢

1633: 我才刚玩一天现在就上不去了

1634: 游戏进不去了什么情况。我想问到底有没有人管理哦

1635: 什么啊？一登录就显示服务器关闭

1636: 我爱的奔跑吧兄弟不能这样对我们啊。在玩我们的感情吗差点成功冒出来   ，停服

1637: 游戏要进两次我就不说了，，，抄袭我也不说了，，，，玩的时候有点卡我也不说了，，，尼玛服务器老关闭，，，这是要弄啥勒！！分时段玩？？？

1638: 突然就关服了什么意思？都不公告通知一下。想充值那周卡怎么都买不了。

1639: 这游戏儿童节前还可以玩的，儿童节之后就再也玩不了了！

1640: 大家不要以为是自己手机的问题其实是游戏本身的问题

1641: 又说6月1日至6月5日停服都到6月7日了还是开不了TAT

1642: 玩的时候有点卡，画面有的时候看不清楚。

1643: 怎么打不开

1644: 一开始就闪退，什么情况，坑爹

1645: 闪退啊尼玛

1646: 上不去呀！

1647: 我有外挂一局3十多万钻石，3千多万金币。

1648: 我明明已经花了25人民币买了队长，也解锁了，软件升级告诉我不能用了，换了个手机再登入却发现队长友不能解锁了，也显示了已购买，真是的

1649: ~一星也不想给
充完钱就闪退，还找不找客服

1650: 呀西，巧克力！！
好 好 好 好！！！

1651: 上不去呀

1652: 游戏还是不错的，小充了个v3。 关键是现在游戏能正常运行，装备，角色，宠物点不开，点了就提示重连，但是重连以后还是这样。第一件宝宝的兵王鞋子，莫名其妙就没有了，看了评论有遇到和我一样情况的，这个有没有官方人员给解释一下啊？

1653: 还没想夸两句呢！上去一看一点角色。宠物 装备就重连！搞毛线～才充的V4！

1654: 我买了个angelababy，第二天又锁上拉！坑爹啊！现在服务器又出错……

1655: 一点开始就退出，我也是醉了，看评论好多人都这样那就不是我手机的问题了，还能不能愉快的玩耍了！

1656: 为什么？我玩的就没问题呢？就是昨天点错卖错装备了…

1657: 好玩呢！你们的怎么样了？

1658: 这游戏，太好玩了，不过要是有包贝尔就好了。

1659: 我手机怎么就说游戏关闭呢

1660: 怎么上不去？

1661: 为什我里面前三名都是2亿多，而且分数还一模一样。。有外挂吗！？？？

1662: 每次我一按开始，就浪费一个体力，他就回主屏了

1663: 一直闪

1664: 差到死，一颗星都不想给，光演了片头动画，一进去就加载好久，最后显示游戏短线，可恶！骗人内存

1665: 为什么我连不上哟啊!！

1666: 进不去，怎么玩？

1667: 我昨天升级到7级给的兵王头盔，今天一登录，没了，怎么回事

1668: 很喜欢跑男但是这游戏为什么老是玩不了自己退出啊

1669: 没法玩!!

1670: 为什么我的队长突然把一个装备卡在装备栏了？卸不了，重新登陆了几次也没好？什么时候能修复？

1671: 我来说两句   真不错  相信跑男

1672: 还可以

1673: 跑男加油！

1674: 不好玩，没天天酷跑好玩，我天天酷跑有满级的齐天大圣狮闹闹

1675: 谁知道新手教程让点左上角，为什么点不进去？

1676: 进去了的，能告诉我为什么左上角点什么东西点不进去？

1677: 不错。

1678: 垃圾，登不上

1679: 希望跑男能一直拍下去，当然只要是跑男出版的我一定玩。

1680: 没玩过，不过相信跑男。

1681: 一点也不好，登不上

1682: 游戏很好啊，你们掉线卡死是手机的问题，昨天下载的，就昨天晚上卡了一会，一直都好着呢，充的V2，挺好玩的，比骗钱的天天酷跑好多了，助此游戏加油↖(^ω^)↗

1683: 进不去

1684: 我获得了两个钥匙，结果就一直叫我重连。

1685: 千万别玩 太次了 昨天冲完钱 今天的重新玩 钱也没了 还找不到客服

1686: 开发者就TM是个傻B！！！老闪退闪退的！！！

1687: 没有天天酷跑一半好玩。玩几盘就掉了，而且不是我们在玩游戏，是游戏在玩我们？

1688: 还可以

1689: 太垃圾了！！  电视里面还打广告，卧槽没有搞错吧！进都进不去还玩个毛啊！  神经病

1690: 垃圾 东西

1691: 登都登不上，下了三次三次都登不上。

1692: 很好

1693: 垃圾

1694: 我玩完一个任务就下线，在上线时新手领导让我做我做完的任务，搞得我没办法玩。

1695: 花钱一点不好

1696: 升到三级一点宠物就断线，这怎么玩

1697: 游戏有闪退，然后装备升级后重启又变成之前的等级，钻也白花了，还不返还，新装备也因为重启别老装备覆盖而消失，能给个说法吗，客服。

1698: 尼妹啊，天天酷跑的盗版，游戏画面还很差，玩个毛线啊，还不如开发成格斗游戏呢，总之烂的掉渣

1699: 一点也不好玩，很坑爹地千万不要下

1700: 客服，为什么我点击装备或者宠物都会说游戏已断线，但其他都可以，并且也可以开始游戏？切换别的账号是正常的，是我账号问题？

1701: 一般

1702: 一开始就闪退  维a  伐木累

1703: 不好玩

1704: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈

1705: 千万别下，下了玩玩就行，别充钱，第二天就没了

1706: 我昨天玩的，充了v1今天上游戏，重新开始新手教程，重新输入昵称，我补骗你们，我写这个只想让360知道，赶紧tmd给我找回来

1707: 垃圾，天天模仿有意思？还好天天酷跑玩的还中，那点破体力好干什么

1708: 不好玩,高仿天天酷跑。电视上广告看起来好玩一些。有一种被骗的感觉！

1709: 真心觉得好差，玩了还不到几分钟，就闪退，要么就是卡死，给一星都是好了。

1710: 什么破游戏呀

1711: 我想说幸好我天天酷跑玩得好这个游戏也逆天

1712: 我有种被骗了的感觉，这什么玩意啊，说好的恺恺去哪了，还有，为什么跟电视上宣传的一点也不一样的，What are you弄啥嘞

1713: 根本玩不了

1714: 垃圾中的垃圾   高仿天天酷跑    装备生满级第二天没了

1715: 什么鬼，登都登不上，什么游戏断线还要重连，重连也连不上，可有高人指点？

1716: 

1717: 差评!差评!差评!登都登不上,还玩哪样,一颗星都别想要

1718: 我所有东西都升级完了 今天一上。全没了。还重新取名。从一级开始。没法玩。这游戏

1719: 垃圾游戏，第二天玩角色没了，v2没了，什么都没了，千万别被骗了，这游戏天天回档，专门骗你们首充买礼包

1720: 很玩成

1721: 我去，天天酷跑

1722: 爽死了

1723: 都打不开。

1724: 一玩就闪退气死了！！！

1725: 什么破游戏，跑一局，就要闪退一把，靠

1726: 我的朋友刚弄个商城，目前急需人气，需要你的帮忙关注下，点击一下商城的二维码放大，再点击图中长按跳出，点击识别图中二维码，再点<关注>进入商城，谢谢了亲[愉快][愉快]

1727: 好好玩

1728: 游戏很好 不过有时我这会断线  还有一些意外 比如看到体力 进入超级就体力没了 现在好像修复了。。。还有防护罩有时好像不好使。。。

1729: 打都打不开，破游戏

1730: 不好玩

1731: 为什么每次一开始玩，就闪退

1732: 游戏很好就是人物有点少才3个

1733: 你们可以不要这样吗？不玩就算了呗。干嘛骂他们啊，有种你做个游戏啊，恐怕你连怎么做都不会把，我是跑男粉丝，所以不管怎样，只要和跑男相关联的游戏，视频我都会力荐。

1734: 太好玩了

1735: 还好玩啊！

1736: 一和二全是垃圾，就是各种骗钱，把游戏做成这样，也敢放出来

1737: 这分明就是天天酷跑，只是加上了撕名牌环节

1738: 揍这样

1739: 宠物突然没了 三星？求解释

1740: 太坑爹了闪退运行不了啊

1741: 什么破游戏

1742: 坑爹的游戏，装备会自动消失

1743: 老是闪退

1744: 不好的话，就删了呗

1745: 垃圾游戏，坑钱的

1746: 宠物是回来了，可是装备呢？没有宝宝的那件装备都不能进阶。算了，果断卸了！

1747: ^…^棒！

1748: 到2级，没有任务了，无法升级，能不能弄好了再拿出来，这么着急挣钱

1749: 进都进不去，怎么玩呀

1750: 太好玩了就是卡

1751: 大家下载葫芦侠坐等破解版

1752: 只有三个角色，两个还那么贵

1753: 这游戏，太坑了，老是闪退

1754: 关服从开装备消失还是没解决。让人玩吗？

