1: 酷毙了

2666: 还得有比较好的操作技巧哦~

2667: 至于避开障碍需要大量熟练操作。

2668: 用皮糙肉厚、耐力十足来形容晨哥是相当恰当的

2669: 当然要领取到更多的成就奖励

2670: 这个成就奖励也是比较给力的

2671: 成就点可直接兑换到钻石奖励

2672: 陈赫，使用200小贤名牌兑换得到

2673: 赤赤的技能，每30秒获得动感光波，30级开启

2674: 对于成就奖励可能不是很清楚

2675: 游戏内不定期会有各种活动哦

2676: 各种活动礼包获取，这种途径很方便的

2677: 建议大家可通过金币和积分寻宝

2678: 小贤直接可用金币解锁，想必大家也比较意外吧！

2679: 钻石寻宝机会比较大

2680: 幸运寻宝，钻石、金币、积分寻宝都有机会得到

2681: 为什么我的挑战很快就会失败。

2682: 若是没有及时避开，会扣除大量的体力

2683: 等李晨等级30级开启，没5秒获得野蛮冲刺

2684: 邓超是每局免费复活1次，技能开启条件，等级达到15级

2685: 铃铛有什么用？

2686: 首次通关时可得到通关奖励，每个关卡都可重复进入！

2687: 签到奖励，还不错的

2688: 150个宝宝名牌，或者18RMB直接解锁

2689: 直接花了25RMB解锁得到邓超

2690: 王宝强每局获得金币翻倍，技能开启等级15级

2691: 其实积分可通过pk模式得到

2692: 500积分可寻宝12次。

2693: 铃铛是升级角色必备道具

2694: 成就满50点可兑换20钻石、2000金币。

2695: R饮料可通过购买复活能量包直接得到

2696: 没有R饮料就无法得到奖励 ，，，555555。。。

2697: 无尽模式还有大量的障碍、陷阱

2698: 可以说成就奖励是二次兑换的。

2699: 邓超是300个超哥名牌

2700: 随着等级提升，铃铛需求量会不断提升。

2701: 更新了以后卡的要死，而且动不动就出来付款界面

2702: 15000金币寻宝12次。

2703: 还不清楚积分如何获得

2704: 玩不了秒退

2705: 宝蓝逗比组合也会加入到跑男团当中了

2706: 宝宝是每30秒获得磁铁，技能开启等级30级

2707: 哈哈，超级赞的体验，喜欢的游戏

2708: ...........

2709: 现在就和跑男一起跑起来吧~

2710: 在奔跑吧兄弟手游当中，肯定也会有不错的实力

2711: 宝宝还有不错的身手

2712: 宝宝是一位偶像实力派跑男

2713: 各种逗比的搞怪，让人常常捧腹大笑哦

2714: 1500金币寻宝1次

2715: 限时1天宝宝、baby、超哥，还有R饮料、能量、各个角色名牌。

2716: 升级需要的铃铛和金币也会不断增多。

2717: 若是解锁宝宝、超哥、baby这些高级角色，很开心的

2718: 当成就点累积满50点时，可兑换奖励

2719: 李晨满级等级：30级

2720: 无尽模式，需要有较好的操作技巧。

2721: 超哥被赋予哪些超能力了

2722: 铃铛是很重要的！

2723: 建议大家凑足300钻石再进行寻宝，可得到更多机会~

2724: 奔跑吧兄弟团里面的宝蓝组合，太搞笑了

2725: 还有名牌、能量、饮料、道具等等！

2726: 可得到限时的高级角色

2727: 积分寻宝可得到的奖励要比金币寻宝更好些

2728: 去死吧！！！！！！！！！！！！！！！！！！！！！！！

2729: 哇塞，超级好玩儿

2730: 一群猪

2731: 差死了，根本就进不去，还玩什么玩，我觉得吧，不下载更好

2732: 妹啊，完美闪退！下了老半天啊！大家别下！

2733: 讲不讲的去

2734: 好好玩啊
给10分

2735: 一般

2736: 赞赞sB啊！

2737: 赞赞赞不玩后悔卡出去什么的都是手机配置和垃圾过多的问题，我用450的中兴都能玩

2738: 挻好玩的，32个赞！

2739: 为什么没有郑凯啊

2740: 顶顶！！！

2741: 话说这个退出键在哪儿？

2742: 差到极致，我也就玩了11天，第一天，什么都没点，就被坑了30不说，现在打开人物都没有，什么都玩不了，破游戏，千万别玩，我用的还是三星S5

2743: 差死了，根本就进不去，还玩什么玩，我觉得吧，不下载更好

2744: 游戏一般，卡得要死，玩了20多关就因为一次卡，得重来了

2745: 又是打不开的破游戏

2746: 很好很好

2747: 要连网吗？

2748: ai

2749: 这个游戏还可以。

2750: 晨哥和广告上不一样！

2751: 为什么我无法评论

2752: 评论下，下载

2753: 我都没玩啊，呵呵，不知好玩不？

2754: 很好玩，超赞！！！

2755: 还行，不算太好玩

2756: 当然要领取到更多的成就奖励

2757: 这个成就奖励也是比较给力的

2758: 陈赫，使用200小贤名牌兑换得到

2759: 赤赤的技能，每30秒获得动感光波，30级开启

2760: 对于成就奖励可能不是很清楚

2761: 游戏内不定期会有各种活动哦

2762: 各种活动礼包获取，这种途径很方便的

2763: 建议大家可通过金币和积分寻宝

2764: 小贤直接可用金币解锁，想必大家也比较意外吧！

2765: 钻石寻宝机会比较大

2766: 幸运寻宝，钻石、金币、积分寻宝都有机会得到

2767: 为什么我的挑战很快就会失败。

2768: 若是没有及时避开，会扣除大量的体力

2769: 等李晨等级30级开启，没5秒获得野蛮冲刺

2770: 邓超是每局免费复活1次，技能开启条件，等级达到15级

2771: 铃铛有什么用？

2772: 首次通关时可得到通关奖励，每个关卡都可重复进入！

2773: 签到奖励，还不错的

2774: 150个宝宝名牌，或者18RMB直接解锁

2775: 直接花了25RMB解锁得到邓超

2776: 王宝强每局获得金币翻倍，技能开启等级15级

2777: 其实积分可通过pk模式得到

2778: 500积分可寻宝12次。

2779: 铃铛是升级角色必备道具

2780: 成就满50点可兑换20钻石、2000金币。

2781: R饮料可通过购买复活能量包直接得到

2782: 没有R饮料就无法得到奖励 ，，，555555。。。

2783: 无尽模式还有大量的障碍、陷阱

2784: 可以说成就奖励是二次兑换的。

2785: 邓超是300个超哥名牌

2786: 随着等级提升，铃铛需求量会不断提升。

2787: 15000金币寻宝12次。

2788: 还不清楚积分如何获得

2789: 呵呵，下了之后又上什么都没了

2790: 宝蓝逗比组合也会加入到跑男团当中了

2791: 宝宝是每30秒获得磁铁，技能开启等级30级

2792: 哈哈，超级赞的体验，喜欢的游戏

2793: 现在就和跑男一起跑起来吧~

2794: 在奔跑吧兄弟手游当中，肯定也会有不错的实力

2795: 宝宝还有不错的身手

2796: 宝宝是一位偶像实力派跑男

2797: 各种逗比的搞怪，让人常常捧腹大笑哦

2798: 1500金币寻宝1次

2799: 限时1天宝宝、baby、超哥，还有R饮料、能量、各个角色名牌。

2800: 升级需要的铃铛和金币也会不断增多。

2801: 若是解锁宝宝、超哥、baby这些高级角色，很开心的

2802: 当成就点累积满50点时，可兑换奖励

2803: 李晨满级等级：30级

2804: 无尽模式，需要有较好的操作技巧。

2805: 超哥被赋予哪些超能力了

2806: 铃铛是很重要的！

2807: 建议大家凑足300钻石再进行寻宝，可得到更多机会~

2808: 奔跑吧兄弟团里面的宝蓝组合，太搞笑了

2809: 还有名牌、能量、饮料、道具等等！

2810: 可得到限时的高级角色

2811: 积分寻宝可得到的奖励要比金币寻宝更好些

2812: 15000金币寻宝12次。

2813: 还不清楚积分如何获得

2814: 宝蓝逗比组合也会加入到跑男团当中了

2815: 铃铛有什么用？

2816: 幸运寻宝，钻石、金币、积分寻宝都有机会得到

2817: 为什么我的挑战很快就会失败。

2818: 若是没有及时避开，会扣除大量的体力

2819: 等李晨等级30级开启，没5秒获得野蛮冲刺

2820: 邓超是每局免费复活1次，技能开启条件，等级达到15级

2821: 铃铛有什么用？

2822: 首次通关时可得到通关奖励，每个关卡都可重复进入！

2823: 签到奖励，还不错的

2824: 150个宝宝名牌，或者18RMB直接解锁

2825: 直接花了25RMB解锁得到邓超

2826: 王宝强每局获得金币翻倍，技能开启等级15级

2827: 其实积分可通过pk模式得到

2828: 500积分可寻宝12次。

2829: 铃铛是升级角色必备道具

2830: 成就满50点可兑换20钻石、2000金币。

2831: R饮料可通过购买复活能量包直接得到

2832: 没有R饮料就无法得到奖励 ，，，555555。。。

2833: 无尽模式还有大量的障碍、陷阱

2834: 可以说成就奖励是二次兑换的。

2835: 邓超是300个超哥名牌

2836: 随着等级提升，铃铛需求量会不断提升。

2837: 15000金币寻宝12次。

2838: 还不清楚积分如何获得

2839: 宝蓝逗比组合也会加入到跑男团当中了

2840: 宝宝是每30秒获得磁铁，技能开启等级30级

2841: 哈哈，超级赞的体验，喜欢的游戏

2842: 现在就和跑男一起跑起来吧~

2843: 在奔跑吧兄弟手游当中，肯定也会有不错的实力

2844: 宝宝还有不错的身手

2845: 宝宝是一位偶像实力派跑男

2846: 各种逗比的搞怪，让人常常捧腹大笑哦

2847: 1500金币寻宝1次

2848: 限时1天宝宝、baby、超哥，还有R饮料、能量、各个角色名牌。

2849: 升级需要的铃铛和金币也会不断增多。

2850: 若是解锁宝宝、超哥、baby这些高级角色，很开心的

2851: 当成就点累积满50点时，可兑换奖励

2852: 李晨满级等级：30级

2853: 无尽模式，需要有较好的操作技巧。

2854: 超哥被赋予哪些超能力了

2855: 铃铛是很重要的！

2856: 建议大家凑足300钻石再进行寻宝，可得到更多机会~

2857: 奔跑吧兄弟团里面的宝蓝组合，太搞笑了

2858: 还有名牌、能量、饮料、道具等等！

2859: 可得到限时的高级角色

2860: 积分寻宝可得到的奖励要比金币寻宝更好些

2861: 根本打不开，老是自动退出。

2862: 很好玩，爱死这个游戏了

2863: 好玩啊！！！！！！！！！！！！！！！！！！

2864: 给老子解释一下为毛下了打不开？！艹

2865: 什么啊，都进不去

2866: 还行

2867: 喂什么没郑恺

2868: 好牛逼啊，，，竟然闪退了

2869: 下载了打不开，破游戏

2870: 垃圾，进不去!

2871: 欺负先来的啊，更新后每关通关奖励小贤名片，我那八十多张的名片呐！

2872: 顶顶顶！我爱死了！

2873: 这个游戏很好玩!!!不玩会后悔的哟

2874: 差评,我都取消支付了还是扣了我话费，不小心点错了就是扣钱的！！！！！

2875: 我的下载了打不开

2876: 我为什么下载了打不开

2877: 不错，挺好玩

2878: 很好玩啊！力挺。不玩会后悔哦

2879: 个人中心在哪儿

2880: 我很想玩，但为什么都没登上就闪退出来

2881: 经费户籍国防生的结婚方式给发个广告

2882: 重复发的烦的很家常菜

2883: pk模式在完成第5个关卡后解锁。

2884: 哈哈，50积分可寻宝一次

2885: 使用12次金币寻宝，有更高的几率得到好物品。

2886: 赞一个

2887: 钻石寻宝有机会得到永久性的

2888: 基本上每级一到两个铃铛即可。

2889: 奔跑吧兄弟手游成就奖励界面上方可看到当前累积的成就点

2890: 使用R饮料即可获得这些奖励

2891: 李晨的等级15级开启，撞障碍伤害-30%

2892: 在一定时间内没有撕下对手名牌，则会挑战失败。

2893: 让角色掉落大量道具物品

2894: 宝宝名牌、金币、道具、铃铛等奖励都不错

2895: 还是得在成就奖励界面来找。

2896: 达到指定签到天数时可领取签到奖励

2897: 角色初始升级时，铃铛需求量比较少

2898: 超哥怎么获得？

2899: 领取到的成就点，这个成就点有什么用呢？

2900: 无尽模式是非常综合的挑战呢！

2901: 陈赫可以直接使用金币购买

2902: 显然是300钻石寻宝更为划算。

2903: 幸运寻宝，寻宝分为钻石、金币、积分三种方式

2904: 每天登陆签到，还不错的

2905: 一起走进奔跑吧兄弟跑男来了手游当中

2906: 包括答题、撕名牌、完成其他任务等都很好玩

2907: 我叫晨哥，是体魄强壮的大黑牛

2908: 出现滚动的箭头提示，根据箭头方向滑动即可撕下对手名牌。

2909: 原汁原味的展现了节目精彩环节

2910: 在体力消耗完时，可以快速戳屏幕上出现的按钮

2911: 饮料、能量、各个角色的名牌都会有点

2912: 金币寻宝得到的奖励要比钻石寻宝差

2913: 300钻石寻宝12次

2914: 节目里面重磅人物超哥在手游里面肯定也是少不了的

2915: 各位小伙伴多多努力~

2916: R饮料让角色继续奔跑！

2917: 游戏里面设置了三大模式哦
融入了关卡模式众多的任务挑战

2918: 控制角色需要加速前进，追及对手

2919: 王宝强也是一个非常不错的角色。

2920: 幸运寻宝技巧很简单的

2921: 30钻石寻宝1次

2922: 玫琳凯贱卖你。‘

2923: 金币可通过各种方式得到

2924: 邓超常常让观众捧腹大笑。

2925: 成就奖励领取的奖励和其他奖励不同

2926: 当出现撕名牌时，系统会给大家提示

2927: 晨哥可通过多种方式得到哦。

2928: 金币寻宝对大家来说就比较容易了

2929: 寻宝分为钻石寻宝、金币寻宝、积分寻宝三类

2930: 在界面右上角即可看到闪闪发光的幸运寻宝。

2931: 奔跑吧兄弟手游进入到游戏主界面

2932: 设置了特别的寻宝活动。一起研究下如何幸运寻宝。

2933: 奔跑吧兄弟节目里面经常会设置寻宝环节

2934: 各种搞怪、各种爆笑、各种奇思妙想

2935: 都设置了各种任务和奖励选项。

2936: 饮料在体力耗尽时可以满血恢复体力

2937: 追上也会比较容易，加油吧

2938: 加速的地方也会不少

2939: 会有不少雪球阻挡，哈哈

2940: 撕名牌环节会在关卡模式、无尽模式、pk模式等出现。

2941: 晨哥可直接用钻石购买，这可是给大家一道惊喜啦，

2942: 无尽模式挑战难度会比关卡模式更大

2943: 刚开始遇到的撕名牌，很刺激

2944: 真
太好用了

2945: 说好的都市托   充钱买礼包 不到帐  骗钱的

2946: 第一关我点了，他妈就是打不开！

2947: 玩的时候登陆之后失败了没按上去就直接转跳到支付页面了（没有R饮料的时候），希望这一点官方能注意到。

2948: 早跟你们说过这是垃圾游戏，不但骗钱还系统乱码

2949: 垃圾！

2950: 好坑啊，还不如不更新呐，恶心

2951: 游戏很不错

2952: 打不开啊     ！！！  怎么回事

2953: 打不开，差劲极了！

2954: 打不开，气人

2955: 我郁闷，别下容易点错，我一不注意买了个30圆的baby……

2956: 为什么第二天登录就要重头开始

2957: 为什么打不开

2958: 打不开

2959: 不要迟疑，撕下就对了。

2960: 手游R饮料可以免费得到吗？

2961: 真是散发各种奇思妙想。

2962: 让明星兄弟们常常是脑洞大开

2963: 超哥，奔跑吧兄弟跑男团队长

2964: 成就奖励和其他奖励相似，很好玩

2965: 奔跑吧兄弟手游R饮料的功能比较强大

2966: 购买道具后也可在游戏结束后及时补充体力，继续奔跑。

2967: 大家有足够金币的话，建议可以升级下道具。

2968: 道具升级可以提升道具辅助效果

2969: 有条件的小伙伴可以解锁AB，和女神拘谨的奔跑。

2970: 同名手游，自然也少不了撕名牌这样刺激好玩的事情了。

2971: 钻石可在游戏内直接得到哦！

2972: Baby是最强悍的角色了

2973: 及时完成奔跑过程遇到的各种任务，比较爽

2974: 游戏内的多数辅助道具都可使用金币升级

2975: 目前已开启的几个角色呢？

2976: 幸运寻宝，钻石寻宝有几率直接得到永久性的晨哥哦

2977: 不同角色会有不同的属性和技能效果

2978: 角色是硬性条件，我最喜欢超哥

2979: 无尽模式可以一直奔跑直到体力消耗完的

2980: 无尽模式和关卡模式略有不同哦

2981: 使用300个晨哥名牌兑换得到

2982: 怎么在无尽模式当中跑得更快更远呢

2983: 每个模式都设置了不同的挑战内容

2984: 每位玩家都可尽情的享受当跑男的乐趣。

2985: 关卡模式、无尽模式、PK模式，都不错

2986: 撕名牌是奔跑吧兄弟节目最经典最刺激的环节了

2987: 看看晨哥怎么获得

2988: 作为游戏精髓，游戏还将继续上演撕名牌大战。

2989: 千万别忘记，在游戏里撕足够的名牌才能兑换相应的明星角色。

2990: 展现自己撕名牌的能力!

2991: 快来下载，和百万玩家一起共同奔跑~~

2992: 还有海量金币、钻石等奖励拿到手软!

2993: PVP排行榜酷炫来袭哦

2994: 真是一款让你欲罢不能的游戏!

2995: 还有全新升级版关卡，超级喜欢

2996: 神秘的探险之旅从这里开始。

2997: 新增全新的电影场景，不错

2998: 关卡升级 新增电影场景

2999: 春节版本，马上下载来一探究竟吧!

3000: “大黑牛”一如既往的强势

3001: 还会一如既往的支持哦

3002: 他们“穿越”到游戏中，真心喜欢

3003: 受到无数粉丝的喜爱。

3004: 跑男团中最强和最萌的存在

3005: 这一次，“晨妈妈”和“赫宝宝”将和你一起奔跑!

3006: 最令人瞩目的莫过于全新跑男明星人物的登场、

3007: “晨赫”玩穿越 春节版闪亮登场

3008: 赶紧来看看吧，说不定下个跑男就是你！

3009: 就是冲着恺来的。。

3010: 还有全新地图，都不错哦

3011: 这款游戏推出后一直很受玩家们喜欢。

3012: 还可以和明星兄弟们一起体验奔跑的快感

3013: 跑男来了游戏中每位玩家都能体验真人撕名牌的决战快感

3014: 奔跑吧兄弟，真心喜欢的游戏

3015: 全新地图，豪华大奖倾力助阵！

3016: 晨妈妈、赫宝宝善良登场

3017: 特别推出奔跑吧兄弟跑男来了新春版不错

3018: 奔跑吧兄弟跑男来游戏更新啦~

3019: 超级喜欢的游戏！喜欢ab

3020: 卧槽，太他妈的垃圾了，直接进不去

3021: 支持奔跑吧兄弟

3022: 差死了。什么破游戏

3023: 进不去啊，草

3024: 好玩

3025: 真好玩大家快玩

3026: 真不好玩老卡加

3027: 好评，这游戏真不错

3028: 很差，都下不上。

3029: 我去，点个返回键都会有充值界面出来，想钱想疯了吧？

3030: 晋级卡是用来做什么的

3031: 别下，根本进不去

3032: 分享推荐！！！

3033: 分享推荐！

3034: 非常有意思的一款终结跑车3

3035: 为什么再次登陆时之前的游戏记录变为零，关卡玩到十六关现在要从第一关开始玩起，之前买的游戏礼包也不见了，就是包含明星角色的，

3036: 赞赞

3037: 头发减肥法

3038: 闪退！！！！！

3039: 好好玩~

3040: 给个游戏说明好不。怎么也弄不了。

3041: 爱李晨爱陈赫！！！！

3042: 是啊老是闪退

3043: 小牛是熊戴琳好么

3044: 奔跑吧兄弟火热来袭，真心赞！

3045: 没有郑恺 沸腾心情立马歇菜 而且人物都不像 女生玩不花钱买角色就都是男生像 还什么都没有 打开的心情都木有了........什么都要钱 还连郑恺都没有 玩鬼啊 ！！！

3046: 太好玩了:-D

3047: 三星S5啊，不支持，我已经反应了无数遍了，理一下我好不好。

3048: 垃圾，都进不了，浪费我流量，大家不要下载

3049: 老闪退。不好 差评

3050: 两个版本都打不开，再也不想下载了

3051: 更新以后，，，，闪退，早知道不更新

3052: 好喜欢奔跑吧兄弟，李晨是大黑牛我是小黑牛

3053: 奔跑吧兄弟

3054: 奔跑吧兄弟

3055: 我就是冲着小贤来的

3056: 自开播以后，收视率稳坐第一哦

3057: 超哥，人物等级上限 30级

3058: 推荐给弟弟玩，他天天不吃饭

3059: 还原“撕名牌”、“夺宝箱”多种极具节目特色的玩法。

3060: 偶像与玩家一起开启全新酷跑旅程。

3061: 与你的偶像明星一起奔跑吧！

3062: 奔跑吧兄弟火热来袭，真心赞！

3063: 感受飞驰狂奔的“超快感”吧

3064: baby 每30秒获得盾牌

3065: 获得条件 还不算难

3066: 刚进去玩到第10关，退出后第2天打开程序，又是第1关，难道要存档吗？

3067: 300个超哥名牌才能获得邓超

3068: 王宝强人物等级上限 30级

3069: “兄弟团”逐渐受到了大家的喜爱

3070: 哈哈，欧巴！等等我！

3071: 邓超技能1效果 每局免费复活1次

3072: 这个游戏，还不错 玩了很久了

3073: 最近路上一直在玩，很有趣的

3074: 包含关卡和无尽两大模式，很喜欢

3075: 游戏以节目实地场景为原型呢

3076: 快快下载来体验，下一个“跑男”就是你。

3077: 朋友推荐的，感觉很棒的

3078: 游戏的活动别错过，奖励不错

3079: 对我这个新手来说还是很不错的

3080: 最爱的游戏，一回家就玩，哈哈

3081: 嘻嘻，好有趣的游戏。很刺激。。

3082: 《奔跑吧兄弟》让我们每个周五快乐无限。感谢！

3083: 真是美的画面，精彩激昂的玩着游戏

3084: 我哥哥带我玩的，很喜欢

3085: 好玩的游戏，人物都好可爱啊

3086: 为神马过不了任务，好笨好郁闷。。

3087: 游戏嘛，还是跑男给力啊

3088: 最近比较喜欢的游戏了，很有趣

3089: 画面效果不错的

3090: 、将明星形象与玩法内容相结合，好喜欢陈赫

3091: 目前感觉，操作很不错，好玩

3092: 手游中的极品了！喜欢的游戏。。

3093: 听朋友介绍的，我都追不上他们了。。

3094: 跑男系列又添新作——《奔跑吧兄弟：跑男来了》。

3095: 游戏里的这几只好可爱啊

3096: 我打不开

3097: 只为了胜利时的喜悦，一直喜欢跑男

3098: 躲避、伪装、隐藏、狂奔，刺激！

3099: 为什么心动D90打不开？(ㄒoㄒ)

3100: 真心不错，有没有一起玩的好盆友啊？

3101: 玩游戏还是跑男这类游戏给力

3102: 打不开

3103: 跑男我很感兴趣，下载试试吧

3104: 好久没玩游戏了，第一次玩跑男就被吸引了

3105: 充分满足玩家的手游社交需求

3106: 跑男来了支持单人对决和万人跑酷等多种线上赛

3107: 游戏的动作的展现的很细腻呢~

3108: 看节目看到手痒了的话就赶快下载吧！

3109: 很好玩的手机游戏，下载玩了好久了

3110: 不花钱也可以玩的很有乐趣的

3111: 尽最大可能保留节目的玩法和乐趣，赞一个

3112: 《奔跑吧兄弟：跑男来了》深入研究节目，很用心

3113: 让节目的每个粉丝都能体会到亲临节目的游戏体验。

3114: 全民狂欢，一起跑起来吧

3115: 挺好玩的，强烈推荐吧

3116: 我很喜欢，这个小游戏在我们寝室很火

3117: 这几对CP岂不是说邓超out

3118: 奔跑吧兄弟官方手游发布 ，很不错

3119: 奔跑吧兄弟:跑男来了同名跑酷手游

3120: 可以分成团体战或者个人战

3121: 玩了好久的游戏，会一直玩的

3122: 不想玩的时候暂停就可以了，打发时间是不错的

3123: 这个游戏真心喜欢~

3124: 冲击，冲刺，继续破纪录哈~

3125: 跑男大爆，baby

3126: 随后跑男也来了，一个手游好喜欢

3127: 心情郁闷，去跑一次

3128: 我很喜欢的游戏，推荐大家下载哈。

3129: 打造全民竞技新经典，支持

3130: 单人对决、万人跑酷，玩法创新

3131: 紧张刺激的争夺，一起玩吧

3132: 一起玩游戏，下一个跑男就是你

3133: 大黑牛“李晨”好可爱啊~

3134: 想亲自体验节目的刺激和欢乐了哦

3135: 让跑酷手游不再停留在“换皮”的固有概念中

3136: 经典的3D竖版跑酷，喜欢的游戏哦

3137: 跑酷类游戏，这个很刺激哦~

3138: 为什么这么多厉害的人啊~啊~ 啊~

3139: 经典的“撕名牌”玩法复刻到游戏中，太刺激

3140: 热门真人秀与跑酷合二为一。

3141: 只有将用户最喜欢的东西移植才能获得玩家的青睐。

3142: 让我们一起奔跑吧，兄弟！

3143: 有价值十万元的“重走跑男路”旅游大奖呢！！！

3144: 宝宝技能2开启 30级

3145: 刚才无聊 跑着居然把记录破了

3146: 这个游戏算是每个智能手机必下的吧

3147: 我昨天跑到很久，手机都热了！

3148: 是我喜欢的风格，简单有趣

3149: 推荐阿姨玩，都玩的不想吃饭了

3150: 玩了就不想停下来，哈哈

3151: 干嘛都要钱一  坑

3152: 同时还支持单人对决和万人跑酷等多种线上玩法哦~

3153: 多种节目特色玩法，老少咸宜

3154: 撕名牌、夺宝箱超有趣的

3155: 包含关卡和无尽两大模式，一起玩吧

3156: 背景以节目实地场景为原型，很真实

3157: 为什打不开？求解

3158: 众多人气明星均会登场哦~

3159: 《奔跑吧兄弟》授权改编的跑酷类手游，很喜欢

3160: 任务很简单，画面很可爱的游戏

3161: 每次结束就是要你复活充钱。太没意思了。

3162: 为什么酷派打不开。差评

3163: 不希望有体力，那样死的太快了，

3164: 下不了···

3165: 可以加个反撕吗？哈哈。躲避完立刻反撕

3166: 打不开！（COOlPad 8720L)

3167: 根本打不开！（COOlPad 8720L)

3168: 很不错，就是感觉无尽难度提升了很多，一不小心撞到障碍物血就少了一大截

3169: 游戏超级赞，喜欢节目，更喜欢手游

3170: 我妈都比我跑的厉害了

3171: 撕名牌、多宝箱，超期待

3172: 让宝宝 王宝强带你一路飞奔吧

3173: baby的人物等级上限 30级

3174: 是同名3D竖版跑酷类手游呢

3175: 《奔跑吧兄弟：跑男来了》将火热开跑。

3176: 360手游和乐逗游戏联合研发、很用心

3177: 由《奔跑吧兄弟》节目官方正版授权，真不错

3178: 同名3D竖版跑酷类手游《奔跑吧兄弟：跑男来了》一起玩吧

3179: 小伙伴们注意啦，手游来啦！！

3180: 玩起来超级流畅，画面也很不错

3181: 都看瞎了啊，手也酸了，休息下哈~

3182: 今晚活动，手游

3183: 跑男手游就是这般有趣吗

3184: 貌似玩了半个多小时，很累啊

3185: 画面色彩鲜艳，地铁里玩跑男，喜欢

3186: 看完跑男玩游戏，亲们不可错过哦。

3187: 有邓超、李晨、陈赫、郑恺、王宝强等明星上场

3188: 宝宝的技能每30秒获得磁铁

3189: 男粉丝每局初始体力+10%

3190: 太好玩了，值得一玩！！！

3191: 火遍全国的大型竞技真人秀节目——奔跑吧兄弟的游戏

3192: 还是不错的！

3193: 奔跑吧兄弟 跑男来了 确实很好玩

3194: 第一季跑男就要结束了，但可以一起玩手游

3195: 各位跑男中，你最支持谁呢？

3196: 撕名牌、夺宝箱……看不够，那就玩个够！

3197: 这是一款真正体现玩家意志的手机游戏。

3198: 在游戏类型、人物角色等方面都吸取了玩家建议

3199: 这款游戏真正由“全民制作人”共同参与的

3200: 一起躺在床上，我在玩手游

3201: 在游戏中集齐一定数量名牌，也可获得角色

3202: 跑男完了还有酷跑手游《奔跑吧兄弟跑男来了》!

3203: 一玩就玩了半个多小时

3204: ,神秘跑男队员化身大BOSS

3205: 真是太太太太太太太太太太太太好玩了

3206: 王宝强30级可以获得磁铁技能。

3207: 游戏中，向前滑动则是跳跃

3208: PK赛顾名思义，很有趣

3209: 特别是加速道具和加速的地标超级好用

3210: 跑男第一季收官 快来玩同名酷跑手游

3211: 玩了一会还不错，准备继续玩下去

3212: 好游戏就要一起玩，支持跑男

3213: 玩家的体力会逐渐消减的

3214: 当体力消耗光，游戏就会终止。

3215: 撞到障碍会掉落一定数量体力，速度也会减退

3216: 撕得越多，跑得越快，才最厉害

3217: 不能恢复数据

3218: 我是Baby，最擅长躺地上和别人撕名牌

3219: 众多人气明星悉数登场，不错吧

3220: 下载了几天，最近一直在玩，挺有意思的

3221: 大家千万不要更新

3222: 道具会帮助玩家获得更高的分数，

3223: 无敌冲刺、护盾等都很有用

3224: 最喜欢耍宝的“超哥”

3225: 门闸的设施，玩家要注意观察。

3226: 可意外获得或者购买一瓶“R”饮料补充体力。

3227: 玩法还是很丰富的！

3228: 跑男又来了!同名酷跑手游刚上线

3229: 通过这些动作，可操控角色吃道具，避开障碍等

3230: 向后滑动则是下铲。

3231: 500个Baby名牌才能解锁

3232: 我推荐，跑男还是很不错的吧~

3233: 很好很好很好很high

3234: 缩短时间，多拾取道具

3235: 玩家在看到终点出现时即可做好准备。

3236: 反应不过来，是智商的问题吗？

3237: 《奔跑吧兄弟：跑男来了》，谱写奔跑的未来!

3238: 我们一起奔跑！下载吧~

3239: 在电视里看明星”奔跑“，不如一起玩游戏呢

3240: 小贱贱“陈赫”才是我的最爱

3241: 在《奔跑吧兄弟》中火到没朋友的明星们，一一在游戏中亮相

3242: 搞笑的超哥，美丽的Baby都在哦

3243: 推荐给亲爱的，玩几次你就知道好玩了

3244: 玩家参与度高。游戏不坑！

3245: 强烈推荐啊，真心觉得不错

3246: 所有你喜爱的“兄弟团”都在这里和你首跑。

3247: 在每次到达终点前，会有一次滑动屏幕快速冲刺

3248: 到达终点前的快速冲刺

3249: 这款游戏的奔跑角色会给大家带来惊喜

