1: 又变一点了  还开不开啊。

2: 什么时候开。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
859: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

860: 真相只有一个，凶手就是你(*^__^*)

861: 是正版柯南十五字十五字十五字十五字……

862: 柯南正版手游必须五分好评！！！！

863: 等了这么久终于公测了，大爱

864: 终于公测啦公测啦啦

865: 玩游戏的时候有一种重新看了一遍动画的感觉.-

866: 柯哀在一起 在一起 在一起

867: 垃圾游戏侮辱柯南

868: 力挺柯南，可是这个软件总是闪退，希望以后能更新一下

869: 从内测的时候就一直在关注，终于要公测了，好期待

870: 怪盗基德怎么弄啊？好想要~

871: 体力总是不够用，我要升级啊啊啊

872: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

873: 柯南可以说是从小陪我成长的电视了，出了手游怎能错过？

874: 是正版柯南十五字十五字十五字十五字……

875: 好评 32个赞

876: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

877: 人物还原度很高，跟动漫里的一样呢

878: 凶手仍为找出，侦探仍需努力

879: 真相只有一个——就是太好玩啦~~~

880: 柯南终于出手游了，好期待=.=

881: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

882: 同学介绍的，玩着还不错

883: 求助求助，谁知道怎么加好友啊

884: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

885: 动漫看了两百集，希望游戏一样好玩

886: 很好很期待！

887: 忠实的柯南粉，期待精彩的柯南游戏世界。一liu_yiyo

888: 我的最爱。感觉好好玩～大家快下载来玩吧～感觉这个游戏棒棒哒～

889: 柯南迷们赞一个

890: 还不错哦，挺喜欢的，本来就很喜欢看名侦探柯南，现在有能玩，真的是美梦成真啊

891: 正版柯南，太怀旧了！！！

892: 对于柯南脑残粉的我来说，好玩的

893: 下载玩玩看

894: 很喜欢看柯南，这游戏也挺好的，不错，温习剧情

895: 我非常喜欢名侦探柯南这款游戏之前一直没玩上今天终于玩到了！

896: 很喜欢柯南，难得有这么个游戏，里面内容丰富，画面好看，挺一个~

897: 好玩！大爱名柯！怒赞！希望游戏越办越好！

898: 从来没玩过这么好玩的游戏！

899: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

900: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

901: 很不错的游戏，非常喜欢柯南，争取做到最好

902: 真心好玩，柯南迷们快来下载吧！

903: 真是太赞了!!我超级爱玩的(≧?≦)vrey nice

904: 喜欢名侦探柯南，所以希望游戏更好

905: 游戏很好玩冲着柯南去的

906: 太赞了。。good。。推荐去玩哦。。

907: 不错，好玩，一直就比较喜欢柯南

908: so good 祝游戏越做越好

909: 真的很好，大爱柯南！！

910: 超级好玩！力荐！！！

911: 为什么昨天还能玩的，今天就不能玩了

912: 一群托。。游戏就是单纯的卡牌对战( מּ,_מּ)进去有点慢，剧情都是跳过的，，挺失望，打着柯南的幌子啊

913: 柯南做成全自动卡牌，太违和了

914: 代金卷呢？？

915: 太烂了  和一般网页游戏一样  一天开好几个区  VIP到15  人物后加个框就说是卡牌游戏  就挂个柯南的名字而已

916: 超级好玩！力荐！！！

917: 愿名侦探柯南OL红红火火！

918: 希望多点动画效果和需要推理部分及剧情

919: 看柯南，玩游戏，明羁绊，忆剧情，动脑子，你还在等什么

920: 恭喜大火！

921: 探索游戏中

922: 卫星定位，很高大上啊

923: 感觉挺好玩的，全程有很多需要推理以及思考的地方

924: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

925: GOOD！游戏很好玩很喜欢~

926: GOOD！游戏很好玩很喜欢~

927: 无法运行，卡在升级少年侦探团徽章那里，没有反应。卸载了。

928: 为啥我的侦探徽章就没法升级呢

929: 游戏做的章节还是不错的

930: 还不错，画面声音都可以

931: 我觉得还可以，只不过，我不太喜欢卡牌的，我希望出一个用自己大脑破解的名侦探柯南

932: 好玩必须给五星，我都有救星新一和他爸了，还有合唱团灰原

933: 感觉挺有意思的，边玩边看看剧情，米3没有闪退过

934: 好玩，力顶柯南君

935: 名侦探柯南OL很给力啊 祝柯南越来越火 名侦探柯南OL越来越给力!

936: 游戏背景很好 有剧情

937: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

938: 怎么回事啊！总是闪退

939: 妈b的！真烂，居然把名侦探柯南做成这种垃圾东西！

940: 垃圾，都进不去，页面都进不了

941: 好玩！！！！

942: 开始战斗后就发现崩坏了……给好评的都是托啊！

943: 闪退是怎么回事？

944: Trustme,真心不好玩

945: 良心之作

946: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

947: 游戏还不错啊，真好玩！祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

948: 人物风格高度终于原著

949: 我相信名侦探柯南OL手游带给我的也是一段以后回想起来不错的回忆。

950: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

951: 那个老抢我科技碎片给我出来，保证不打死你！

952: 一直都在关注这款游戏，终于要公测啦

953: 画面挺不错，配音感觉会不会是原班人马…

954: 哪位哥哥带我一起玩啊~

955: 体力总是不够用，根本停不下来…

956: 灰原哀是我的女神女神女神~~~

957: 柯南粉一定要把这个游戏顶起来

958: 全球定位里那个隔壁家老王总是来抢我的商店=.=

959: 自从玩了柯南，一口气儿上五楼…

960: 运行很流畅，玩起来感觉很好

961: 柯南出手游啦，不用去撸啊撸了…

962: 小屁孩游戏

963: 好啊

964: 游戏福利挺不错，感觉我这种吊丝也能玩….

965: 谁知道如何款速获取卡牌啊？

966: 从小学生等到大学生，柯南终于出手游咯~

967: 全球定位系统很有新意，剧情也很吊，人物美，好评

968: 太好玩啦，必须五星好评

969: 剧情跟动漫一模一样，又重温了一遍

970: 祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

971: 顶 柯南手游

972: 柯南粉丝一定不能错过

973: 前一段新闻还在批柯南动漫，手游这都出了，看来是下了很大一盘棋里….

974: 步美的配音真是太好了，要是能多有点儿配音就好啦

975: 然而柯南早已看穿了一切

976: 签到就送我的女神灰原哀，赞！

977: 升级很快啊，第一天都快40级了

978: 赶紧开新服赶紧开新服

979: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

980: 本来一星都不想给的，没办法咯，系统这傻 逼最低都得给一星，你的游戏这么好，怎么不最低给5星呢？垃圾游戏，我都想吐，哎，死吧，找那么多托，赚了钱就收手，人人只上一次当，你就赚大了不是吗？煞笔，日你妈

981: 非常好玩

982: 业界良心 经典还原

983: 那个全球定位很有意思的

984: 有新兰党没？

985: 买个月卡玩玩看

986: 服务器竟然爆满 爆满 爆满进不去！

987: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

988: 人物之间都有缘分，阵容的选择十分重要

989: 柯南正版手游必须五星好评

990: 不知道能不能在游戏中见到黑衣组织BOSS呢

991: 好玩 好评

992: 影愈黑，暗愈浓，推理之光划破夜空~~

993: 沉睡的小五郎是五星卡  我也是醉了

994: 感觉有上百张卡牌人物，希望能早点儿收集齐

995: 属性可以相克，千万别忽略

996: 刚在碉堡神器看了视频还不错，找到这里下了

997: 我的名字是工藤新一，是解决困难案件的高中生名侦探~

998: 大家是哪个区的啊。有人跟我一起玩么么

999: 用找&乐有大礼包

1000: 进都进不去 玩屁啊

1001: 到了徽章合成页面，徽章不全也让合成，一点就没反应咯，逻辑错误

1002: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

1003: 凶手仍为找出，侦探仍需努力

1004: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

1005: 同学介绍的，玩着还不错

1006: 求助求助，谁知道怎么加好友啊

1007: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

1008: 给灰原哀配音的妹纸 挺不错挺不错……

1009: 配音真是一级棒

1010: 画面挺不错，人物也挺精致的

1011: 专注柯南三十年

1012: 全球定位 这个玩法有点儿吊啊

1013: 垃圾！柯南游戏做打斗收集卡片！我还以为是解谜游戏呢

1014: 柯哀终于在游戏里走到了一起  (*^__^*) 嘻嘻

1015: 不枉我看了这么多年的柯南，竟然出手游了

1016: 好评 好评

1017: 虽然跟心里想的有些差别，不过总体上是一款不错的柯南手游

1018: 柯南是款好游戏

1019: 美了美了醉了醉了  柯哀柯哀柯哀=.=

1020: 习惯性好评

1021: 体力少 体力少~~我要体力 我要体力~~~~

1022: 谁知道黑衣组织终极BOSS？

1023: 画风很不错，玩法也很好

1024: 终于圆了我的侦探梦~感谢CCTV~感谢柯南~感谢……

1025: 剧情还原度真是高，基本上所有经典案件都能在副本中体验

1026: 二十年经典

1027: 什么时候开新服啊？

1028: 很好玩 首充了下 就有 合唱团柯南勒

1029: 力顶柯南，我是新兰党

1030: 魅族完美操作。。。

1031: 好玩好玩好玩好玩好玩好玩玩玩玩

1032: 看见柯南正版我就滚进来了

1033: 柯南五星好评不解释

1034: 经典还原  就是这样。

1035: 小米手机完美运行~

1036: 全球定位玩法真是碉堡啊…竟然发现周围好几个玩柯南的…

1037: 看柯南那阵儿还是小学生 现在都工作了 ，没想到竟然出手游了，一定要重温下

1038: 剧情还原度很高，动漫里的人物基本都有出现

1039: 敬请关注名侦探柯南，推理秀即将上演~~~

1040: 敬请关注名侦探柯南，推理秀即将上演~~~

1041: 真相只有一个，凶手就是你(*^__^*)

1042: 柯南正版手游必须五分好评！！！！

1043: 终于公测啦公测啦啦

1044: 玩游戏的时候有一种重新看了一遍动画的感觉.-

1045: 怪盗基德怎么弄啊？好想要~

1046: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

1047: 好，点个赞！

1048: 为什么老是闪退，而且后来进不去了

1049: 为什么换不了人物？

1050: 很不错的游戏，真相只有一个：那就是好玩！！

1051: 进不去，破

1052: 从小就喜欢名侦探柯南，看到这个游戏就马上下载下来玩，希望这个游戏越来越多人喜欢，也祝柯南跟小兰永远在一起

1053: 从内测的时候就一直在关注，终于要公测了，还不错的游戏！
一个小小的建议：要是体力无限就好了，欲罢不能，玩的乐不思蜀啊！
祝游戏红红火火，人气爆棚！

1054: 好玩是好玩，但是。。。。。尼玛老是闪退是几个意思啊

1055: 总是闪退 玩毛啊

1056: 闪退进不去玩你麻痹？

1057: 进不去不好玩儿刚刚我进去了幼稚的游戏，就不好玩。

1058: 一更新就闪退，游戏都进不去，玩个软

1059: 玩不了

1060: 今天早上更新后就一直闪退

1061: 说这个游戏好的人，绝对是托，花钱开隐身都能被抢碎片。。打着柯南旗号赚钱！差评！评论假的一比，有审核！

1062: 呵呵，魔游世纪是开发商，坐等游戏被毁，坑完了黑猫维兹的玩家，现在是柯南了。

1063: 有意思的游戏，总让我想起PP语音上面和我一起玩的火辣妹子，好美好有胸！

1064: 太好玩了，跟动漫里面好相似呀！

1065: 好好玩 各种模式让人欲罢不能。希望能做得越来越好

1066: 是正版柯南十五字十五字十五字十五字……

1067: 给力 牛逼的

1068: 等了这么久终于公测了，大爱

1069: 柯哀在一起 在一起 在一起

1070: 童年的记忆啊

1071: 从内测的时候就一直在关注，终于要公测了，好期待

1072: 体力总是不够用，我要升级啊啊啊

1073: 真的很不错

1074: 柯南可以说是从小陪我成长的电视了，出了手游怎能错过？

1075: 好评 32个赞

1076: 人物还原度很高，跟动漫里的一样呢

1077: 真相只有一个——就是太好玩啦~~~

1078: 柯南终于出手游了，好期待=.=

1079: 闪退

1080: 玩了十几分钟，实在是玩不下去了！开发商不不仅是在骗钱，简直是在侮辱玩家的智商，艹！

1081: 第一次有这么强烈的冲动光卸载还得来吐槽的游戏，低智，全毁了。

1082: 草腻嘛，骗人的狗东西，还不能反馈问题，开启保护，碎片照样丢，腻嘛逼花钱只当喂狗了，卸载狗比玩意。

1083: 今早起来一直闪退，好烦的

1084: 搞笑，我坐在wifi前面你跟我说网络连接不上。

1085: 说这个游戏不好的人，也真是醉了，这游戏不管是画面还是剧情，都很贴切动漫，你见过有那么几个动漫游戏会神还原吗？难得出现几个，好游戏都是经过不断的改变才出来的，哪有一开始就特别好？我玩游戏这么多年，就是觉得这游戏好玩！

1086: 一直闪退，我也是醉了

1087: 毁了这部动画的名声，粗制乱造

1088: 闪退闪的烦死了，无爱了。

1089: 卡死了。

1090: 玩了以后瞬间对柯南无爱了

1091: 不好玩呀

1092: 毁了一部动漫，渣东西

1093: 这明明是个老游戏，很久之前就玩过。现在又成了首发了。。无语

1094: 不好玩是卡牌以为真的是让我家自己破案

1095: 还以为会有解谜的情节，没想到完全是无脑的卡牌游戏而已，如果仅仅是为了柯南而玩的话，还不如直接再看一遍柯南吧！

1096: 玩了这个游戏，我都不想看柯南了。

1097: 还不错哦

1098: 游戏不好吧、就是模仿七龙珠、还这么推广

1099: 差评不解释！！！

1100: 超无聊

1101: 我是新兰党，可是万万没想到，柯南和小哀才是这个游戏的主角，新手指导也是小哀来讲解，是新兰党的建议不要下，而且居然还是卡牌对战。真的是很无聊，每天签到一下，调查一下案件（把柯南里面的情节搬出来，然后加上卡牌对战）还有一些乱七八糟的东西，无聊啊，他们创造这个游戏，就只是想着加上柯南的噱头，让喜欢柯南的人下载，而没有想到，喜欢柯南的人，玩过这个游戏之后的感受。700多的好评哪来的？我反正是不喜欢，差评。

1102: 真心不好玩

1103: 好无聊

1104: 不错,很好玩

1105: 真相只有一个，凶手就是你(*^__^*)

1106: 敬请关注名侦探柯南，推理秀即将上演~~~

1107: 剧情还原度很高，动漫里的人物基本都有出现

1108: 科技碎片老被别人抢走，谁来教教我该怎么办嘛~呜呜~~

1109: 剧情还原度很高，动漫里的人物基本都有出现

1110: 我要一个打十个~把所有侦探都收集齐~~

1111: 看见柯南正版我就滚进来了

1112: 好玩好玩好玩好玩好玩好玩玩玩玩

1113: 魅族完美操作。。。

1114: 柯南正版手游必须五分好评！！！！

1115: 终于公测啦公测啦啦

1116: 玩游戏的时候有一种重新看了一遍动画的感觉.-

1117: 怪盗基德怎么弄啊？好想要~

1118: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

1119: 力顶柯南，我是新兰党

1120: 是正版柯南十五字十五字十五字十五字……

1121: 很好玩 首充了下 就有 合唱团柯南勒

1122: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

1123: 什么时候开新服啊？

1124: 很不错的游戏，非常喜欢柯南，争取做到最好

1125: 凶手仍为找出，侦探仍需努力

1126: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

1127: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

1128: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

1129: 同学介绍的，玩着还不错

1130: 从来没玩过这么好玩的游戏！

1131: 求助求助，谁知道怎么加好友啊

1132: 好玩！大爱名柯！怒赞！希望游戏越办越好！

1133: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

1134: GOOD！游戏很好玩很喜欢~

1135: 动漫看了两百集，希望游戏一样好玩

1136: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

1137: 很好很期待！

1138: 感觉挺好玩的，全程有很多需要推理以及思考的地方

1139: 忠实的柯南粉，期待精彩的柯南游戏世界。一liu_yiyo

1140: 卫星定位，很高大上啊

1141: 我的最爱。感觉好好玩～大家快下载来玩吧～感觉这个游戏棒棒哒～

1142: 柯南迷们赞一个

1143: 探索游戏中

1144: 恭喜大火le

1145: 还不错哦，挺喜欢的，本来就很喜欢看名侦探柯南，现在有能玩，真的是美梦成真啊

1146: 柯南战斗力不是第一？这不科学！

1147: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

1148: 正版柯南，太怀旧了！！！

1149: 服务器竟然爆满 爆满 爆满进不去！

1150: 对于柯南脑残粉的我来说，好玩的

1151: 买个月卡玩玩看

1152: 有新兰党没？

1153: 下载玩玩看

1154: 好玩不错 henhao

1155: 很喜欢看柯南，这游戏也挺好的，不错，温习剧情

1156: 我非常喜欢名侦探柯南这款游戏之前一直没玩上今天终于玩到了！

1157: 那个全球定位很有意思的

1158: 很喜欢柯南，难得有这么个游戏，里面内容丰富，画面好看，挺一个~

1159: 业界良心 经典还原

1160: 好玩！大爱名柯！怒赞！希望游戏越办越好！

1161: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

1162: 从来没玩过这么好玩的游戏！

1163: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

1164: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

1165: 很不错的游戏，非常喜欢柯南，争取做到最好

1166: 祝游戏大火，越来越好，希望工作人员再接再厉，创新出更好的游戏，加油！！！

1167: 挺好的☆

1168: 我去……我五十级的游戏数据啊……还能不能愉快的玩耍了？！

1169: 就那样吧，跟其他游戏没什么差别。就是老是闪退让我没法好好玩

1170: 。。。卡牌游戏渣爆了，不好玩

1171: 天呐，灰原好烦啊！一直引导，我都没法玩了，果断删了

1172: 挺无聊的，但是冲着柯南还算可以吧，剧情也是乱糟糟的

1173: 我为什么进不去啊

1174: 不好玩了

1175: 这也叫柯南游戏？头一次简单柯南他们还要下副本跟别人肉搏

1176: 我想客户端

1177: 现在飞天密室进不去了

1178: 提示网络链接失败求解

1179: 欢迎加入  永恒の柯南 门牌号:445873707

1180: 我的东西全没有了，内测还有公测就没了

1181: 画风不错，但和别的刀塔一样，很无聊（除非你喜欢刀塔）

1182: 天神游戏没有词形容。

1183: 一上来就十几分钟新手指引，根本没心情玩下去

1184: 有点失望，，，游戏动不动就闪退。

1185: 冲着柯南来玩的，虽然不太喜欢卡牌的手游

1186: 为什么说网络连接失败，我用的是ｗｉｆｉ

1187: 好玩吗？期待中

1188: 真心好玩，柯南迷们快来下载吧！

1189: 真是太赞了!!我超级爱玩的(≧?≦)vrey nice

1190: 柯南是我的最爱，希望游戏越做越好

1191: 喜欢名侦探柯南，所以希望游戏更好

1192: 配音很不错

1193: 游戏很好玩冲着柯南去的

1194: 太赞了。。good。。推荐去玩哦。。

1195: 不错，好玩，一直就比较喜欢柯南

1196: so good 祝游戏越做越好

1197: 真的很好，大爱柯南！！

1198: 游戏画面和配音都一级棒

1199: 超级好玩！力荐！！！

1200: 希望多点动画效果和需要推理部分及剧情

1201: 恭喜 大火

1202: 看柯南，玩游戏，明羁绊，忆剧情，动脑子，你还在等什么

1203: 探索游戏中

1204: 卫星定位，很高大上啊

1205: 感觉挺好玩的，全程有很多需要推理以及思考的地方

1206: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

1207: GOOD！游戏很好玩很喜欢~

1208: 为啥我的侦探徽章就没法升级呢

1209: 游戏做的章节还是不错的

1210: 还不错，画面声音都可以

1211: 我觉得还可以，只不过，我不太喜欢卡牌的，我希望出一个用自己大脑破解的名侦探柯南

1212: 好玩必须给五星，我都有救星新一和他爸了，还有合唱团灰原

1213: 感觉挺有意思的，边玩边看看剧情，米3没有闪退过

1214: 好玩，力顶柯南君

1215: 名侦探柯南OL很给力啊 祝柯南越来越火 名侦探柯南OL越来越给力!

1216: 游戏背景很好 有剧情

1217: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

1218: 老掉线

1219: 麻痹，柯南还弄个卡牌，

1220: 很普通的卡牌对战游戏 画面也不是很精致 与预期差太远 玩一下就卸了

1221: 这游戏玩的不明所以，非常的差，人物对话基本无视，10分 看在柯南陪伴我的童年勉强给个3分

1222: 五分钟后删了，浪费时间

1223: 期望很高，很喜欢看，希望游戏别让我们失望

1224: 游戏还不错啊，真好玩！祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

1225: 人物风格高度终于原著

1226: 我相信名侦探柯南OL手游带给我的也是一段以后回想起来不错的回忆。

1227: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

1228: 一直都在关注这款游戏，终于要公测啦

1229: 画面挺不错，配音感觉会不会是原班人马…

1230: 哪位哥哥带我一起玩啊~

1231: 体力总是不够用，根本停不下来…

1232: 灰原哀是我的女神女神女神~~~

1233: 闪退

1234: 好多水军。。。

1235: 很好玩的游戏啊

1236: 其余都还好  优化太渣～  玩久了就会卡～

1237: 柯南粉一定要把这个游戏顶起来

1238: 全球定位里那个隔壁家老王总是来抢我的商店=.=

1239: 自从玩了柯南，一口气儿上五楼…

1240: 运行很流畅，玩起来感觉很好

1241: 柯南出手游啦，不用去撸啊撸了…

1242: 游戏福利挺不错，感觉我这种吊丝也能玩….

1243: 谁知道如何款速获取卡牌啊？

1244: 从小学生等到大学生，柯南终于出手游咯~

1245: 全球定位系统很有新意，剧情也很吊，人物美，好评

1246: 太好玩啦，必须五星好评

1247: 剧情跟动漫一模一样，又重温了一遍

1248: 可以上阵好多人物，看来要多多收集卡牌啦

1249: 上来就有阿笠博士..看来他不是终极BOSS…

1250: 太好玩啦，根本停不下来

1251: 祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

1252: 顶 柯南手游

1253: 柯南粉丝一定不能错过

1254: 垃圾游戏，不如直接做剧情游戏了，还勉强加上战斗

1255: 前一段新闻还在批柯南动漫，手游这都出了，看来是下了很大一盘棋里….

1256: 步美的配音真是太好了，要是能多有点儿配音就好啦

1257: 然而柯南早已看穿了一切

1258: 礼包礼包~哪里可以领取礼包！

1259: 签到就送我的女神灰原哀，赞！

1260: 进不去。说好的是水军。

1261: 升级很快啊，第一天都快40级了

1262: 赶紧开新服赶紧开新服

1263: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

1264: 业界良心 经典还原

1265: 那个全球定位很有意思的

1266: 好玩不错。

1267: 有新兰党没？

1268: 人好多啊~~

1269: 买个月卡玩玩看

1270: 闪退。。。垃圾

1271: 服务器竟然爆满 爆满 爆满进不去！

1272: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

1273: 人物之间都有缘分，阵容的选择十分重要

1274: 柯南正版手游必须五星好评

1275: 不知道能不能在游戏中见到黑衣组织BOSS呢

1276: 好玩 好评

1277: 影愈黑，暗愈浓，推理之光划破夜空~~

1278: 沉睡的小五郎是五星卡  我也是醉了

1279: 感觉有上百张卡牌人物，希望能早点儿收集齐

1280: 属性可以相克，千万别忽略

1281: 快来找我一起玩

1282: 游戏整体上不错，不过好友还不太完善啊，期待尽快出！

1283: 呵呵，看了好多年柯南，竟然出手游了

1284: 垃圾。。。很不好玩。。。没意思

1285: 我的名字是工藤新一，是解决困难案件的高中生名侦探~

1286: 大家是哪个区的啊。有人跟我一起玩么么

1287: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

1288: 凶手仍为找出，侦探仍需努力

1289: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

1290: 同学介绍的，玩着还不错

1291: 求助求助，谁知道怎么加好友啊

1292: 很卡

1293: 麻痹 商城在哪里啊 我擦

1294: 一个推理动画也能做成卡牌对战游戏，就算是这个模板再好翻，也不用这么糟蹋悬疑推理故事吧？！垃圾中的垃圾！

1295: 好无聊的游戏

1296: 很好玩

1297: 蜘蛛公馆服务区去哪了？！！我玩了好长时间的

1298: 代金卷哪里有啊

1299: 真心不错的游戏   ，就是系统还有待提高   粉丝应该力挺一下

1300: 总是卡退啊……

1301: 不错，但怎么总是自动停止游戏。

1302: 很烂很烂的垃圾游戏，不充很多钱就别玩，被气死就不好了

1303: 棒棒哒

1304: 卡掉线啊····为毛
挺有意思的游戏  为毛  卡掉线

1305: 太坑爹→_→我先前的报怨评论竟不显示;坑玩家

1306: 进不去阿

1307: 真的找了授权么？← ←

1308: 进不去呀

1309: 太坑了！没下载时抽奖中了980活动礼包，下载后结果就没有，太坑了，

1310: 没什么没有代金卷啊

1311: 好玩

1312: 为什么进不去？

1313: 进不去啊

1314: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

1315: 给灰原哀配音的妹纸 挺不错挺不错……

1316: 配音真是一级棒

1317: 好玩

1318: 画面挺不错，人物也挺精致的

1319: 专注柯南三十年

1320: 全球定位 这个玩法有点儿吊啊

1321: 柯哀终于在游戏里走到了一起  (*^__^*) 嘻嘻

1322: 不枉我看了这么多年的柯南，竟然出手游了

1323: 好评好评~~

1324: 虽然跟心里想的有些差别，不过总体上是一款不错的柯南手游

1325: 柯南是款好游戏

1326: 美了美了醉了醉了  柯哀柯哀柯哀=.=

1327: 习惯性好评

1328: 体力少 体力少~~我要体力 我要体力~~~~

1329: 谁知道黑衣组织终极BOSS？

1330: 画风很不错，玩法也很好

1331: 终于圆了我的侦探梦~感谢CCTV~感谢柯南~感谢……

1332: 剧情还原度真是高，基本上所有经典案件都能在副本中体验

1333: 二十年经典

1334: 什么时候开新服啊？

1335: 1.0卡牌有点落后了，剧情不错，但是没啥意思。

1336: 说好的都是水军。。。游戏什么质量进去玩玩就知道了

1337: 好玩

1338: 这评论为何如此没有节操

1339: 很好玩 首充了下 就有 合唱团柯南勒

1340: 力顶柯南，我是新兰党

1341: 魅族完美操作。。。

1342: 好玩好玩好玩好玩好玩好玩玩玩玩

1343: 看见柯南正版我就滚进来了

1344: 我要一个打十个~把所有侦探都收集齐~~

1345: 柯南五星好评不解释

1346: 经典还原  就是这样。

1347: 小米手机完美运行~

1348: 全球定位玩法真是碉堡啊…竟然发现周围好几个玩柯南的…

1349: 看柯南那阵儿还是小学生 现在都工作了 ，没想到竟然出手游了，一定要重温下

1350: 剧情还原度很高，动漫里的人物基本都有出现

1351: 科技碎片老被别人抢走，谁来教教我该怎么办嘛~呜呜~~

