1: 为什么不出路飞老爸

2350: 哎，掉线专用游戏，出人物还这么慢哎，该怎么说这游戏，真是奇葩游戏

2351: 手机不好不要怪游戏不好

2352: 老是网络出错，让不让人玩，垃圾游戏！！！！

2353: 神经病

2354: 垃圾游戏

2355: 怎样切换网络？是卡在网络错误那切还是用WiFi登一次，3G登一次？

2356: 任务里面的通关任务现在都领取不了了 是不是bug 官方能不能解决下

2357: 爆满的区不让进，想进自己喜欢的区都不行，这样的游戏真是第一次见，果断卸载

2358: 20m电信wifi从开服到现在都没登陆成功过⊙﹏⊙真是醉了

2359: 很好玩，但是托太多了，每个区总有十几、二十几个吧！十七区光名字带胖虎的都有五六个了！随机名字跟疑似超土豪占满榜单！还有非托压制机制，每天晚上12点前pk场就会跟据你的冲值潜力安排对手！

2360: 哎，5个位置不够啊。主要的几个都上不完，还全是前排

2361: 垃圾游戏，刷了8局就为一个装备，都没刷到

2362: 为什么老是让我退出重新登陆，一直登不进去

2363: 你们太弱了

2364: 到是好玩，但最近老是玩着玩着就重连太tm烦了，不知道是咋回事，先说我手机是华为荣耀6

2365: 还不错！！  我是海贼迷，只是好像没有海军的人，很少

2366: 那里领礼包啊

2367: 我是31区的，来找我，我叫布拉拉的国王，我教你

2368: 说卡的我怀疑你用的是不是手机，天天在说卡，一看就是个鸟托。

2369: 他妈的排行榜是个杀B啊！找的都是比自己高十级的。草

2370: 根本上不去

2371: 登上怎么闪退啊

2372: 关于登陆不上。总显示网络错误的问题。请将你的3G/4GWF网络多切换几次，就可以登陆了。

2373: 玩不到的，登陆登不了

2374: 一直网络错误，登不上去啊

2375: 你妈一直网络错误，登都登不进去评分就只能五星！坑货一个！

2376: 我朋友三星盖世和我这山寨手机1000元的都能玩不卡，用wifi也好流量也好我和朋友都不卡，挺多人说卡的，，不清楚，我觉得游戏福利挺多，这个真心不吹，只要你认真仔细研究游戏一分钱不要可以得到你想要的，我一直想对那些说坑的人说一句，觉得不好就别来玩那么恨这游戏没人关注没人评论才能毁掉，我5星推荐

2377: 作为海迷   感觉不错

2378: 游戏不错，有点意思。

2379: 花了100多元，网络错误进不去，太坑了。评论还只能五星，靠！

2380: 别她妈的断网啊，不行就完善更新啊，艹总是网络错误

2381: 确定是网游？一直在是一个人玩,根本没有玩家互动交流,还特费流量。无语！！

2382: 不错，好玩，人物也萌萌哒

2383: 网络错误 太垃圾了吧

2384: 赞一个！！！

2385: 太好玩啦！爽！但总是网络异常,

2386: 我手机重装过，想进6区但服务器爆满了，我都50多级了。不想重新练呀。怎么才能进入？

2387: 网络错误。。。。。。

2388: 安卓5.0，用不了。

2389: 不错

2390: 先玩玩看貌似和刀塔传奇一样啊

2391: 这游戏亮了，下载完然后打开游戏听到了美妙的海贼王的歌曲，再然后进入加载，再然后网络错误，加载错误。神一样的游戏

2392: 太坑

2393: 还蛮不错，也很喜欢女友推荐的一款{1O分难 合成}，蛮耐玩的一款益智休闲，最近上瘾了都！！

2394: 太爽了！我都有女帝了！

2395: 手机不行就别说游戏卡，我就用的不到1000元的机子玩的照样流畅。坑求得钱了，老子升到50多级一份没充，照样也能玩好。

2396: 我草，不好玩

2397: 有这样的游戏吗

2398: 擦擦擦擦擦

2399: 卧槽刚进去就卡了

2400: 好坑啊  总是异常

2401: 不是腾讯游戏  煞笔

2402: 海贼王，很好！航海王，垃圾！去尼玛的腾讯！

2403: 垃圾根本进不去别下

2404: 越改越垃圾
不好玩

2405: 总是战斗时自动退出来，真垃圾。

2406: 我就像问，我换了一下区给我媳妇玩，怎么我就不能回我原来区玩了，怎么就除了新区，都爆满啊，可以告诉我为什么么

2407: 什么情况，一直连接失败，下载量是买的吧。进都进不去。

2408: 破服务器，连接不上，去死吧

2409: 登陆不上，老是连接服务器失败，玩其他游戏又可以，求解释

2410: 怎么得到好的人物呀

2411: 看来，玩来的可能就只有海贼的脑残粉了...

2412: 还行

2413: 挺好玩的 玩家之间比较平衡 福利也不少

2414: 完全是冲着海贼王这个名字去的，但玩法略显无聊

2415: 我累个区，好渣

2416: 垃圾

2417: 好好玩啊！我第二次就抽了个红发！爽！是ss的

2418: 把山治大招改了，光放空啊

2419: 1800买

2420: 想问1800钻买乔巴划算么？

2421: 垃圾一下子就断网

2422: 网络垃圾的一B

2423: 就是垃圾，玩什么都要玩这个，后面也打不过去，卡又卡的要死，烂烂烂！！

2424: 什么破游戏，不要侮辱海贼王、

2425: 打不开

2426: 总TM的断网

2427: 有点垃圾！总弹出游戏！有时候进都进不去！

2428: 表扬尼玛，劳资新买的苹果6老是提醒网络不好，要么就断线，什么烂游戏

2429: 垃圾游戏 选个区 只能选新区 都小学生 选老区都不行 真垃圾

2430: 这游戏更新只能用自己的流量才能更新不然总网络错误希望改进

2431: 就是啊，这个太卡了，老是网络错误怎么办

2432: 他妈的狗屁  一个石头 刷了300体力还没出  操他姥姥  客服去吃屎吧  垃圾  代理商去吃屎吧

2433: 差到子别都爆了，怎么样都进不去，说什么网络错误，我艹他妈的

2434: 游戏不错很好玩，我现在40级了但总是被虐，S级的艾斯怎么弄啊~

2435: 说真的与刀塔一样类型，这个太卡了，老是掉线，玩不了，还不如玩刀塔 人物剧情不同而已

2436: 怎么进不去

2437: 垃圾，登进去，准备选区，但它现个退出重新登录，退出后重新登录，又是一样的。试了好几次都是这样。很垃圾，差评！

2438: 总是登陆有问题，明明网速很好，希望改进

2439: 更新之后怎么隔几秒钟就卡一下

2440: 呵呵  这游戏真差劲  一直提示网络错误是什么鬼  50M宽带  下载都是6M多  玩其他游戏毫无压力，偏偏这个游戏都进不去。真差劲

2441: 登录不上去，太可恶了

2442: 1.进不去的人，是因为你们手机里的东西太多，这游戏150多M，比较大 2.在WIFI下玩会很流畅，就算要用流量，也用不了很多，话说某人一晚200多M是怎么来的，我还真不知道3.游戏很好玩，我都55级了。

2443: 妈蛋，100M的网速才能带起这游戏！

2444: 超级好玩！

2445: 渣比游戏，刚冲了vlp就卡的进不去咯，什么破游戏，艹

2446: 能0星不？登都登不进，请退出重新登录，请退出重新登录！卸载重装也一样。浪费我下载时间，制作人出来，客户人呢？不会弄游戏，别来侮辱海贼王

2447: 这个游戏感觉贫民不适合   人物很难培养 很累人

2448: 不会吧。。。。。。。。。跟刀塔传奇一样..........................

2449: 这款游戏还是蛮不错的.缺点就是人物装备不能互换.导致培养起来很是麻烦.还有就是s级伙伴的优势没有体现出来.反而让A级伙伴很厉害.优点就是比较好玩.副本比较多

2450: 呵呵

2451: 本來我以為登入不了什麼的只是傳說，原來這遊戲真的會經常莫名其妙的登入不了，真心火大，說是正版，連個客服電話都沒有，今天一下午特媽都不能登入，我領不到的體力算誰的？？？去你媽垃圾遊戲，老子棄坑了，別侮辱我的海賊王

2452: 还有太多需要调整的东西，比如那监狱，通关过了都不能一次扫荡过去，还要一个个点，还有身为VIP，扫荡卷太少，人物设计不够全面，等游戏进步了再玩玩吧

2453: 很好，就是老卡。

2454: 一直网络问题怎么玩

2455: 总体还不错，卡牌游戏必须要充钱，不过玩久了会觉得累，累觉不爱。

2456: VIP10还要冲2000块钱，得的汉库克还不是SS级的

2457: 不错的游戏  服务器不怎么样啊！

2458: 游戏剧情我动漫故事一致。就是敢觉那个奇异果能力没相克哦！还有就是英雄有点不平衡，可以在加上点互相克制的东东吧!还有好多角色还没出现呢!

2459: 真是傻b设定，装备不能脱，换个人就要从新升级装备，还洗练，真是之豆

2460: 好游戏，破服务器。

2461: 玩是好玩，但是非常卡

2462: 很好玩  谁有攻略啊

2463: 进不去  各种网络错误次奥

2464: 航海王进不去的人听着，你要进去要手机内存，要很多内存才行，你们去删点东西就可以进了，有不信者，可找我谈！

2465: 登不进去了

2466: 太二了。登陆妈的一天说网络问题什么j8回事

2467: 垃圾中的战斗机，作者太借了

2468: 好玩好玩

2469: 很好啊，进不去是你手机或者网络太次吧

2470: 我怎么充值不得？

2471: 总是会说网络错误，重新进又是这样

2472: 好玩啊，说不好玩的都是傻逼

2473: 老是玩几盘就卡了

2474: 不得不说。。。这个游戏真的是够了。。我玩其他游戏都上得去，就这个说网络错误

2475: 艹，麻痹，我他妈登了N次！！！！都显示～重新登陆～，要死啊，艹

2476: 自从玩了这游戏，我每天都不玩电脑了

2477: 怎么回事，昨晚还能玩，今天又不行了，草草草，什么鸡巴网络错误，就没人出来解决一下这个问题么

2478: 傻B艹逗比游戏 我它妈B登几十次有一次登上去你妈 B又你 妈没网了什么煞笔

2479: 进不去

2480: 多好一游戏说不好的都是Sb

2481: 我看到一个人没冲钱就有微微，  太强了吧！                                可勿！！

2482: 我进不去

2483: 怎么进不去

2484: 挺好   我58了   s级人物就有三个

2485: 也是网络错误，， 你妹啊   这样我们怎么再充钱啊，

2486: .不错啊！

2487: 超级好玩我都42级了

2488: 一个晚上莫名其妙用了我200mb流量，草泥马的

2489: 费时费钱不说，升级材料少，贝币少，人物少这些都不重要了，重要的是卡逼一个！

2490: 为什么进不去啊！！！！！

2491: 非常好玩，我都37级了

2492: 玩一会就自动退出，作者贱

2493: 为什么我的通缉榜荣誉值领了就没了   为什么   求解

2494: 为啥不能窜服

2495: 看图片真好玩！。。。。。。。要是手机有它1%就好了、、、、、、

2496: 哪个傻逼程序员改的0点到9点不让打通缉令看海贼王过点了还是赛季居然不让打，死全家的东西老子掉1300多名了祝你全家死光

2497: 很好玩，就是总是断开连接

2498: 手机渣一直闪退，结果闪到了51级

2499: 钱实在是太难弄了，完全不够用，升一个技能十几万贝里，每天不买金币都没法玩，希望改进。

2500: 很好玩

2501: 我有罗宾 嘻嘻
那个是索隆好还是山治好啊

2502: 非常不错     我有12个S级的      爽翻了

2503: 我快得到小伊哇了！

2504: 太赞了我两次请客得了三个伙伴是用贝里请的！！！

2505: 乐4         是是第三代速度速度

2506: 怎么不好打开，一打开就停止

2507: 我接的是WiFi，总是出现  网络异常，请重新登陆   的问题，不止一次两次的问题，刚刚就出现了好几次，玩到关键时刻或者在半途中就会

2508: 怎么现在进不去勒

2509: 之前还玩的好好的现在怎么有时候进不了啊呀

2510: 充值没有到账，去哪儿反馈！

2511: 为什么老闪退啊，以前没有啊

2512: 嗯还不错呢很好玩

2513: 为什么老是没有体力

2514: 之前还很顺，怎么现在经常闪断。是偶尔能连上啊。就不能把服务器优化下吗

2515: 真他妈蛋的好玩

2516: 管理，能不能体力多给点啊，都不够玩的，第二天刷新应该自动给体力，为啥需要钻石买，能不能再坑点！！

2517: 之前十来天玩的很顺，这两天基本上过两分钟就自动退游戏，实在忍受不了...

2518: 坑钱王起航，每次放出一两个变态人物吸引大家砸钱练，都练的差不多了就收网一下削成渣，再推出其他英雄继续坑

2519: 我运气超好才玩了10天就有6个A级和1个S级的伙伴

2520: 什么都好，就是排名榜变态点。网络，还过得去。

2521: 土豪游戏

2522: 平衡太差，人物本来就少，好用的就那几个。竞技场双方阵容几乎一个模样。S英雄不超过10个，酒馆用砖石还抽不到，完全是坑。服务器太烂，一小时卡掉20次不是梦。

2523: 估计后续更新会有吧

2524: 没闪退啊。。。。为什么都说闪退

2525: 呵呵 和太极熊猫 一样闪退  没有优化好   工作人员 都是小学生  没毕业  死爹妈的孩子   我猜肯定都是 公司收养的它们  元芳 你怎么看 ～～～～

2526: 太单机，太闪退。。。。

2527: 坑人，进不去。

2528: 哦，麦嘎嘎为毛有青枝没有赤犬，黑白胡子

2529: 为什么只能进一个

2530: 小米4完美运行闪退。。。擦

2531: 很好玩！个人觉得比刀塔传奇还好！赞一个！

2532: 单机游戏，无聊透顶

2533: 不错不错！战力上7万了！！！！！

2534: 太烂了，wifi都登不上

2535: 好失望?，老是闪退

2536: 卧槽，更新了一个多星期，终于能上去了，破壁游戏（小米，苹果，三星，ipad，通通网络错误），更让人气愤的是，我玩的是11区，都52级了，战斗力都3万多了，进去后11区，不让进，只能玩49区，逗逼嘛，（如果从新玩49区，过几天在尼玛更新半个月，再换别的区重玩？草拟嘛的，）狗比游戏，果断放弃！我的艾斯，我的鹰眼，我的伊娃白瞎那么辛苦打出来了，（是在忍无可忍了，所以出来说俩句）

2537: 别光说完美运行，你登陆总失败有没有？玩着玩着重新登陆有没有？网络连接失败有没有？麻烦先把服务器搞搞好，再出来圈钱，上午wifi'4G登陆赶上西天取经一样难。冲着OP来的，玩一肚子气。

2538: 什么破游戏打了通缉榜不给荣誉明明提示着给200荣誉连一个荣誉也没给靠！

2539: 很好玩感觉很好画风也好感觉不花钱也可以玩的很好

2540: 好玩？开什么玩西？内容没有刀踏传奇多有些英雄过于变态有些英雄过于平庸。这游戏非土豪只能玩单机。别说我玩的不行。玩了一个半月的撸过

2541: 从未卡过呀！好玩！三星NOTE4完美运行。

2542: 用wifi连不上！4G无压力！非要必你爹用流量啊！

2543: 这游戏冲个会员就挺牛的了。

2544: 一句话  土豪游戏

2545: 好玩到极致

2546: 超好玩。超给力。超暴。

2547: 不仅卡，可以看电影的网速被他搞的掉网，46级了，掉几百次了，一点不夸张。

2548: 罗宾无语了？一把放5.6次大招太贱了？无限沉默，

2549: 小米4完美运行

2550: 超赞

2551: 超好玩

2552: --还没下完。。。

2553: 华为p7完美运行

2554: 无法连接？

2555: 太赞了

2556: 为什么这么卡

2557: 还蛮好玩的，第一天还好，第二天老是闪退的。

2558: 我觉得很好玩^﹏^

2559: 卡死你爹了

2560: 开始好，后来坑死，你懂？。

2561: 进不去总卡死

2562: 清除过数据之后，一直进不去44线，网络经常不稳定，我看着电影一边玩，看完一集连续剧，居然掉了n次

2563: 双倍了阿，就是12点的时候没有双倍

2564: 棒棒哒

2565: 守点信用好不好，不是说今天双倍吗？差劲，活动都做不好。。。

2566: 真垃圾，招将就招将，瞎j8给东西，给个b级将也比碎片礼包什么的好，打的蠢慢不炫酷，还光想人冲钱，去学学放三吧

2567: 不是说24号副本有双倍奖励，怎么没有呢

2568: 垃圾游戏，竟然有这么多人玩，果断卸载

2569: 打的慢

2570: 总结1.卡死2.掉线3.体力死少，消耗很大，没体力4.打通缉榜我38级给我配的都是48级，我只有呵呵一笑了〒_〒

2571: 老子卡的要骂人，做不好游戏，就不要上市嘛sb

2572: 垃圾

2573: 血兽，好玩，根本不卡，自己手机破赖游戏！

2574: 还行

2575: 垃圾游戏

2576: 好极了!比一般卡牌游戏好玩多了

2577: 没卡过啊 为啥这么多人都说卡那

2578: 游戏到底还能不能上

2579: 一点都不卡

2580: 卡死，

2581: 啥都好，就是卡死个人，还光掉线，卡，卡，卡。。。

2582: 这游戏每次更新完就进不去，擦

2583: 什么意思啊，玩不了几分钟，就掉线，怎么玩啊。

2584: 太给力了

2585: 好玩，37区的香吉士，加我共玩

2586: 好玩。力挺

2587: 给你好好评

2588: 药水可以批量使用的！手放在人物上别动就行了！网络不好是真的！

2589: 好玩，50级了

2590: 为什么一直无法连接啊

2591: 太好玩了，这款游戏只要有无限体力就无敌了

2592: 根本不行

2593: 老是进不去

2594: 体力太少，恢复又慢

2595: 好玩，都45级了。

2596: 因为海贼 所以好评

2597: 挺好的……不过有些还是要充钱啊！！！！

2598: 怎么还进不去啊    服务器太水了

2599: 好玩啊 48级了

2600: 为什么登进去之后叫我重新登录那是为什么呢？？？

2601: 根本进不去，一直更新，连接的无线网，还说网络错误

2602: 体力不够 船员钻石招募都招不到A品质的 通缉榜能不能根据实力来pk 全尼玛比我高那么多的人跟我pk 还玩蛋啊

2603: 三星盖世表示连不上网

2604: 很好啊，好玩。

2605: 很给力啊

2606: 三星n3玩不起，wifi连不上

2607: 有没有人在27区的，我也是平民53级。你们有人在吗？

2608: 坑啊，进不去

2609: 除了有些角色只向土豪开放外别的都好

2610: 体力也太他妈少了吧，买都买不上

2611: 连不上的网络烂，玩不了的手机烂，其他都好，有些细节要改进

2612: 一打副本(启航)就掉，工作人员能不能尽快修复啊！

2613: 谁先放技能谁先赢

2614: 体力严重不够用，玩这么多游戏第一次见体力这么少的，干嘛都要花RMB，不花钱就是让虐的命！

2615: 没钱能玩？

2616: 还没玩过  试试如何

2617: 超棒

2618: 我才35级

2619: 没钱不要进。海底监狱希望开启一键扫荡，竞技场他妈的不能手动技能，狗日的怎么配合 打断对方技能。

2620: 玩了三周，人物全紫总战力4w,感觉基本跟得上，赞O(∩_∩)O

2621: ⊙_⊙开心就好

2622: 没什么问题，完美运行╮（╯△╰）╭，体力不太够用

2623: 288的公测礼包怎么没有

2624: 公开和口感更可靠估计

2625: 除了土豪，谁都不能玩，什么都不够用

2626: 第一次打不开，第二就打开了。

2627: 玩这么多游戏  最不平等的就是这游戏

2628: 我[生气][生气][生气][生气]什么狗屁游戏呀!跟本上不了.

2629: 土豪游戏，没钱别玩

2630: 海贼王赛高

2631: 要不要更新啊

2632: 为什么更新下载失败考好假

2633: 好肯蝴蝶

2634: 46区求小伙伴

2635: 我只想说更新后能调整下“网络错误”这个问题么…눈_눈

2636: 本来不想吐槽结果一直网络错误啊亲…更新完了就上不去了亲…都快V9了亲也贡献银子了亲…更新版本不要赶上大伙休息的时候这是作死的节奏啊亲…技术人员是休息了么亲…能关注下用户的心声么亲…Orz…

2637: 哈哈哈！呵呵呵赞~(≧▽≦)/~

2638: 一直叫我退出重新登陆。果断弃坑

2639: 老是提示停止运行，怎么解决下啊！求解决啊

2640: 为什么激活码用不了

2641: 进去就掉出来 ！什么情况 ！玩三级掉五回 ！

2642: 挺好玩滴，荣耀六完美运行，唯一不足，就感觉体力不够使

2643: 药水最好批量用 要不把手机屏幕能戳穿

2644: 我是觉得挺好玩的，就是体力太少了！没啥问题啊！

2645: 呵呵 之前给的差评都给删了 真有本事啊，有这样本事为什么就不把游戏弄好点，真没品

2646: 为什么一直登陆不了？

2647: 好玩太好玩了，我喜欢

2648: 干不过土豪们啊。

2649: 丫的，网络一直错误。上不了

2650: 看见了啦咔咔春节快乐啦啦

2651: 为什么我连得无限登不上游戏说网络错误

2652: 妈的，更新完根本上不去了

2653: 人物升级使用经验药水是不会用批量使用是啊，从1升到50用初级经验药水，是要把手机或平板点穿的节奏

2654: 又欠骂了，没骂你两声就没办法玩是吗，我操，刚进去点每点两下就提示网络异常，干

2655: 游戏一般般，除了打怪就是打怪

2656: 希望能改版下，人物装备也太难搞了吧！

2657: 急求请问监狱第三关怎么换boss啊？？热心人告诉我一下吧。

2658: 这游戏 谁下谁秒删，网络一直有异常，开WIFF也没用，奉劝各位 暂时还是别玩的好

2659: 从新区回来后老去回不去了

2660: 作为海贼王的粉丝不玩太可惜了

2661: 更新之后登陆正常！就是不知道更新了什么内容

2662: 我有23个人

2663: 更到最新版反倒进不去了说什么网络错误 希望快点解决这个问题

2664: 比刀塔传奇要好的多，没钱也能玩的六，起点都是一样的

2665: 真棒，赞呀。

2666: 很好玩，推崇！

2667: 一直提示网络异常………

2668: 靠，昨晚更新之后就一直登不上，一直在加载中…

2669: 说是网络错误上不去啊

2670: 断线或者连不上的童鞋们，就不要说是游戏的问题了，我表示只有刚公测前几天卡几次，后来再也没卡过。

2671: 比刀塔传奇要好的多，没钱也能玩的六，起点都是一样的，想要鹰眼，可以打悬赏，打到200荣誉点就可以换一个碎片，里面的人物都是10碎片合成的，海底监狱可以刷人妖王，现在活动是薇薇。都是s级，在悬赏上排名好的话可以拿ss级的红发碎片，第一名50个。还有奖牌，一个奖牌兑换100点荣誉。前1000名都有，第一名好像有几百个。

2672: 麻痹玩不了

2673: 好玩死了

2674: 求解啊，就更新了之后老说网络异常，怎么登啊

2675: 好玩

2676: 进不去

2677: 玩不了，一登就说网络异常，垃圾，快点修

2678: TMD坑死老子了

2679: 爱海贼王，赞一个

2680: 不好玩！

2681: 很好玩

2682: 大爱海贼！！但是为什么wifi为什么进不去阿！！

2683: 更新到最新版本，现在反而进不去，说什么网络错误

2684: 好玩，

2685: 没钱别玩了，这不是我们玩的游戏

2686: 我800大洋的机机，流畅的很一直在玩！怎么都说不能玩啊？

2687: 进不去

2688: 大爱海贼！！！！！！

2689: 登陆失败摁就重试，摁几次就进去了

2690: 为啥今天更新了进不去啊

2691: 他妈开流量别的都能玩就玩这个一直进不去要不网络错误要不退出重新加载！！！就冲着海王来的！！结果弄成这样，还好没更新，要是更新了是不是就更进不去了？！！！！

2692: 为什么登不上了？？？总是退出重新登陆！！！大过年的这是要闹哪样啊？！！

2693: 一般啦

2694: 为什么我进不去   老是叫我退出重进

2695: 在海底监狱战斗闪退。。唉。。。

2696: 不好╰_╯

2697: 建议大家别玩了。充了V7. V8都不够玩的。V10才有英雄好的S级女帝。米霍克前期无敌。后期觉醒跟不上就萎靡了。钻石金币都严重不够加技能的

2698: 好好玩我爱死这款游戏

2699: 也餐饮

2700: 我也更新了,先是加载没反应 ,点下屏幕就开始加载了

2701: 我也更新了  先是加载没反应  点下屏幕就开始加载了

2702: 三星手机表示无法玩

2703: 更新之后为什么加载不了

2704: PK你特么就不能找实力差不多的对手么！！！！

2705: 卧槽，更新后都玩不了??

2706: wifi根本上不去

2707: 好玩

2708: 好，唯一的缺点就是只有充钱才玩的牛！！！！

2709: 我晕

2710: 垃圾中的战斗机！还不能差评！要不显示不出来评论！

2711: 到那领红包啊

2712: 卄，今天晚上没事去更新，更新之后居然加载不进去。可怜啊，我也真是手剑。

2713: 进去一直网络错误，根本玩不了

2714: 垃圾，老是他妈的进不去

2715: 马蛋，上Wiff都上不去，进44区竟显示网络错误，我去年买了个包，玩个JB，都挤了一天了到现在都没法进去 还让不让人玩了

2716: 我干，wifi根本上不去，只能进入新区，这是逼人玩新区的节奏嘛？每区都爆满，骗谁来着，傻x

2717: 明天10点开45区

2718: 45区什么时候开启

2719: 超级好玩 我是海米我好喜欢这个游戏 每天必玩 感觉挺有意思的

2720: 为什么评分最后一颗星去不掉？正版垃圾至极

2721: 很不错!特别好玩!

2722: 很好

2723: 老是正在下载，网络错误，一直循环，玩不了啊！

2724: 游戏好玩，希望人物再多出点，，

2725: 更新后就进不去了

2726: ID出现问题，说你的网络出现问题或者错误，其实你网已经练好了

2727: 这游戏已经没法玩了 登都登不进去，玩什么

2728: 新区45区 在哪

2729: 新区不是两点开    怎么没有   怎么回事

2730: 用WIFF玩 进去最新区，一直开在网络错误，重新登录，一直循环，这是要闹那样，不让玩就直说，何必呢

2731: ……为何就卡在那网络错误上，我下了很多版本都玩不了。求海王正版QAQ

2732: 更新後就一直打不開 網絡錯誤 又要重頭來過！！！！

2733: 老说网络错误怎么回事

2734: 好玩 没啥问题 是你的手机烂吧

2735: 你妈逼，老是断线

2736: 网络错误咋回事

2737: 竞技场的172荣誉不给我

2738: 打三星装备材料太难打 只能看周六双倍和限时活动能得多点 。

2739: vip0现在最高战力诸位有多少的？有没有问鼎通缉榜的？有超过6万的吗？
一直不想

2740: 为什么网络一直错误  求解决

2741: 都怎么多天了，依旧进不去

2742: 更新就很久的网络异常，只有新区才进的去，敢不敢再坑点？赔偿有没有，这样还想我们充钱？脑洞大开了有没有？

2743: 對於不是內地玩家來說真的很麻煩…

2744: 很好玩，游戏稳定了，不掉线了，希望角色多多，越办越好

2745: 这两天怎么老是网络异常啊，无线网没问题啊，老是掉线

2746: 垃圾游戏

2747: 怎么总他妈的网络异常，靠

2748: 不错！

2749: 我靠他妈，更新卡主上不去，我看视频都是兆…

2750: 还行挺好玩，我就冲了10元也混得不错

2751: 没钱 不要玩   会后悔的

2752: 这不是更新是送礼包

2753: 的确不错。

2754: 这游戏不是一般的坑，特别是武器，600钻一个碎片，真二

2755: 靠(#‵′)靠      上不去

2756: 还行，就是吧活力不够用啊，还有不能跳过战斗，招式看着要吐了→_→

2757: 海贼迷  哈哈哈

2758: 好好玩

2759: 挺好玩的，也不卡，就是体力好少，玩一会就没得玩了

2760: 说好的新区那都2点了

2761: 没有跳过战斗！体力太少！个人不大喜欢回合制的游戏!!!!!

2762: 刚玩就闪退

2763: 根本进不去，总是说正在加载

2764: 这游戏太渣了，千万別别玩

2765: 没有跳过战斗！体力太少！玩什么j B

2766: 根本就加载不出来

2767: 今天不是要更新吗，，，

2768: 好玩

2769: 这游戏太好玩了！！！！特别好玩！（大概八点二十发）

2770: 根本玩不起，在页面旋啊旋

2771: 本就是对热爱这部动漫的驱使下下载来玩的，但....  个人不大喜欢回合制的游戏

2772: 游戏没问题，闪退可能是手机不支持，另外，这游戏刷钱太慢，每天金币不够用，点技能一会用没了，一百万金币一天都坚持不到，不知道什么时候能改善改善吧。

2773: 好!非常多个力荐

2774: 好玩是好玩，被迫换区太蛋疼T_T

2775: 玩不了的都是傻逼

2776: 看了评论后我才知道，原来不止我的手机登不进去啊

2777: 海贼王重视爱好者，要是所有果实能力者都有就更好了

2778: 红米note运行无压力800块钱的手机都行那些，JJYY的你们是水军么

2779: 什么鸡巴游戏啊，两天了，一直努力加载中

2780: 一直努力加载中怎么回事啊，以前进去过啊，更新了就这样了。求解?

2781: 什么破游戏，根本进不去，总是加载中……都不要玩了

2782: 空城旧梦是傻逼

2783: 玩了几天后就打不开了。。。从新下载也还是进不去，心塞啊！

2784: 动画太慢

2785: 逗逼，匹配九成都比你等级高

2786: 要4G网或wifi才能玩，要不登不上的，超好玩的！

2787: 什么狗篮子游戏。草。玩不了

2788: 【努力加载中】玩个锤子啊

2789: 我也下了什么破东东进不去死东西

2790: 为什么进去后就闪退啊！给个解释啊

2791: 闪退啊

2792: 不会玩就不要叽叽歪歪

2793: 要不要网

2794: 进不去,很烦

2795: 很好玩，就是进不去！！！！！！！！！！！！！！！！！！

2796: 很好玩

2797: 根本进不去，我这手机配置没问题啊。。

2798: 又进不去

2799: 主页上看见了薇薇SAMA，，虽然不能玩，，但还是支持，海贼王脑残粉啊

2800: 我的路飞58级了，哈哈。

2801: 进不去

2802: 闪退啊！烦

2803: 我去，为什么进不去，哪富二代仗着自己手机好才能进去的。我们平民呢，进都进不去，能不能体谅一下我们啊，我都玩的很好了，突然进不去了，制作商一定要给个说法才行，不然让我们怎么相信你们制作的游戏啊!!!!!!

2804: 要联网吗各位

2805: 玩了几个星期还不错，我零元党，同级或者高几级照虐，说游戏进不去的 骗钱的  我只能说呵呵，不玩就滚蛋呗 自己拿着板砖玩不起还说别人玩这游戏的都是弱智真是逗，有人逼你玩了？逼你冲钱了？看着你们那些评论就来气，我就玩了，我特么还要充钱玩，你咬我？ 

2806: 进不去～谁来解决下？？？

2807: 进不去！

2808: 0.0 牛掰

2809: 好玩极了我在6区51级了

2810: 格老子，进不去

2811: 超赞！！！

2812: 不错很喜欢

2813: 看看这样子就没兴趣了，还原画，弄成这样

2814: 我用两台手机玩的，四核不能进了。。。八核才能玩

2815: 还不错   玩了三天悬赏金就3亿七千万

2816: 开3G或2G流量更新，更新好就可以进去了，就可以用WIFI了

2817: 自从更新以后就上不去了，重新下载都没有用，只好放弃了

2818: 已经两天了，加载不进去，卧槽，钱花了居然进不去

2819: 十分力赞!我有1个SS级加S级2个

2820: 手机不行的都不要说服务器不行好吗？我对你们也是醉了

2821: 能啊  这个要求手机配置比较高

