1: 我发现这游戏有漏洞，可以刷车和钻石还有币，我都刷了不少，车全刷完了。

4309: 垃圾游戏，花钱买了芒果，结果有的关卡故意为难，就你妈骗钱的东西

4310: 礼包是骗人滴，我也领了什么都没得

4311: 靠，哪里领礼包啊，坑

4312: 我也是醉了，之前花了十五买的锋芒，通关了，后来游戏更新了一下，一直打不开，重新卸载下载之后什么数据都没有了。现在又买了一辆车。希望不是那么坑了。

4313: 就是个坑，臭biao   zi   yan   de

4314: 如果还有人下这个游戏的话，死全家！！！！！！！！！！！！！

4315: 车和人物都满级。三百多万金币不知道怎么花。这游戏是不是该卸载了？

4316: 车差一个签到的。人物也齐了。都满级了。我是不是该卸载了？

4317: 扣钱啊！30元啊！

4318: 4—5摧毁70辆车咋过，求解，速度到500了还过不去

4319: 昨天，秋名山打到201级，游戏章节全通关，退出休息，等再进去靠一直是黑屏?到现在还是黑的不让进，切白充钱买车了。黑啊！真妈黑到家了?

4320: 确实坑上，三轮车都比不过，艹，我还是最好的车，还有大黄蜂。还有准星，你妈。最昂贵的车都比不过三轮车。艹。

4321: 烂爆了，坑了我50元连确认都没

4322: 我就呵呵了，刚买了车玩到到5-6 手机没电关机了。等在开机玩的时候，什么都没了，车没了，记录没了。坑货。15元扔了。

4323: 什么车都有   0.0

4324: 本来一直玩儿的挺好的，然后呵呵呵了，买了车，之后游戏打不开了，呵呵呵呵，游戏商真是。。。。。本来以为没有评论说的那么夸张，现在真是= =

4325: 坑了我15元，只是不小心点到了而已，还明星代言，明星的就可以坑人民大众了，，，妈蛋，骗子，垃圾

4326: 妈的！只是不小心按到了一下，都没个确认的，就被扣了15元，其他游戏还有个缓冲的呢！太不道德了，太黑了，纯粹欺负人，，打死也不玩这破游戏，

4327: 垃圾！

4328: 黑游戏、垃圾、扣了钱买了车几天就什么都没了、还得冲钱重新玩、

4329: 草、垃圾游戏、买的车玩几天什么都没了，骗子公司、大家都去举报他们、

4330: 嘿嘿  不错   过通关

4331: 呵呵，这游戏还有傻X大叫好玩，脑袋让屁崩了吧

4332: 进入游戏就开通了移动的游戏套餐＠(￣-￣)＠这是什么情况。。果断卸载！！

4333: 很好玩的说~~在我是车神上进步了很多呢~~~

4334: 反正我是花了15块钱。直接支付出去了。玩到43就过不去了

4335: 还行

4336: 想要问问你坑不坑  像你这样坑的我见过  这游戏 买了 800时速以后 玩到 10 -1  我顿时卸载了  坑爆了

4337: 说老子中奖了   妈的逼   欺骗老子让老子先给他们5000   我靠你妈

4338: 垃圾

4339: 妈的   什么垃圾游戏

4340: 开始觉得挺好玩就买了个800时速的车，关卡现在全通。不过还是挺坑钱的。最后打通结局才觉得游戏坑

4341: 踩踩踩操！

4342: 坑爹啊，收费严重，一颗星都不想给，速度太假了吧，农用3轮都可以这么高速度，没点实际，垃圾

4343: 白充钱了500钻石就没了关机在上重新开始了

4344: 和（我是车神）差不多嘛，不好玩觉得。

4345: 重力感应没有

4346: 坑/爹，决战首尔漂移配十三狼极速才882KM，排名137连个三轮车都比不过，开猛男也比不过，骗钱的游戏。

4347: 坑爹的，我买了漂移再领航员十三狼极速才882KM，基本所有赛车和 领航员都买了。 什么挑战首尔垃圾，积分到了2万1排名137，连个三轮车都比不过，开猛男也比不过。骗钱的游戏。

4348: 垃圾货，不要下。

4349: 我通关了啊啊啊啊啊啊，用的是勒芒之王顶级

4350: 我通关了啊啊啊啊啊啊

4351: 就是买不了车，卸载了再装也买不了，我日

4352: 玩几了几天！买了不少车！手机没电关机了开机后要重新玩！！！！这样啊……

4353: 话说，布加迪威龙在决战首尔里42秒的成绩是倒数第一？？？太坑！！！

4354: 强行扣了我15元话费，车不给我？什么烂游戏

4355: 在哪输入兑换码

4356: 怎么没有郑凯啊！！   唉唉?

4357: 不买车根本刷不过，土豪游。

4358: 全部通关

4359: 还免费呢！速度删掉免得费钱

4360: 奔尼玛兄弟，看电视还能乐呵一下，玩这游戏只能无限充钱才能乐呵一下，更新后充钱也乐呵不起来了

4361: 我去，坑爹游戏还被顶这么高，炒作~~

4362: 没反应了，玩了快1个月了，买了好多车，现在进去就是黑屏，什么反应也没有啊！

4363: 这个蛮好玩的，而且画质也可以，关卡多、车多，也可以单机玩

4364: 一进去就是卡一下就退出来

4365: 哄人玩的吧

4366: 怎么会卡

4367: 秋名山Lv200送的战神车哪有700码？？？？

4368: 好玩，就是对战模式没开起

4369: 推荐单机冒险游戏  杰克大冒险  。

4370: 玩十几天，充了几十元，结果说数据丢失，让重头玩，扯淡

4371: heheh

4372: 速度低的车后边根本过不去，买了车就是看个外形帅点

4373: 买个勒芒之王有玩头，但是4-5关70险过，强化勒芒到七百多才过，不过后边关轻松过，小用道具......

4374: 冲完钱没几天就不能完了，骗钱的游戏！

4375: 丰富了较好的省份地方第三方技术大夫撒旦解放；大夫撒旦解放时；跌幅较深的风景；的风景的风景的风景三等功的公司经过手机的公司的；手机的攻击速度速度计算的；打暑假工是

4376: ............无语的游戏 ...........   坑我  钱..........    还钱   ...........   尼玛的破游戏

4377: 尼玛，单机游戏还收钱才让玩，操！！

4378: 妈蛋得！！煞笔游戏买完车没玩两天华丽丽闪退！！！草坑爹啊这是！！都别下载啊保表示很后悔

4379: vao
好难玩
啊无聊

4380: 充完钱闪退，坑钱

4381: 没啥操作性就是靠车

4382: sb  买了新手礼包闪退了啥都没了  简直无语

4383: 不要被耍了。

4384: 妈蛋！系统设置的就是不买车就过不了这一关，买一个还不够，操！买个经撞的还不够，还得买个速度快的！

4385: 唉不买车过不去逼我买了那个几百的礼包又买了领航员

4386: 坑爹，不买车根本过不去，我15块钱买的变形暗夜路霸，升满级速度才740,过10-4推荐速度760，连用3个奔跑兄弟硬是追不上，明摆着坑钱的，一点技术含量都没有，兄弟们下载都掂量下吧，土豪随意

4387: 游戏进不去了？

4388: 回复：浮云的年代：我看你才是真正的低智商，连游戏都不会玩，凭什么说它垃圾。。。。是你们要下载的，关游戏何事，要忽悠，就忽悠那些低智商的人，谁叫你们要下了，不下会死么？白痴一个，滚回家去吧

4389: 这更新完了，怎么进不去了，一直初始化就闪退了呢

4390: 这么进不去了？

4391: 还可以
~

4392: 4-5那70辆车不买新车就过不去

4393: 给力

4394: 怎么还卡退呢

4395: 妈B的 这充钱不让你过关 操蛋的

4396: 真的很好玩

4397: 什么游戏太苁好了

4398: 4乡

4399: 什么垃圾游戏，突然进不去啦，我买的车啊

4400: 什么破玩应

4401: 好，他妈的太好了。

4402: 好好好
。。。

4403: 说垃圾的全是傻逼

4404: 今天早上游戏竟然打不开了、说什么游戏初始化、难道我买的车、都第八关了、就这样没了？？？？

4405: 我彻底无语中，决战首尔漂移跑不过火凤凰，醉了

4406: 没了重新开始就行了么。。

4407: 通到一关通不过了

4408: 打开自动就发短信出去，骗钱的吧，果断卸载

4409: 买车好贵

4410: 已经通关！！！

4411: 不能一更新啥都没了吧？？？？？看到后赶紧解决！！！！

4412: 更新后，我买的车呢？？？？？？？？？？？？？？？？？？？？全都没了？？？？？？？？？？？？？

4413: 我是无线的

4414: 我去，买的车啊什么的全没了。坑爹啊！就连关卡都重置了。

4415: 垃圾，到500名后再好的车和领航员在决战首尔都跑不了第一，每次被超车后就不见了追都没法追，千万别花钱！

4416: 一群垃圾手机，我的手机R7007完美运行，，唉，不知道怎么说你们好，

4417: 坑爹呀，全都装备好了，不能玩了，我日。。

4418: 玩什么玩！玩到第六章了！突然就没有了！要重新开始玩！坑死爹了

4419: 草你祖宗的…我刚花钱买了好车领航员…就不让老子玩了真是可气

4420: 大家不要下这个游戏，太坑人了，我最好的车，最明星领航员，跟本进不了，前500名，而且这游戏还有许多缺点，你要是不听我话，你下之后就知道了，要不是我搭了这么多钱和时间流量的话，早卸载了

4421: 不知道好不好玩、先下下来试试

4422: 一般

4423: 不解释钱

4424: 低智商玩的游戏，脑残研发给低智商小盆友玩的，这年头骗钱真没技术含量劲忽悠小盆友。。。。

4425: 一群傻x,以为开飞行模式就可以不收费了，就算你开着也好，它照样收你的话费，大家，别听那些人乱说

4426: 自己都不会看一下自己的手机问题出在哪。。。那我玩的时候没这问题出现，准是你们的手机太差了，不兼容

4427: 好车

4428: 不错,好玩,

4429: 。。。。。。。。。不好

4430: 怎么老闪退还有点k

4431: 我也是刚充了最猛的那辆车玩了会退出后就进不了游戏了。

4432: 昨天晚上更新后再进以前的数据都不见了，又得从头玩起什么意思啊，垃圾

4433: M D坑爹的游戏，乱扣话费，草你妈B

4434: 坑爹游戏  坑钱的

4435: 有钱人玩的游戏。

4436: 换卡设置不合理，老子5-7玩了几十天都没过，动不动就弹出买车窗口，买了两次车，还是没过。艹

4437: 垃圾游戏，就是骗钱的。刚把钱一冲，耍了会退出后就进不去了:-(垃圾堆里面的游戏，大家不要上当

4438: 垃圾游戏，骗钱，给小孩玩会，不堪入目。一顿充钱了，尼玛玩了一半手机突然重启了，再进页面什么都没有了，一分也没了，重新光腚开始。客服说了，单机的没办法，游戏没问题，明星代言也坑人啊(⊙o⊙)，且玩且小心吧。

4439: 垃圾游戏，太恶心了，正玩了就自动退出了，恶心死了

4440: 很炫酷啊

4441: 太好玩了！都玩上瘾了，模式很多，难度挑战很有意思，喜欢开着声音玩，很刺激！

4442: 以前的赛车游戏翻版。只是换了个名字好你MB啊脱

4443: 不错!!!!!

4444: 非要评论才能下载吗

4445: 我都玩到第五关了，怎么又变成新手了，这是一个什么游戏啊？

4446: 还可以吧?

4447: 为什么进不去游戏了

4448: 我不是托，我来说句公道话:游戏的确不错，但没有扣费，我就买了辆6块的三轮车。说乱扣费的我怀疑是不是别的游戏卧底？

4449: 点充值，立即点飞行模式，好人做事不留名--雷锋。

4450: 还可以挺好玩的。。

4451: 宝宝在里面太酷了。

4452: 在root里把除联网全部都拒绝

4453: 人民币玩家都过不去唉

4454: 骗钱的，买最快的车和baby都是输，骗钱的

4455: 为什么进不去？

4456: 垃圾游戏，乱扣钱，花钱不给车

4457: 前面手机掉了，换了个新手机就从头开始？？？？？？  花了劳资几百块买车，次奥

4458: 卸载了就什么都没有了，还要账号干什么，骗钱的垃圾游戏

4459: 我都卖不了车，卖了几次都卖不了，连钱都没有扣

4460: 好车全买了，，变形的也全买了

4461: 麻痹，稍微不注意就扣费15元。垃圾游戏

4462: 已向北京文化局，工商局举报！黑网游，充值两天都没用，什么都没了，他妈的黑手游，电子商务诈骗！！

4463: 好评！很少有这么好玩的赛车游戏呀

4464: 玩几下就自动退出了，垃圾游戏，我操

4465: 什么jb坑钱公司！等着老子不去举报你，

4466: 我擦，充100，才玩两天，今天手机问题，卸了重下，什么都没有了，有这么坑钱的，不处理，我去向文化局投诉去！

4467: 为什么我花钱了却买不了车，一直显示发送短信中，二十秒过去了，什么都没反应？什么情况？

4468: 我的手机完美运行啊~~还挺好玩的 希望和节目结合更多的最好了

4469: 我操，决战首尔的奖励呢？

4470: 终结跑车2，很不错哦。好玩又刺激

4471: 这两天根本就进不去啊！！！！！！！气愤！！！！

4472: 不花钱不让玩，骗人的

4473: 我玩了三天，花了3000多RMB

4474: 都说了，叫你们不要下载官方的，你们还要下，给个差评，嫌得没事做了是吧。。。你们还真是脑袋被门挤了的说

4475: 红米。。。还闪退，是你手机不兼容吧，还赖上游戏，傻x

4476: 我去玩了几关不买车就过不去了破游戏，大家别下

4477: 好玩~~好玩~~买了个车~~够使了

4478: 没看见破解版，蛋疼，唉！

4479: 不花钱没法玩  就是圈钱来了

4480: 登陆不进去 点游戏没反应 卸载再装 居然是初始赛车 花了四十块买的东西全都归零 哎

4481: 买Baby礼包怎么老卡啊

4482: 今天怎么总是闪退啊？怎么回事

4483: 最好还是下po借版，比tx游戏都费钱，一会会30多块没了，现在360拦截短信和修改器都河蟹乐

4484: 很好玩，不解释，玩不了的是你手机问题，花费15元首充双倍360钻币买了一辆布加迪威龙（漂移）高调通关，期待出现后面剧情！！！！

4485: 好玩，但是这两天总是闪退〒_〒

4486: 不好用？来吐吐槽吧~差擦汗擦汗擦汗擦汗查差

4487: 埪爹啊，打不开

4488: 下好后用卫士把发送短信禁止，买东西就不用花RMB了

4489: 草泥马的！花15元买的勒芒之王！钱扣了，车不给，打电话给客服，客服说要手机版本，还有电子邮箱，还要上什么什么网站全是骗人的！请各位网友千万不要下

4490: 我是买个车车没有得到话费扣了360啊这么信任你推荐的什么哦

4491: 这垃圾游戏就是骗铑

4492: 我擦 破解版就是牛逼啊  顶起找！？乐啊

4493: 不是心疼那点话费  就想有个说法

4494: 妈蛋我想知道为什么扣话费

4495: 扣话费没提醒    都别下 骗人的

4496: 卧槽都不要下，，，，特么老子刚玩一会就扣了我花费

4497: 靠什么玩意、

4498: 全通关了，什么时候更新别的

4499: 怎么没零星？？艹，骗人钱的玩意，凭什么扣我钱？？？？骗子，老子不在乎花钱，但这样卡了一下不知道怎么就发了一堆短信说消费六元，你们凭什么？？艹

4500: 破解版的就是爽  我全部车都有 全部人物都有  全部都满级 呵呵

4501: 我想要弄自己喜欢的样式的赛车

4502: 要是能装饰自己的赛车就好了

4503: 震动感觉不错

4504: 震动感觉不错

4505: 还能切换视角 大家试一试

4506: 嗯还不错，渣操作也能玩哈哈

4507: 这游戏道具设置的不错啊

4508: 话说汽车人有擎天柱就更棒了

4509: 我爱大黄蜂！

4510: 变形金刚还能变身呢！太赞了！

4511: 还有变形金刚？爽

4512: 里面的赛车都好棒啊

4513: 能玩很久的好玩的赛车手游

4514: 玩法好有特色啊

4515: 赛车游戏的经典！

4516: １进游戏听到音乐我就ＨＩＧＨ了

4517: 新手上路多多指教啊

4518: 对这个游戏期待很高啊！

4519: 邓超的头像太帅了～

4520: 高端大气上档次，低调奢华玩车神

4521: 现在已经忽略了手机里的其他游戏

4522: 是坑人的游戏进去就闪退出来，那些托们别说手机差玩不了，我红米部不算好也不算太差。千万别下，下了还要卸载浪费时间。

4523: 因为车神还专门去看了一遍running man

4524: 居然有一次做梦也跑了好几轮

4525: 最近和哥们联系过密，多半因为车神啊

4526: 已经推荐给很多朋友下载

4527: 果然没有让我失望

4528: 身边的都人都在玩，我也下载一个试试

4529: 每晚奋战的后半夜，难以入眠啊

4530: 女朋友竟然比我还入迷

4531: 真的很好玩思密达

4532: 玩车神的我，经常忽略了偶地女盆友

4533: 现在已经爱不释手了

4534: 加速的效果真的是炫酷啊

4535: 无聊ing….玩车神就对了

4536: 画面简直非常炫酷啊

4537: 我为车神代言

4538: 不玩我是车神，你就out了。

4539: 赛车游戏哪家强？我是车神数最强。

4540: 上班开小差我也得跑一圈

4541: 不错

4542: 奔跑吧大兄弟，游戏效果不错，操作简单

4543: 宝哥画的好帅 哈哈哈

4544: 我家超哥就是帅~

4545: 好评，跑的太过瘾了

4546: 说好的陈赫呢，好男人就是我

4547: 撕名牌，100个，这得撕多久啊

4548: 哈哈哈，决战首尔，各种一片大树，一片小人

4549: 我家BABY的声音啊，有点伤不起啊

4550: 我跑了半天，各种赢也烦啊

4551: 不要走，决战到济州啊！

4552: 各种赛车各种买，哥就是这么任性

4553: 我秋名山也无压力

4554: 秋名山无压力啊！

4555: 决战首尔进去的时候，有时候需要等会

4556: 决战首尔进去的时候，有时候需要等会

4557: 飞弹走起！嗖~

4558: 无压力各种第一~

4559: 操作还真比较简单啊

4560: 我的AE86！我的拓海！

4561: 跑起来根本停不下来！！

4562: 销魂的布加迪！

4563: 不是游戏问题的说！还硬说是游戏的问题！

4564: 好玩。

4565: 不好玩

4566: 你嘛～更新了竟然不能玩了

4567: 推荐单机冒险游戏 杰克大冒险

4568: 全部通关，所有的车都有都升满级了！

4569: 漂移的感觉就是爽！就是这个FEEL!被儿爽

4570: 我的天使！我的BABY!

4571: 居然还有农用三轮车！哈哈哈

4572: 我的红色传奇就是牛逼！

4573: 暗夜路霸各种撞不犹豫！！

4574: 宝哥的声音依然那么有喜感！

4575: 济州岛！！I LIKE!

4576: 名牌我来了！！

4577: 警车开道！！统统都给我让开~

4578: 超哥，超帅有木有！

4579: 说好的李晨呢

4580: 大黄蜂变身

4581: 跑起来~你能赢!

4582: 为了跑男们顶起来！

4583: 赛车游戏太棒了！

4584: 奔跑吧兄弟们！！

4585: 跑男们开赛车

4586: 为了男神女神！！！

4587: 决战首尔玩法不错呀 还有济州岛呢

4588: 我要努力攒名牌换大奖！

4589: 奔跑吧兄弟最后是赛车游戏 我喜欢

4590: 跑男版赛车游戏！不错哦！

4591: 我喜欢李晨！

4592: 陈赫有吗有吗！！

4593: 宝宝游戏里会说话吗？

4594: 游戏中能看到我偶像啦！

4595: baby是我女神！

4596: 我喜欢baby！

4597: 我喜欢邓超

4598: 兄弟们加油啊！

4599: 期待跑男们啊

4600: 爱车神爱生活哈哈

4601: 我想要弄自己喜欢的样式的赛车

4602: 要是能装饰自己的赛车就好了

4603: 跑车360观看赞啊！

4604: 震动不错 但是默认能关掉吗

4605: 震动感觉不错

4606: 还能切换视角 大家试一试

4607: 嗯还不错，渣操作也能玩哈哈

4608: 这游戏道具设置的不错啊

4609: 有谁跑进前50的？

4610: 就是坑你坑

4611: 就是奖杯有几个特别难、用了道具才是个车王，很难到车神！

4612: 不花钱过不了关  钱花少了过不了关！花的不多不少不容易过关  ！花的多你不一定能够过关！一个字  坑啊

4613: 废话费

4614: 我喜欢火凤凰

4615: 话说汽车人有擎天柱就更棒了

4616: 我爱大黄蜂！

4617: 变形金刚还能变身呢！太赞了！

4618: 还有变形金刚？爽

4619: 里面的赛车都好棒啊

4620: 能玩很久的好玩的赛车手游

4621: 玩法好有特色啊

4622: 赛车游戏的经典！

4623: １进游戏听到音乐我就ＨＩＧＨ了

4624: 新手上路多多指教啊

4625: 对这个游戏期待很高啊！

4626: 邓超的头像太帅了～

4627: 高端大气上档次，低调奢华玩车神

4628: 现在已经忽略了手机里的其他游戏

4629: 我想要豪车

4630: 因为车神还专门去看了一遍running man

4631: 最近和哥们联系过密，多半因为车神啊

4632: 已经推荐给很多朋友下载

4633: 果然没有让我失望

4634: 身边的都人都在玩，我也下载一个试试

4635: 每晚奋战的后半夜，难以入眠啊

4636: 女朋友竟然比我还入迷

4637: 真的很好玩思密达

4638: 玩车神的我，经常忽略了偶地女盆友

4639: 现在已经爱不释手了

4640: 加速的效果真的是炫酷啊

4641: 无聊ing….玩车神就对了

4642: 画面简直非常炫酷啊

4643: 我为车神代言

4644: 不玩我是车神，你就out了。

4645: 赛车游戏哪家强？我是车神数最强。

4646: 上班开小差我也得跑一圈

4647: 奔跑吧大兄弟，游戏效果不错，操作简单

4648: 宝哥画的好帅 哈哈哈

4649: 我家超哥就是帅~

4650: 好评，跑的太过瘾了

4651: 更新时候进不去游戏，卸载之后重新安装，登陆账号之后花人民币买的车没有了。关卡也都重新在过 。。老子的满级漂移。  坑爹啊

4652: 说好的陈赫呢，好男人就是我

4653: 及其坑爹的游戏。更新时候进不去游戏，卸载之后重新安装，登陆账号之后花人民币买的车没有了。关卡也都重新在过 ，坑爹 太坑爹
我只想说 去年买了个表

4654: 撕名牌，100个，这得撕多久啊

4655: 及其坑爹的游戏。更新时候进不去游戏，卸载之后重新安装，登陆账号之后花人民币买的车没有了。关卡也都重新在过 ，坑爹 太坑爹

4656: 下不了？？

4657: 为什么1212更新后就进不去了？？求解

4658: 跟节目一样挺好玩的哈~顶一个顶一个

4659: 现在进去就黑屏 快点解决吧

4660: 垃圾啊

4661: 有点虚，但还是个骗局，

4662: 闪退

4663: 更新后就玩不了

4664: 无底洞…别下载

4665: 千万别下…就是个坑

4666: 我也是顶级车 就他妈能跑到800排名

4667: 坑爹游戏    坑货   不小心点到聘用领航员  瞬间扣掉话费  没有任何提示确定支付    坑货 坑货

4668: 别下载，这游戏坑爹的

4669: 各位  我觉得这是骗钱的  战首尔前50有实质的奖励  我最好的车顶级都排不到前50。他奖励放在那就是让你们充钱买车人

4670: 各位  不要玩这个游戏了  我自己觉得就是骗钱的   战首尔只要前50不是有话费吗。我跟你们说我最好的车顶级都冲不上去。他奖励摆在那就是让你们花钱 买车，人。

4671: 哈哈哈，决战首尔，各种一片大树，一片小人

4672: 我家BABY的声音啊，有点伤不起啊

4673: 我跑了半天，各种赢也烦啊

4674: 不要走，决战到济州啊！

4675: 各种赛车各种买，哥就是这么任性

4676: 我秋名山也无压力

4677: 秋名山无压力啊！

4678: 决战首尔进去的时候，有时候需要等会

4679: 飞弹走起！嗖~

4680: 无压力各种第一~

4681: 操作还真比较简单啊

4682: 我的AE86！我的拓海！

4683: 跑起来根本停不下来！！

4684: 销魂的布加迪！

4685: 漂移的感觉就是爽！就是这个FEEL!被儿爽

4686: 我的天使！我的BABY!

4687: 居然还有农用三轮车！哈哈哈

4688: 我的红色传奇就是牛逼！

4689: 暗夜路霸各种撞不犹豫！！

4690: 超好玩

4691: 草 要钱的

4692: 玩游戏还好，为什么一买礼包就闪退，求支招

4693: 宝哥的声音依然那么有喜感！

4694: 济州岛！！I LIKE!

4695: 名牌我来了！！

4696: 警车开道！！统统都给我让开~

4697: 超哥，超帅有木有！

4698: 说好的李晨呢

4699: 大黄蜂变身！

4700: 跑起来~你能赢!

4701: 为了跑男们顶起来！

4702: 赛车游戏太棒了！

4703: 烂，垃圾，呸

4704: 游戏不错，就是孩子玩了一分钟，就扣了好几十元话费！

4705: 什么破游戏，孩子不小心一点，就扣费，纯脆吞钱的玩意

4706: 我擦        —，—     刚进去就闪退，你以为你是闪电侠啊。

4707: 黑翼贝露 劳资的手机苹果5还玩不了？ 难道不垃圾

4708: 只想说穷人根本玩不起，一个手闪就欠费了。游戏失败了？交点钱呗，过不了关，交点钱呀，想买车？交钱。只想说这么高大上的游戏真玩不起，重要的是一个必须开流量时刻有广告的游戏为什么要说单机，还无广告呢

4709: 奔跑吧兄弟们！！

4710: 跑男们开赛车

4711: 为了男神女神！！！

4712: 决战首尔玩法不错呀 还有济州岛呢

4713: 我要努力攒名牌换大奖！

4714: 奔跑吧兄弟最后是赛车游戏 我喜欢

4715: 跑男版赛车游戏！不错哦！

4716: 我喜欢李晨！

4717: 陈赫有吗有吗！！

4718: 宝宝游戏里会说话吗？

4719: 游戏中能看到我偶像啦！

4720: baby是我女神！

4721: 我喜欢baby！

4722: 我喜欢邓超

4723: 兄弟们加油啊！

4724: 期待跑男们啊！

4725: 爱车神爱生活哈哈

4726: 我想要弄自己喜欢的样式的赛车

4727: 要是能装饰自己的赛车就好了

4728: 跑车360观看赞啊！

4729: 震动不错 但是默认能关掉吗

4730: 震动感觉不错

4731: 还能切换视角 大家试一试

4732: 嗯还不错，渣操作也能玩哈哈

4733: 这游戏道具设置的不错啊

4734: 我喜欢火凤凰

4735: 话说汽车人有擎天柱就更棒了

4736: 我爱大黄蜂！

4737: 变形金刚还能变身呢！太赞了！

4738: 还有变形金刚？爽

4739: 里面的赛车都好棒啊

4740: 能玩很久的好玩的赛车手游

4741: 玩法好有特色啊

4742: 赛车游戏的经典！

4743: １进游戏听到音乐我就ＨＩＧＨ了

4744: 新手上路多多指教啊

4745: 对这个游戏期待很高啊！

4746: 邓超的头像太帅了～

4747: 高端大气上档次，低调奢华玩车神

4748: 现在已经忽略了手机里的其他游戏

4749: 我想要豪车

4750: 因为车神还专门去看了一遍running man

4751: 居然有一次做梦也跑了好几轮

4752: 最近和哥们联系过密，多半因为车神啊

4753: 已经推荐给很多朋友下载

4754: 果然没有让我失望

4755: 身边的都人都在玩，我也下载一个试试

4756: 每晚奋战的后半夜，难以入眠啊

4757: 女朋友竟然比我还入迷

4758: 很好，某些人不要再说什么游戏烂死了之类的了，是你们的手机有问题！我玩的怎么就没事呢？你们更烂！！！要想玩游戏，就买个好点的手机，不然，就别恶意差评！！！

4759: 闪退和卡只能说明你的手机和这游戏不兼容，或是运行内存吃紧，并不是游戏所照成的问题。。

4760: 手机垃圾的。。。。就不要下载这游戏了

4761: 给差评的都是手机垃圾，不然就是来找茬的，自己手机不好就别说游戏垃圾，其实你们更垃圾

4762: 垃圾玩不了，闪退不小心就扣话费

4763: 艹艹艹艹艹艹没下载成

4764: laji

4765: 奔跑吧，兄弟!简直是个垃圾~垃圾，垃圾~奔跑吧,兄弟!永远都是最后~最后，最后~~~

4766: 充完钱游戏清除数据

4767: 真是太好玩了！

4768: 好玩  花钱也很猛

4769: 垃圾游戏，稍微不注意就会扣话费，大家小心！！！

4770: TMD老那个清除数据，啥都没干，妈逼我充了几百都没了，扣钱指数五颗星！

4771: 真好玩，比天天飞车好玩多了

4772: 老清除数据，老卡住,就是个垃圾！

4773: 也很好玩，不过太难了。我过不了啊。

4774: 超好玩的.

4775: 表示无压力，已经全部通关！！努比亚z7    你完美的选择

4776: 为什么老卡退，有时还上不去呀！求解释！！

4777: 花钱的道具玩起来就不一样

4778: 垃圾垃圾

4779: 更新后就不了了，垃圾游戏

4780: 麻痹，买了辆车花了几十块，妈蛋的玩了两天就闪退进不去了草

4781: 真的很好玩思密达

4782: 玩车神的我，经常忽略了偶地女盆友

4783: 现在已经爱不释手了

4784: 加速的效果真的是炫酷啊

4785: 无聊ing….玩车神就对了

4786: 画面简直非常炫酷啊

4787: 我为车神代言

4788: 不玩我是车神，你就out了。

4789: 赛车游戏哪家强？我是车神数最强。

4790: 上班开小差我也得跑一圈

4791: 奔跑吧大兄弟，游戏效果不错，操作简单

4792: 宝哥画的好帅 哈哈哈

4793: 我家超哥就是帅~

4794: 好评，跑的太过瘾了

4795: 说好的陈赫呢，好男人就是我

4796: 撕名牌，100个，这得撕多久啊

4797: 哈哈哈，决战首尔，各种一片大树，一片小人

4798: 我家BABY的声音啊，有点伤不起啊

4799: 我跑了半天，各种赢也烦啊

4800: 不要走，决战到济州啊！

4801: 各种赛车各种买，哥就是这么任性

4802: 我秋名山也无压力

4803: 没刷机没卸载没清除数据，一上去东西全没了。 。

4804: 秋名山无压力啊！

4805: 决战首尔进去的时候，有时候需要等会

4806: 飞弹走起！嗖~

4807: 无压力各种第一~

4808: 操作还真比较简单啊

4809: 我的AE86！我的拓海！

4810: 跑起来根本停不下来！！

4811: 销魂的布加迪！

4812: 漂移的感觉就是爽！就是这个FEEL!被儿爽

4813: 我的天使！我的BABY!

4814: 居然还有农用三轮车！哈哈哈

4815: 我的红色传奇就是牛逼！

4816: 暗夜路霸各种撞不犹豫！！

4817: 宝哥的声音依然那么有喜感！

4818: 济州岛！！I LIKE!

4819: 名牌我来了！！

4820: 警车开道！！统统都给我让开~

4821: 超哥，超帅有木有！

4822: 说好的李晨呢

4823: 什么玩意今天一上去，车和领航员钻石金币全没了，关卡也他妈重新开始了。

4824: 渣 下了韩版的running man 的游戏 比国内的好玩多了 支持韩版running man

4825: 我冲了575元
一耿欣啥都没了

4826: 坑钱的游戏!坑钱指数5颗星

4827: 麻痹。  充值尽然没有金币    话费都扣了

4828: 不错的游戏，我买了一辆勒芒

